Time,Fc,Zs,Zus,Zr
17.446,-7.34755,0.00623141,0.00106662,-0.00367169
17.448,-7.42084,0.00582406,0.00085719,-0.00328496
17.45,-7.49326,0.00557491,0.00073056,-0.00305425
17.452,-7.56481,0.00530627,0.000584448,-0.00280815
17.454,-7.63547,0.00505225,0.000452947,-0.00257084
17.456,-7.70523,0.00479886,0.000340928,-0.00233353
17.458,-7.77409,0.00429695,0.00012176,-0.00177322
17.46,-7.84204,0.00372324,-0.000131501,-0.00114699
17.462,-7.90907,0.00346106,-0.000224038,-0.000863539
17.464,-7.97517,0.00316997,-0.000336058,-0.000652598
17.466,-8.04033,0.00288893,-0.000428595,-0.000509774
17.468,-8.10455,0.00259848,-0.000521133,-0.000377936
17.47,-8.16782,0.00163032,-0.000876672,0.000314214
17.472,-8.23013,0.00133563,-0.000954598,0.000575693
17.474,-8.29146,0.0011088,-0.00097408,0.000804212
17.476,-8.35183,0.000891398,-0.000993562,0.000999772
17.478,-8.41121,0.00064996,-0.00102765,0.00121511
17.48,-8.4696,-0.00025943,-0.00131501,0.00214237
17.482,-8.52699,-0.000482019,-0.0013491,0.00242582
17.484,-8.58338,-0.00058348,-0.00128092,0.00266313
17.486,-8.63875,-0.000733961,-0.00127117,0.00281474
17.488,-8.69311,-0.000986088,-0.00134423,0.00293779
17.49,-8.74644,-0.00172912,-0.00158775,0.00343218
17.492,-8.79874,-0.00180262,-0.00152931,0.00355084
17.494,-8.85,-0.00184722,-0.00145138,0.00363433
17.496,-8.90021,-0.00196,-0.00144164,0.00369806
17.498,-8.94938,-0.00201953,-0.00138806,0.00378595
17.5,-8.99748,-0.00242858,-0.00150495,0.00409137
17.502,-9.04452,-0.00244649,-0.00147573,0.00420563
17.504,-9.0905,-0.0023673,-0.00135884,0.00432429
17.506,-9.13539,-0.00236635,-0.00132962,0.0043968
17.508,-9.17921,-0.00233194,-0.00128579,0.00443635
17.51,-9.22193,-0.00227381,-0.00123708,0.00446052
17.512,-9.26357,-0.00218709,-0.00117864,0.00445393
17.514,-9.30411,-0.00208152,-0.00112019,0.00445173
17.516,-9.34354,-0.00193731,-0.00103252,0.00445173
17.518,-9.38187,-0.00174015,-0.000910765,0.00444734
17.52,-9.41908,-0.00135323,-0.000750042,0.00435505
17.522,-9.45518,-0.00119567,-0.000686726,0.00430231
17.524,-9.49015,-0.000989714,-0.000584448,0.00423639
17.526,-9.524,-0.000774022,-0.000472429,0.0041507
17.528,-9.55671,-0.000285774,-0.00023865,0.00389362
17.53,-9.58829,-7.10E-05,-0.000155853,0.00370904
17.532,-9.61873,0.000138844,-7.79E-05,0.0034959
17.534,-9.64803,0.000382494,2.44E-05,0.00327178
17.536,-9.67618,0.000654735,0.000136371,0.00302348
17.538,-9.70317,0.00123692,0.00036041,0.00245658
17.54,-9.72902,0.00188146,0.000618541,0.00180618
17.542,-9.7537,0.00217648,0.000706208,0.00148318
17.544,-9.77722,0.0024663,0.000779264,0.00125026
17.546,-9.79958,0.00279509,0.000891283,0.00108986
17.548,-9.82076,0.00314305,0.00101304,0.00096022
17.55,-9.84078,0.0035485,0.00116403,0.000808606
17.552,-9.85962,0.00425713,0.00136371,0.000366949
17.554,-9.87729,0.00455574,0.00141729,9.23E-05
17.556,-9.89378,0.00483975,0.00145625,-0.000199954
17.558,-9.90908,0.00515235,0.00150495,-0.000505379
17.56,-9.92321,0.00549449,0.00159262,-0.000841566
17.562,-9.93614,0.00597484,0.00158288,-0.0016238
17.564,-9.94789,0.00687917,0.00171438,-0.0028499
17.566,-9.95845,0.00714338,0.00172412,-0.0031751
17.568,-9.96782,0.00734522,0.00169977,-0.00338824
17.57,-9.97599,0.00759059,0.00170951,-0.00349151
17.572,-9.98298,0.00805208,0.00169977,-0.00351788
17.574,-9.98876,0.00833217,0.00176308,-0.00348492
17.576,-9.99335,0.00854894,0.00176308,-0.00346734
17.578,-9.99674,0.00874136,0.00173873,-0.00348712
17.58,-9.99894,0.00891493,0.00171438,-0.00353985
17.582,-9.99993,0.00912367,0.0016121,-0.00375958
17.584,-9.99973,0.00926125,0.00149521,-0.00414631
17.586,-9.99833,0.00929768,0.00145625,-0.00435725
17.588,-9.99572,0.00930521,0.0013978,-0.00451325
17.59,-9.99192,0.00934165,0.00135884,-0.00459895
17.592,-9.98692,0.00934494,0.00131501,-0.00462532
17.594,-9.98071,0.00931964,0.00126143,-0.00460994
17.596,-9.97331,0.00926119,0.00120299,-0.00453962
17.598,-9.96471,0.00918877,0.00114941,-0.00448689
17.6,-9.95491,0.0090832,0.00109097,-0.00442756
17.602,-9.94391,0.00897763,0.00103252,-0.00435725
17.604,-9.93171,0.00886264,0.00097408,-0.00427375
17.606,-9.91832,0.00859951,0.00085232,-0.00404962
17.608,-9.90374,0.00811378,0.000696467,-0.00359259
17.61,-9.88796,0.00792826,0.000642893,-0.00342999
17.612,-9.87099,0.00769922,0.000555226,-0.00329815
17.614,-9.85283,0.00747506,0.000472429,-0.00321465
17.616,-9.83349,0.00696435,0.000272742,-0.00299492
17.618,-9.81295,0.00668756,0.000165594,-0.0028455
17.62,-9.79124,0.0063773,4.38E-05,-0.00265873
17.622,-9.76834,0.00606249,-7.31E-05,-0.00245658
17.624,-9.74426,0.00581555,-0.000131501,-0.00223026
17.626,-9.719,0.00534633,-0.000214298,-0.00164138
17.628,-9.69257,0.00471703,-0.000438336,-0.000852552
17.63,-9.66497,0.00443207,-0.000506522,-0.000450447
17.632,-9.6362,0.00416173,-0.000560096,-0.000120852
17.634,-9.60626,0.00388133,-0.000633152,0.000101076
17.636,-9.57516,0.00361098,-0.000686726,0.00027686
17.638,-9.54291,0.00288256,-0.000915635,0.000681163
17.64,-9.50949,0.00235224,-0.000993562,0.00115139
17.642,-9.47493,0.00208708,-0.00103252,0.00133816
17.644,-9.43922,0.0018755,-0.00101791,0.00151174
17.646,-9.40236,0.0016636,-0.00101304,0.00168313
17.648,-9.36436,0.0013689,-0.00109097,0.00189407
17.65,-9.32523,0.000590698,-0.00125656,0.00270268
17.652,-9.28496,0.00054705,-0.00114941,0.00299931
17.654,-9.24357,0.000377403,-0.00114941,0.00328716
17.656,-9.20106,0.000169426,-0.0011689,0.00348931
17.658,-9.15743,-9.33E-06,-0.00115916,0.00364312
17.66,-9.11268,-0.000472093,-0.00118838,0.00392658
17.662,-9.06683,-0.000603724,-0.00117864,0.00397272
17.664,-9.01988,-0.000658377,-0.00112019,0.00400128
17.666,-8.97183,-0.000727957,-0.0010861,0.00401227
17.668,-8.92268,-0.000832262,-0.00110558,0.00403424
17.67,-8.87245,-0.000996722,-0.00109097,0.00418805
17.672,-8.82114,-0.000961681,-0.00102765,0.00426496
17.674,-8.76876,-0.000917847,-0.000983821,0.00433747
17.676,-8.71531,-0.000854532,-0.000920506,0.0043924
17.678,-8.66079,-0.000791849,-0.000876672,0.00442536
17.68,-8.60522,-0.000610566,-0.000808486,0.0043968
17.682,-8.5486,-0.000500442,-0.000754912,0.00437263
17.684,-8.49093,-0.000346486,-0.000657504,0.00434846
17.686,-8.43223,-0.000173679,-0.000560096,0.00431769
17.688,-8.3725,1.34E-05,-0.000457818,0.00427595
17.69,-8.31175,0.000487376,-0.000228909,0.00399249
17.692,-8.24998,0.00065955,-0.000150982,0.00383209
17.694,-8.1872,0.00084115,-7.31E-05,0.00365631
17.696,-8.12342,0.00105684,3.90E-05,0.00348931
17.698,-8.05864,0.0012774,0.000155853,0.00330913
17.7,-7.99288,0.00202486,0.000535744,0.00261918
17.702,-7.92614,0.0022737,0.000652634,0.00233793
17.704,-7.85843,0.00250761,0.000745171,0.00206986
17.706,-7.78976,0.00273633,0.000823098,0.00186771
17.708,-7.72013,0.00301344,0.000939987,0.00168972
17.71,-7.64956,0.00400266,0.00136371,0.00105031
17.712,-7.57804,0.00425447,0.00142703,0.00079762
17.714,-7.5056,0.0044725,0.00146599,0.000566903
17.716,-7.43223,0.00470939,0.00150495,0.000373541
17.718,-7.35795,0.00532282,0.00167542,-5.05E-05
17.72,-7.28277,0.00560777,0.0017436,-0.000309819
17.722,-7.20669,0.00587843,0.00180692,-0.00060206
17.724,-7.12972,0.00617832,0.00189946,-0.000905288
17.726,-7.05188,0.00641944,0.00192381,-0.00122609
17.728,-6.97317,0.00682894,0.0019092,-0.00184573
17.73,-6.89359,0.00725824,0.00192381,-0.00246757
17.732,-6.81317,0.00750879,0.00194816,-0.00275541
17.734,-6.73191,0.00766807,0.00191894,-0.00294438
17.736,-6.64982,0.00784682,0.0019092,-0.00305425
17.738,-6.56691,0.00803076,0.00191407,-0.00312896
17.74,-6.48319,0.008229,0.00192381,-0.00321465
17.742,-6.39867,0.00861149,0.00194816,-0.00348052
17.744,-6.31335,0.00870903,0.00190433,-0.00361016
17.746,-6.22726,0.00873902,0.00181179,-0.003742
17.748,-6.14039,0.00880796,0.00175821,-0.00386505
17.75,-6.05277,0.00889184,0.00172899,-0.00399909
17.752,-5.96439,0.00887249,0.00156827,-0.00428693
17.754,-5.87528,0.00887781,0.00144164,-0.00458796
17.756,-5.78544,0.00885769,0.00140268,-0.00461653
17.758,-5.69488,0.00878495,0.00133936,-0.00457917
17.76,-5.60361,0.00867938,0.00128092,-0.00448469
17.762,-5.51165,0.00838058,0.00107636,-0.00426935
17.764,-5.419,0.00829968,0.00105201,-0.00418146
17.766,-5.32568,0.00815091,0.00096921,-0.00411774
17.768,-5.2317,0.00800277,0.000905894,-0.00407819
17.77,-5.13706,0.00783578,0.000842579,-0.00403424
17.772,-5.04179,0.00731376,0.000584448,-0.00387823
17.774,-4.94589,0.00684688,0.000428595,-0.00361895
17.776,-4.84937,0.00662366,0.000375021,-0.00346954
17.778,-4.75224,0.00639589,0.000326317,-0.00331573
17.78,-4.65453,0.00614313,0.000233779,-0.00315752
17.782,-4.55623,0.00588613,0.000155853,-0.00295976
17.784,-4.45736,0.0055619,3.90E-05,-0.00271367
17.786,-4.35793,0.00489976,-0.000180205,-0.00205448
17.788,-4.25796,0.0045859,-0.000267872,-0.00168533
17.79,-4.15745,0.00428696,-0.000331187,-0.00134914
17.792,-4.05642,0.0040416,-0.000340928,-0.00108327
17.794,-3.95488,0.00376183,-0.000394502,-0.000843763
17.796,-3.85285,0.00303404,-0.00060393,-0.000296636
17.798,-3.75033,0.00194621,-0.000871802,0.000604258
17.8,-3.64734,0.00165797,-0.000896154,0.000850355
17.802,-3.54389,0.00141387,-0.000866931,0.00102174
17.804,-3.43999,0.00111652,-0.000881542,0.00111403
17.806,-3.33566,0.000293212,-0.00112993,0.00131399
17.808,-3.2309,-3.86E-05,-0.00118838,0.00146999
17.81,-3.12574,-0.00029239,-0.0011689,0.00167434
17.812,-3.02018,-0.000531932,-0.00114454,0.00183914
17.814,-2.91423,-0.000757811,-0.0011348,0.00203909
17.816,-2.80792,-0.00116997,-0.00105688,0.00262577
17.818,-2.70125,-0.00164798,-0.00112019,0.00327178
17.82,-2.59423,-0.00188063,-0.00117377,0.00358819
17.822,-2.48688,-0.00202137,-0.00115428,0.00383868
17.824,-2.37922,-0.00212409,-0.00112506,0.00399469
17.826,-2.27125,-0.00231512,-0.00120299,0.00409796
17.828,-2.16298,-0.00260526,-0.00128579,0.00422541
17.83,-2.05444,-0.00285346,-0.00138319,0.004232
17.832,-1.94563,-0.00289085,-0.00137345,0.0042342
17.834,-1.83658,-0.00296814,-0.0014319,0.00424738
17.836,-1.72728,-0.00295808,-0.00141242,0.00426716
17.838,-1.61776,-0.00299249,-0.00145625,0.00429133
17.84,-1.50802,-0.00299439,-0.00151469,0.00436823
17.842,-1.39809,-0.00293689,-0.00148547,0.00438142
17.844,-1.28797,-0.00286478,-0.00144164,0.00437922
17.846,-1.17768,-0.0028274,-0.00145138,0.00436384
17.848,-1.06723,-0.00266794,-0.00132962,0.00433747
17.85,-0.956642,-0.00222947,-0.00103252,0.00417048
17.852,-0.845921,-0.00208007,-0.000930246,0.00408698
17.854,-0.735082,-0.00189689,-0.000803616,0.0039903
17.856,-0.624141,-0.00173256,-0.000676986,0.00388702
17.858,-0.51311,-0.00160751,-0.000599059,0.00376178
17.86,-0.402003,-0.00140422,-0.000433466,0.00359918
17.862,-0.290834,-0.00107524,-0.000170464,0.00313994
17.864,-0.179617,-0.000871636,4.87E-06,0.00283452
17.866,-0.0683654,-0.000731026,0.00012663,0.00250932
17.868,0.042907,-0.000604712,0.00024352,0.0021995
17.87,0.154186,-0.000429694,0.000409114,0.00189407
17.872,0.265459,-0.000113118,0.00072569,0.00127883
17.874,0.376711,0.00030055,0.00112993,0.000371344
17.876,0.487929,0.000421046,0.00121273,0.00011426
17.878,0.599098,0.000608464,0.00132475,-5.05E-05
17.88,0.710206,0.000906321,0.00150008,-0.000129641
17.882,0.821238,0.00157193,0.0018264,-0.000265873
17.884,0.93218,0.00187826,0.00197251,-0.000371344
17.886,1.04302,0.00211186,0.00205531,-0.000529549
17.888,1.15374,0.0023211,0.00211375,-0.00071632
17.89,1.26433,0.00245792,0.00211862,-0.000938247
17.892,1.37478,0.00284718,0.00220629,-0.00158865
17.894,1.48506,0.00323359,0.00220629,-0.00245878
17.896,1.59518,0.00340748,0.00219168,-0.00288945
17.898,1.70511,0.00354272,0.00214785,-0.00322124
17.9,1.81484,0.00367795,0.00210401,-0.00344756
17.902,1.92435,0.00380801,0.00204557,-0.00359039
17.904,2.03364,0.00441056,0.00202609,-0.00380353
17.906,2.14269,0.00455491,0.00197251,-0.00380572
17.908,2.25149,0.00457357,0.00182153,-0.00379034
17.91,2.36001,0.00462146,0.00169977,-0.00378375
17.912,2.46826,0.00468946,0.00161697,-0.0038233
17.914,2.5762,0.0048476,0.00140755,-0.00411994
17.916,2.68384,0.00482559,0.00131014,-0.00426716
17.918,2.79116,0.00479447,0.00122247,-0.00440998
17.92,2.89814,0.00467176,0.00107149,-0.00450886
17.922,3.00478,0.00457891,0.00096921,-0.00456159
17.924,3.11105,0.00424962,0.000696467,-0.00445832
17.926,3.21694,0.00415379,0.000647763,-0.00436604
17.928,3.32245,0.00395695,0.000535744,-0.00426056
17.93,3.42755,0.00378509,0.000467558,-0.00415949
17.932,3.53224,0.00359438,0.000399373,-0.00406281
17.934,3.6365,0.00286596,0.000170464,-0.00368707
17.936,3.74031,0.00259011,9.25E-05,-0.00353546
17.938,3.84367,0.00236297,6.33E-05,-0.00339922
17.94,3.94656,0.00207833,4.87E-06,-0.00328936
17.942,4.04898,0.00177939,-5.84E-05,-0.0031751
17.944,4.15089,0.000816612,-0.00024839,-0.00259941
17.946,4.2523,0.000523495,-0.000277613,-0.00233573
17.948,4.35319,0.000225508,-0.000311706,-0.00207425
17.95,4.45355,-7.73E-05,-0.000350669,-0.00186331
17.952,4.55336,-0.000389632,-0.000389632,-0.00165017
17.954,4.65261,-0.00150997,-0.000642893,-0.000804212
17.956,4.7513,-0.00188494,-0.00072569,-0.000452644
17.958,4.8494,-0.00221152,-0.000769523,-0.000166995
17.96,4.9469,-0.00251861,-0.000793875,8.79E-06
17.962,5.0438,-0.00279712,-0.000808486,0.000151614
17.964,5.14007,-0.0039291,-0.00112993,0.000826185
17.966,5.23571,-0.00430564,-0.00126143,0.00111183
17.968,5.33071,-0.0045419,-0.00128092,0.00132058
17.97,5.42505,-0.00474956,-0.00129066,0.00148537
17.972,5.51872,-0.00499681,-0.00135884,0.00166995
17.974,5.61171,-0.00526874,-0.00146112,0.00190506
17.976,5.70401,-0.00589146,-0.00177283,0.00254447
17.978,5.7956,-0.00609223,-0.00186049,0.00281474
17.98,5.88648,-0.00609881,-0.00177283,0.00307402
17.982,5.97663,-0.00621772,-0.00180692,0.00329156
17.984,6.06604,-0.00640546,-0.00192868,0.0034981
17.986,6.1547,-0.00677637,-0.00217707,0.00393976
17.988,6.24259,-0.00698422,-0.00233779,0.00417048
17.99,6.32971,-0.00696866,-0.00229396,0.00423639
17.992,6.41605,-0.00707031,-0.00237676,0.00425617
17.994,6.50159,-0.00709466,-0.00240111,0.00426056
17.996,6.58632,-0.00714336,-0.00244981,0.00427155
17.998,6.67024,-0.00722066,-0.00250826,0.00428693
18,6.75333,-0.00710864,-0.00239624,0.00435065
18.002,6.83558,-0.00703071,-0.00231831,0.00437263
18.004,6.91697,-0.00698201,-0.00226961,0.00438361
18.006,6.99751,-0.00692356,-0.00221116,0.00437922
18.008,7.07718,-0.00677745,-0.00206505,0.00436823
18.01,7.15596,-0.00654367,-0.00183127,0.0043111
18.012,7.23386,-0.00625113,-0.00152931,0.00420343
18.014,7.31085,-0.00608067,-0.00135884,0.00413092
18.016,7.38693,-0.00585663,-0.0011348,0.00404083
18.018,7.46209,-0.00566181,-0.000939987,0.00393097
18.02,7.53631,-0.0054527,-0.000740301,0.00379254
18.022,7.6096,-0.00507831,-0.000384762,0.00337945
18.024,7.68194,-0.00464579,1.95E-05,0.00279057
18.026,7.75331,-0.00441296,0.000224038,0.00246098
18.028,7.82372,-0.00414636,0.000452947,0.00217533
18.03,7.89315,-0.00389467,0.000657504,0.0019534
18.032,7.96159,-0.00362901,0.00085719,0.00176883
18.034,8.02904,-0.00272254,0.00149034,0.00116237
18.036,8.09548,-0.00242469,0.00166568,0.000925063
18.038,8.1609,-0.00219014,0.0017777,0.000698741
18.04,8.2253,-0.00193188,0.00189459,0.000511971
18.042,8.28868,-0.00160607,0.00206018,0.000312017
18.044,8.35101,-0.00074646,0.00241085,-0.00057789
18.046,8.4123,-0.000470613,0.00248877,-0.000982193
18.048,8.47252,-0.000204506,0.00255696,-0.00132717
18.05,8.53169,5.15E-05,0.00260566,-0.00156228
18.052,8.58979,0.000312147,0.0026495,-0.00174685
18.054,8.6468,0.00105987,0.00274691,-0.00231156
18.056,8.70273,0.00129093,0.00275178,-0.00250053
18.058,8.75756,0.00147329,0.00270794,-0.00263017
18.06,8.8113,0.00162188,0.00263976,-0.00270488
18.062,8.86392,0.00180879,0.00259105,-0.00279277
18.064,8.91543,0.00231457,0.00249364,-0.00335747
18.066,8.96582,0.00244462,0.0024352,-0.00359039
18.068,9.01508,0.00250257,0.00233292,-0.00378375
18.07,9.0632,0.00257025,0.00224038,-0.00392658
18.072,9.11018,0.00264312,0.00216246,-0.00404083
18.074,9.15601,0.00269633,0.00191407,-0.00432868
18.076,9.20068,0.00270354,0.00184588,-0.0043946
18.078,9.2442,0.00269222,0.00178744,-0.00440339
18.08,9.28655,0.00259936,0.00168516,-0.00437043
18.082,9.32772,0.00251625,0.00159262,-0.00433088
18.084,9.36772,0.00215995,0.00135884,-0.00430891
18.086,9.40653,0.00203585,0.00131014,-0.0043155
18.088,9.44416,0.00186367,0.00123221,-0.0043111
18.09,9.48059,0.00164861,0.00113967,-0.00429572
18.092,9.51582,0.00144361,0.00106662,-0.00425837
18.094,9.54985,0.000666482,0.000789005,-0.00394855
18.096,9.58267,0.000390003,0.000691597,-0.00377936
18.098,9.61427,0.00011871,0.0006088,-0.00360357
18.1,9.64466,-0.000190598,0.000516262,-0.00344756
18.102,9.67383,-0.000485926,0.000418854,-0.00328496
18.104,9.70177,-0.00148077,0.000112019,-0.00262797
18.106,9.72848,-0.00180406,2.44E-05,-0.00234452
18.108,9.75396,-0.00215625,-8.28E-05,-0.00208304
18.11,9.7782,-0.00254159,-0.000194816,-0.00188528
18.112,9.80119,-0.0032499,-0.000384762,-0.00154031
18.114,9.82295,-0.00359172,-0.000462688,-0.00135793
18.116,9.84345,-0.00399654,-0.000594189,-0.00114919
18.118,9.86271,-0.00440168,-0.00073543,-0.000916274
18.12,9.88071,-0.00476785,-0.000837709,-0.000637217
18.122,9.89746,-0.00548229,-0.00107149,-4.17E-05
18.124,9.91295,-0.00610028,-0.00123708,0.000672374
18.126,9.92718,-0.00641477,-0.00134423,0.00103932
18.128,9.94014,-0.00677342,-0.00150495,0.00135354
18.13,9.95184,-0.00716647,-0.00170951,0.00158425
18.132,9.96227,-0.00748191,-0.00184588,0.00178421
18.134,9.97144,-0.00800331,-0.00208453,0.00221048
18.136,9.97933,-0.00850098,-0.00231831,0.00258842
18.138,9.98595,-0.00870725,-0.00243033,0.0027664
18.14,9.9913,-0.00889466,-0.00254235,0.00292241
18.142,9.99537,-0.00909151,-0.00265437,0.00306084
18.144,9.99817,-0.00932763,-0.00281509,0.00319707
18.146,9.99969,-0.00964591,-0.00303913,0.00362115
18.148,9.99994,-0.00976673,-0.00313167,0.00377936
18.15,9.99891,-0.0098203,-0.00318524,0.00391119
18.152,9.9966,-0.00992195,-0.00326804,0.00401227
18.154,9.99301,-0.00997034,-0.003307,0.00409796
18.156,9.98815,-0.0099408,-0.00326804,0.00424958
18.158,9.98201,-0.00988235,-0.00320959,0.00428034
18.16,9.97459,-0.00982878,-0.00315602,0.00429133
18.162,9.9659,-0.00978007,-0.00310732,0.00428474
18.164,9.95593,-0.00974598,-0.00307322,0.00428474
18.166,9.94469,-0.00940505,-0.00273229,0.00428474
18.168,9.93217,-0.00922972,-0.00255696,0.00428474
18.17,9.91838,-0.00905925,-0.0023865,0.00428034
18.172,9.90332,-0.00890827,-0.00223551,0.00426056
18.174,9.88699,-0.00872807,-0.00205531,0.00422321
18.176,9.86939,-0.00812901,-0.00145625,0.00391339
18.178,9.85053,-0.00789067,-0.00122734,0.0037442
18.18,9.8304,-0.00763805,-0.000993562,0.00355523
18.182,9.80901,-0.00738055,-0.000754912,0.00337286
18.184,9.78636,-0.00680318,-0.00024352,0.00297954
18.186,9.76245,-0.00651709,4.87E-06,0.0027686
18.188,9.73729,-0.00622708,0.000228909,0.00254228
18.19,9.71088,-0.00592246,0.000467558,0.00232474
18.192,9.68321,-0.00561359,0.000691597,0.00209403
18.194,9.65431,-0.00492895,0.0011689,0.00151174
18.196,9.62416,-0.00425594,0.00157801,0.000777844
18.198,9.59277,-0.00392981,0.00175334,0.000413092
18.2,9.56014,-0.00360918,0.00190433,0.000134035
18.202,9.52629,-0.00325996,0.00206505,-5.05E-05
18.204,9.49121,-0.00288702,0.00223064,-0.000208744
18.206,9.4549,-0.00249979,0.00240111,-0.000384528
18.208,9.41738,-0.00169736,0.00273229,-0.000874525
18.21,9.37864,-0.00140361,0.002781,-0.00113161
18.212,9.33869,-0.00117773,0.00277126,-0.0013865
18.214,9.29753,-0.000899228,0.00278587,-0.00164358
18.216,9.25518,-0.000621038,0.00279074,-0.00192703
18.218,9.21163,-4.45E-05,0.00283944,-0.00259281
18.22,9.16689,0.00074619,0.00281022,-0.00359039
18.222,9.12096,0.00098997,0.00277126,-0.00384088
18.224,9.07386,0.00123894,0.00274691,-0.0039903
18.226,9.02558,0.00141093,0.00267385,-0.00403644
18.228,8.97614,0.00180266,0.00254722,-0.00400348
18.23,8.92553,0.00201911,0.00253748,-0.00397492
18.232,8.87377,0.00213848,0.00244007,-0.00397492
18.234,8.82086,0.00228219,0.00236701,-0.00399909
18.236,8.7668,0.00233495,0.00225012,-0.00402985
18.238,8.71161,0.00240953,0.00207966,-0.00415729
18.24,8.65529,0.00241327,0.00190433,-0.00437263
18.242,8.59785,0.00236425,0.00184588,-0.00446931
18.244,8.53929,0.00224736,0.00172899,-0.00451106
18.246,8.47962,0.00221295,0.00168516,-0.00449568
18.248,8.41886,0.00215026,0.00164132,-0.00444074
18.25,8.357,0.00195311,0.00151956,-0.00435505
18.252,8.29405,0.00165291,0.00141729,-0.00414411
18.254,8.23002,0.00146251,0.00135884,-0.00401227
18.256,8.16493,0.0012825,0.00132962,-0.00386505
18.258,8.09877,0.00109274,0.00129066,-0.00371783
18.26,8.03156,0.000864644,0.00123221,-0.00354864
18.262,7.96331,0.000284991,0.0010861,-0.00311357
18.264,7.89401,-0.000515038,0.00097408,-0.00229838
18.266,7.82369,-0.000808471,0.000935117,-0.0020347
18.268,7.75235,-0.00109248,0.000896154,-0.00185013
18.27,7.68,-0.00140084,0.000832838,-0.00174466
18.272,7.60665,-0.00213806,0.000623411,-0.00156008
18.274,7.5323,-0.00251916,0.000496781,-0.00143484
18.276,7.45697,-0.00289507,0.000384762,-0.00127224
18.278,7.38067,-0.00326124,0.000282483,-0.00110304
18.28,7.3034,-0.00360338,0.000194816,-0.000892104
18.282,7.22518,-0.0041769,9.25E-05,-0.000290044
18.284,7.14601,-0.00486857,-0.000165594,0.00054493
18.286,7.06591,-0.00522234,-0.000321446,0.000971207
18.288,6.98489,-0.0054751,-0.000413984,0.00132937
18.29,6.90295,-0.00575158,-0.000511392,0.00161282
18.292,6.8201,-0.00605273,-0.000642893,0.00185672
18.294,6.73636,-0.00637367,-0.000803616,0.00210501
18.296,6.65174,-0.00705155,-0.0012176,0.00265434
18.298,6.56625,-0.0072718,-0.00132475,0.00287407
18.3,6.4799,-0.00747256,-0.00141242,0.00304106
18.302,6.39269,-0.00765511,-0.00151956,0.0031773
18.304,6.30465,-0.00779414,-0.00159262,0.00332232
18.306,6.21577,-0.00832027,-0.00197738,0.00369586
18.308,6.12608,-0.00864375,-0.00221603,0.00414411
18.31,6.03559,-0.00876943,-0.00231344,0.00430231
18.312,5.9443,-0.00890061,-0.0024352,0.00437043
18.314,5.85222,-0.00893894,-0.00245468,0.00437043
18.316,5.75938,-0.00911915,-0.00263489,0.00435285
18.318,5.66578,-0.00907013,-0.00257644,0.00435285
18.32,5.57143,-0.00907987,-0.00258618,0.00435725
18.322,5.47634,-0.00900226,-0.002518,0.00437482
18.324,5.38054,-0.00892496,-0.00245955,0.00439021
18.326,5.28402,-0.00887139,-0.00240598,0.00437702
18.328,5.1868,-0.00874052,-0.00229396,0.00434626
18.33,5.0889,-0.00858954,-0.00214298,0.00431989
18.332,4.99032,-0.00850219,-0.00206505,0.00428254
18.334,4.89108,-0.00834241,-0.00193355,0.00422761
18.336,4.7912,-0.00818688,-0.00178744,0.00414631
18.338,4.69068,-0.00809465,-0.00170464,0.00402545
18.34,4.58954,-0.00772608,-0.00138319,0.00362335
18.342,4.48778,-0.00759066,-0.00127604,0.00334429
18.344,4.38544,-0.00737731,-0.00109097,0.00304106
18.346,4.28251,-0.00716491,-0.000935117,0.00273784
18.348,4.179,-0.00693303,-0.000759782,0.002439
18.35,4.07495,-0.00636856,-0.000355539,0.00183914
18.352,3.97035,-0.00563932,4.38E-05,0.000947036
18.354,3.86522,-0.00531806,0.000214298,0.000694347
18.356,3.75957,-0.00495391,0.000399373,0.000533944
18.358,3.65342,-0.00460469,0.000560096,0.000452644
18.36,3.54678,-0.00386369,0.000886413,0.0003252
18.362,3.43967,-0.00357354,0.00096921,0.000221927
18.364,3.3321,-0.00324052,0.00106662,4.83E-05
18.366,3.22408,-0.00299971,0.00108123,-0.000173587
18.368,3.11562,-0.00273974,0.00110558,-0.000428474
18.37,3.00675,-0.00209506,0.00122247,-0.0011382
18.372,2.89747,-0.00157701,0.00121273,-0.00208084
18.374,2.7878,-0.00134753,0.0011689,-0.00255766
18.376,2.67776,-0.00109856,0.00114454,-0.0029334
18.378,2.56735,-0.000845037,0.00111532,-0.00320366
18.38,2.45659,-0.000562609,0.00110558,-0.00337725
18.382,2.3455,-0.000236663,0.00112993,-0.0034981
18.384,2.23409,0.000401249,0.00118351,-0.00367828
18.386,2.12238,0.000620994,0.00112993,-0.00373541
18.388,2.01038,0.00079235,0.0010374,-0.00376617
18.39,1.8981,0.000978634,0.00096921,-0.00379474
18.392,1.78556,0.00115549,0.000901024,-0.00384967
18.394,1.67277,0.00162281,0.000925376,-0.00406061
18.396,1.55975,0.00205288,0.000818227,-0.00445173
18.398,1.44652,0.00211664,0.000750042,-0.00459016
18.4,1.33308,0.00219077,0.000711078,-0.00467146
18.402,1.21946,0.00224119,0.000667245,-0.00466926
18.404,1.10566,0.00231013,0.00061367,-0.00451325
18.406,0.991709,0.00233809,0.00060393,-0.00440119
18.408,0.877613,0.00232285,0.000569837,-0.00428693
18.41,0.763389,0.00231311,0.000560096,-0.00418805
