Time - Fc (N),Amplitude - Fc (N),"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
5.31,9.61653,5.31,0.00186771,5.31,0.00149034,5.31,-0.00194028
5.312,9.57622,5.312,0.00189847,5.312,0.00151469,5.312,-0.00191593
5.314,9.53393,5.314,0.00192703,5.314,0.00152931,5.314,-0.00190132
5.316,9.48966,5.316,0.00195779,5.316,0.00153905,5.316,-0.00189158
5.318,9.44342,5.318,0.00201932,5.318,0.00155853,5.318,-0.0018721
5.32,9.39521,5.32,0.00208524,5.32,0.00158775,5.32,-0.00184288
5.322,9.34506,5.322,0.002116,5.322,0.00160236,5.322,-0.00182827
5.324,9.29295,5.324,0.00214017,5.324,0.00161697,5.324,-0.00182308
5.326,9.23891,5.326,0.00215995,5.326,0.00162671,5.326,-0.00181334
5.328,9.18295,5.328,0.00217972,5.328,0.00164132,5.328,-0.00179873
5.33,9.12506,5.33,0.00222806,5.33,0.00168029,5.33,-0.00175976
5.332,9.06527,5.332,0.00228299,5.332,0.00172412,5.332,-0.00172536
5.334,9.00358,5.334,0.00230936,5.334,0.0017436,5.334,-0.00170587
5.336,8.94,5.336,0.00233353,5.336,0.00176308,5.336,-0.00168639
5.338,8.87454,5.338,0.00235331,5.338,0.0017777,5.338,-0.00167178
5.34,8.80722,5.34,0.00237308,5.34,0.00179718,5.34,-0.00166172
5.342,8.73805,5.342,0.00244999,5.342,0.00185562,5.342,-0.00160328
5.344,8.66704,5.344,0.00247855,5.344,0.00187997,5.344,-0.00158835
5.346,8.59421,5.346,0.00250492,5.346,0.00190433,5.346,-0.001564
5.348,8.51956,5.348,0.0025269,5.348,0.00192381,5.348,-0.00154452
5.35,8.44311,5.35,0.00257304,5.35,0.00196277,5.35,-0.00150556
5.352,8.36488,5.352,0.00259721,5.352,0.00198712,5.352,-0.0014812
5.354,8.28487,5.354,0.00261918,5.354,0.0020066,5.354,-0.00146172
5.356,8.20311,5.356,0.00264115,5.356,0.00203096,5.356,-0.00143737
5.358,8.11961,5.358,0.00266752,5.358,0.00205044,5.358,-0.00141789
5.36,8.03438,5.36,0.00272465,5.36,0.00209427,5.36,-0.00137405
5.362,7.94745,5.362,0.00278837,5.362,0.00214785,5.362,-0.00132048
5.364,7.85882,5.364,0.00282133,5.364,0.0021722,5.364,-0.00129613
5.366,7.76852,5.366,0.0028477,5.366,0.00219655,5.366,-0.00127178
5.368,7.67656,5.368,0.00286967,5.368,0.00222577,5.368,-0.00124255
5.37,7.58296,5.37,0.00289165,5.37,0.00225012,5.37,-0.0012182
5.372,7.48773,5.372,0.00297075,5.372,0.00233292,5.372,-0.0011354
5.374,7.3909,5.374,0.00300371,5.374,0.00236701,5.374,-0.00110131
5.376,7.29249,5.376,0.00303227,5.376,0.00240111,5.376,-0.00106722
5.378,7.19251,5.378,0.00305644,5.378,0.00242546,5.378,-0.00104287
5.38,7.09098,5.38,0.00308061,5.38,0.00245955,5.38,-0.00100877
5.382,6.98792,5.382,0.00315532,5.382,0.00255209,5.382,-0.000916237
5.384,6.88336,5.384,0.00318389,5.384,0.00258131,5.384,-0.000887014
5.386,6.77731,5.386,0.00320806,5.386,0.00262028,5.386,-0.000848051
5.388,6.6698,5.388,0.00322783,5.388,0.0026495,5.388,-0.000818829
5.39,6.56084,5.39,0.00324761,5.39,0.00267872,5.39,-0.000789606
5.392,6.45046,5.392,0.00331792,5.392,0.00276639,5.392,-0.000692514
5.394,6.33868,5.394,0.00334429,5.394,0.00279561,5.394,-0.000653867
5.396,6.22552,5.396,0.00337066,5.396,0.00282483,5.396,-0.000624645
5.398,6.111,5.398,0.00339043,5.398,0.00285405,5.398,-0.000585998
5.4,5.99515,5.4,0.00341241,5.4,0.00287841,5.4,-0.000552221
5.402,5.878,5.402,0.00343438,5.402,0.00290276,5.402,-0.000518444
5.404,5.75955,5.404,0.00348492,5.404,0.00295633,5.404,-0.000436595
5.406,5.63984,5.406,0.00351348,5.406,0.00298068,5.406,-0.000402818
5.408,5.5189,5.408,0.00354205,5.408,0.00300991,5.408,-0.000354746
5.41,5.39674,5.41,0.00357061,5.41,0.00303426,5.41,-0.00032097
5.412,5.27339,5.412,0.00359918,5.412,0.00305861,5.412,-0.000277768
5.414,5.14888,5.414,0.0036585,5.414,0.00310244,5.414,-0.000196235
5.416,5.02323,5.416,0.00375299,5.416,0.00316576,5.416,-7.64E-05
5.418,4.89646,5.418,0.00378375,5.418,0.00318524,5.418,-2.86E-05
5.42,4.76861,5.42,0.00380353,5.42,0.00320959,5.42,1.46E-05
5.422,4.6397,5.422,0.00381671,5.422,0.00322908,5.422,5.29E-05
5.424,4.50976,5.424,0.00384747,5.424,0.00326804,5.424,0.00012958
5.426,4.37881,5.426,0.00386285,5.426,0.00329239,5.426,0.000182206
5.428,4.24687,5.428,0.00388483,5.428,0.00331187,5.428,0.000220538
5.43,4.11399,5.43,0.003909,5.43,0.00333622,5.43,0.000263739
5.432,3.98018,5.432,0.00393536,5.432,0.00336058,5.432,0.000306941
5.434,3.84547,5.434,0.00399469,5.434,0.00340441,5.434,0.000397898
5.436,3.70989,5.436,0.00405841,5.436,0.00344824,5.436,0.000479431
5.438,3.57347,5.438,0.00408698,5.438,0.0034726,5.438,0.000532058
5.44,3.43624,5.44,0.00411115,5.44,0.00349208,5.44,0.000570389
5.442,3.29822,5.442,0.00412873,5.442,0.00351643,5.442,0.00061359
5.444,3.15945,5.444,0.00414631,5.444,0.00353591,5.444,0.000651922
5.446,3.01995,5.446,0.00421222,5.446,0.00360897,5.446,0.000790951
5.448,2.87975,5.448,0.00424079,5.448,0.00363332,5.448,0.000843578
5.45,2.73889,5.45,0.00426496,5.45,0.00365767,5.45,0.000886779
5.452,2.59739,5.452,0.00428474,5.452,0.00367715,5.452,0.00092511
5.454,2.45528,5.454,0.00430891,5.454,0.0037015,5.454,0.000977737
5.456,2.31259,5.456,0.00438361,5.456,0.00376482,5.456,0.00110703
5.458,2.16936,5.458,0.00441218,5.458,0.00378917,5.458,0.00115965
5.46,2.02561,5.46,0.00443635,5.46,0.00381352,5.46,0.00120285
5.462,1.88137,5.462,0.00445612,5.462,0.00383788,5.462,0.00125548
5.464,1.73668,5.464,0.0044781,5.464,0.00385736,5.464,0.00130324
5.466,1.59156,5.466,0.00449787,5.466,0.00387684,5.466,0.00135099
5.468,1.44605,5.468,0.00454841,5.468,0.0039158,5.468,0.0014465
5.47,1.30018,5.47,0.00457698,5.47,0.00394015,5.47,0.00149913
5.472,1.15398,5.472,0.00460774,5.472,0.00395964,5.472,0.00154689
5.474,1.00748,5.474,0.00463411,5.474,0.00397425,5.474,0.0015992
5.476,0.860707,5.476,0.00466267,5.476,0.00398886,5.476,0.00165151
5.478,0.713701,5.478,0.0047176,5.478,0.00401808,5.478,0.00175613
5.48,0.56649,5.48,0.00479671,5.48,0.00406191,5.48,0.00193191
5.482,0.419107,5.482,0.00481868,5.482,0.00407165,5.482,0.00198877
5.484,0.271583,5.484,0.00483406,5.484,0.00407652,5.484,0.00204077
5.486,0.123951,5.486,0.00484285,5.486,0.00408627,5.486,0.00209763
5.488,-0.0237575,5.488,0.00486482,5.488,0.00410575,5.488,0.00223021
5.49,-0.17151,5.49,0.0048802,5.49,0.00411549,5.49,0.0022965
5.492,-0.319274,5.492,0.00489998,5.492,0.0041301,5.492,0.00237709
5.494,-0.467018,5.494,0.00492195,5.494,0.00414471,5.494,0.00244825
5.496,-0.614709,5.496,0.00494612,5.496,0.00415445,5.496,0.00252396
5.498,-0.762314,5.498,0.00500545,5.498,0.00418367,5.498,0.00270398
5.5,-0.909802,5.5,0.00506917,5.5,0.0042129,5.5,0.00289342
5.502,-1.05714,5.502,0.00509774,5.502,0.00423238,5.502,0.00299773
5.504,-1.20429,5.504,0.00511971,5.504,0.00425186,5.504,0.00310203
5.506,-1.35123,5.506,0.00513729,5.506,0.00427621,5.506,0.00322063
5.508,-1.49792,5.508,0.00515267,5.508,0.00429569,5.508,0.00333436
5.51,-1.64434,5.51,0.00516805,5.51,0.00432004,5.51,0.00347181
5.512,-1.79043,5.512,0.005212,5.512,0.00437849,5.512,0.00376588
5.514,-1.93619,5.514,0.00523836,5.514,0.00441258,5.514,0.00393192
5.516,-2.08156,5.516,0.00526693,5.516,0.00445155,5.516,0.00411225
5.518,-2.22652,5.518,0.0052933,5.518,0.00449051,5.518,0.00429259
5.52,-2.37105,5.52,0.00531966,5.52,0.00451973,5.52,0.00444433
5.522,-2.51509,5.522,0.00537679,5.522,0.00456356,5.522,0.00465781
5.524,-2.65863,5.524,0.00546249,5.524,0.00459279,5.524,0.00479071
5.526,-2.80163,5.526,0.00548886,5.526,0.0046074,5.526,0.00485244
5.528,-2.94406,5.528,0.00550643,5.528,0.00463175,5.528,0.00493334
5.53,-3.08588,5.53,0.00551522,5.53,0.0046561,5.53,0.00501424
5.532,-3.22707,5.532,0.0055372,5.532,0.00472429,5.532,0.00520495
5.534,-3.36758,5.534,0.00555038,5.534,0.00475351,5.534,0.0052813
5.536,-3.5074,5.536,0.00556796,5.536,0.00477786,5.536,0.00533393
5.538,-3.64649,5.538,0.00558773,5.538,0.00480708,5.538,0.00540085
5.54,-3.78481,5.54,0.0056119,5.54,0.00483631,5.54,0.00546777
5.542,-3.92234,5.542,0.00566464,5.542,0.00491423,5.542,0.00561167
5.544,-4.05905,5.544,0.00572397,5.544,0.0050019,5.544,0.00575588
5.546,-4.19489,5.546,0.00575253,5.546,0.00504086,5.546,0.00583255
5.548,-4.32985,5.548,0.0057745,5.548,0.00507983,5.548,0.00589978
5.55,-4.46388,5.55,0.00579208,5.55,0.00511392,5.55,0.00595273
5.552,-4.59697,5.552,0.00580746,5.552,0.00515288,5.552,0.00601054
5.554,-4.72908,5.554,0.00586679,5.554,0.00528925,5.554,0.00621288
5.556,-4.86017,5.556,0.00589096,5.556,0.00533796,5.556,0.00628044
5.558,-4.99022,5.558,0.00591293,5.558,0.00537692,5.558,0.00634768
5.56,-5.1192,5.56,0.00593051,5.56,0.00541101,5.56,0.00640062
5.562,-5.24708,5.562,0.00595249,5.562,0.00544998,5.562,0.00646786
5.564,-5.37382,5.564,0.0060206,5.564,0.00556687,5.564,0.00666014
5.566,-5.49941,5.566,0.00604697,5.566,0.00560096,5.566,0.00672251
5.568,-5.6238,5.568,0.00607114,5.568,0.00563992,5.568,0.00678975
5.57,-5.74698,5.57,0.00609092,5.57,0.00566915,5.57,0.00685667
5.572,-5.8689,5.572,0.00611289,5.572,0.0056935,5.572,0.0069093
5.574,-5.98955,5.574,0.00617881,5.574,0.00577629,5.574,0.00711462
5.576,-6.1089,5.576,0.00620298,5.576,0.00580065,5.576,0.00717667
5.578,-6.22691,5.578,0.00622715,5.578,0.005825,5.578,0.00723872
5.58,-6.34355,5.58,0.00624473,5.58,0.00584448,5.58,0.00730532
5.582,-6.45881,5.582,0.00628208,5.582,0.00586396,5.582,0.00741905
5.584,-6.57265,5.584,0.00629966,5.584,0.00587857,5.584,0.00747136
5.586,-6.68505,5.586,0.00631943,5.586,0.00589318,5.586,0.00754252
5.588,-6.79598,5.588,0.00633921,5.588,0.00591267,5.588,0.00760913
5.59,-6.90541,5.59,0.00636118,5.59,0.00592728,5.59,0.00767086
5.592,-7.01332,5.592,0.00640733,5.592,0.00594676,5.592,0.00779402
5.594,-7.11968,5.594,0.00645567,5.594,0.00596137,5.594,0.00789345
5.596,-7.22446,5.596,0.00647764,5.596,0.00596624,5.596,0.00794545
5.598,-7.32765,5.598,0.00649742,5.598,0.00597598,5.598,0.00800231
5.6,-7.42921,5.6,0.0065128,5.6,0.00598572,5.6,0.00805918
5.602,-7.52911,5.602,0.00652818,5.602,0.00599546,5.602,0.00811604
5.604,-7.62735,5.604,0.00656334,5.604,0.00601981,5.604,0.00822522
5.606,-7.72389,5.606,0.00660728,5.606,0.0060393,5.606,0.00831067
5.608,-7.8187,5.608,0.00662925,5.608,0.00605391,5.608,0.00835356
5.61,-7.91178,5.61,0.00664903,5.61,0.00607339,5.61,0.00841074
5.612,-8.00308,5.612,0.00666661,5.612,0.006088,5.612,0.00845362
5.614,-8.09259,5.614,0.00668419,5.614,0.00610261,5.614,0.00849651
5.616,-8.18029,5.616,0.00672154,5.616,0.0061367,5.616,0.00857773
5.618,-8.26616,5.618,0.00676549,5.618,0.0061708,5.618,0.00865894
5.62,-8.35017,5.62,0.00678746,5.62,0.00619028,5.62,0.00869728
5.622,-8.43231,5.622,0.00680504,5.622,0.00620976,5.622,0.00872618
5.624,-8.51255,5.624,0.00682042,5.624,0.00622924,5.624,0.00876451
5.626,-8.59087,5.626,0.006838,5.626,0.00624872,5.626,0.00880284
5.628,-8.66725,5.628,0.00685558,5.628,0.0062682,5.628,0.00883175
5.63,-8.74168,5.63,0.00689952,5.63,0.00630717,5.63,0.00889899
5.632,-8.81413,5.632,0.00692369,5.632,0.00632178,5.632,0.00893245
5.634,-8.88459,5.634,0.00694786,5.634,0.00634126,5.634,0.00896136
5.636,-8.95303,5.636,0.00696984,5.636,0.00636074,5.636,0.00899026
5.638,-9.01945,5.638,0.00699181,5.638,0.00637535,5.638,0.00902372
5.64,-9.08382,5.64,0.00703795,5.64,0.00640945,5.64,0.00907666
5.642,-9.14612,5.642,0.00711046,5.642,0.00645328,5.642,0.00916762
5.644,-9.20635,5.644,0.00713024,5.644,0.00646789,5.644,0.00920108
5.646,-9.26448,5.646,0.00714562,5.646,0.0064825,5.646,0.00922512
5.648,-9.3205,5.648,0.00715221,5.648,0.00649224,5.648,0.00925371
5.65,-9.37439,5.65,0.00717199,5.65,0.00651172,5.65,0.00930147
5.652,-9.42614,5.652,0.00718297,5.652,0.00652147,5.652,0.00933006
5.654,-9.47574,5.654,0.00719835,5.654,0.00653121,5.654,0.00935865
5.656,-9.52316,5.656,0.00721374,5.656,0.00654095,5.656,0.00939666
5.658,-9.56841,5.658,0.00723351,5.658,0.00655069,5.658,0.00942525
5.66,-9.61146,5.66,0.00727746,5.66,0.0065653,5.66,0.00948699
5.662,-9.65231,5.662,0.0073236,5.662,0.00657504,5.662,0.00953443
5.664,-9.69093,5.664,0.00734557,5.664,0.00657991,5.664,0.00956757
5.666,-9.72733,5.666,0.00736096,5.666,0.00658478,5.666,0.00960072
5.668,-9.76149,5.668,0.00737414,5.668,0.00658965,5.668,0.00962444
5.67,-9.7934,5.67,0.00738732,5.67,0.00658965,5.67,0.00965271
5.672,-9.82305,5.672,0.0074027,5.672,0.00659452,5.672,0.00967643
5.674,-9.85043,5.674,0.00743786,5.674,0.00660426,5.674,0.0097333
5.676,-9.87554,5.676,0.00745764,5.676,0.006614,5.676,0.00977131
5.678,-9.89836,5.678,0.00747741,5.678,0.00661887,5.678,0.00979503
5.68,-9.91889,5.68,0.00749938,5.68,0.00662374,5.68,0.00981875
5.682,-9.93712,5.682,0.00751916,5.682,0.00662861,5.682,0.00984247
5.684,-9.95304,5.684,0.00756091,5.684,0.0066481,5.684,0.00989965
5.686,-9.96665,5.686,0.00762243,5.686,0.00668706,5.686,0.00998574
5.688,-9.97794,5.688,0.00764221,5.688,0.00670167,5.688,0.0100098
5.69,-9.98692,5.69,0.00765539,5.69,0.00671628,5.69,0.0100338
5.692,-9.99356,5.692,0.00766418,5.692,0.00673089,5.692,0.0100578
5.694,-9.99788,5.694,0.00768616,5.694,0.00676986,5.694,0.0101157
5.696,-9.99986,5.696,0.00769934,5.696,0.00678934,5.696,0.0101351
5.698,-9.9995,5.698,0.00771472,5.698,0.00681369,5.698,0.0101689
5.7,-9.99681,5.7,0.0077345,5.7,0.00683804,5.7,0.0101933
5.702,-9.99178,5.702,0.00775427,5.702,0.00685752,5.702,0.0102128
5.704,-9.9844,5.704,0.00780042,5.704,0.00690623,5.704,0.0102709
5.706,-9.97469,5.706,0.00785095,5.706,0.00695493,5.706,0.0103196
5.708,-9.96263,5.708,0.00787293,5.708,0.00697928,5.708,0.0103439
5.71,-9.94823,5.71,0.0078905,5.71,0.00700851,5.71,0.0103732
5.712,-9.93149,5.712,0.00790369,5.712,0.00703286,5.712,0.0103975
5.714,-9.91241,5.714,0.00791687,5.714,0.00705234,5.714,0.010417
5.716,-9.891,5.716,0.00793006,5.716,0.00707182,5.716,0.0104365
5.718,-9.86725,5.718,0.00796302,5.718,0.00712052,5.718,0.0104946
5.72,-9.84118,5.72,0.00798059,5.72,0.00714488,5.72,0.010519
5.722,-9.81278,5.722,0.00800037,5.722,0.00716923,5.722,0.0105433
5.724,-9.78205,5.724,0.00801575,5.724,0.00718871,5.724,0.0105722
5.726,-9.74901,5.726,0.00803113,5.726,0.00721306,5.726,0.0105966
5.728,-9.71366,5.728,0.00806629,5.728,0.00725203,5.728,0.010645
5.73,-9.676,5.73,0.00811463,5.73,0.00731534,5.73,0.0107271
5.732,-9.63605,5.732,0.00812781,5.732,0.00733482,5.732,0.010756
5.734,-9.5938,5.734,0.0081366,5.734,0.0073543,5.734,0.0107944
5.736,-9.54928,5.736,0.00814319,5.736,0.00736892,5.736,0.0108184
5.738,-9.50247,5.738,0.00816077,5.738,0.00740301,5.738,0.0108713
5.74,-9.4534,5.74,0.00816956,5.74,0.00742249,5.74,0.0109002
5.742,-9.40208,5.742,0.00818275,5.742,0.0074371,5.742,0.0109243
5.744,-9.34851,5.744,0.00819813,5.744,0.00745658,5.744,0.0109532
5.746,-9.2927,5.746,0.0082157,5.746,0.00747119,5.746,0.0109772
5.748,-9.23467,5.748,0.00825306,5.748,0.00750529,5.748,0.0110302
5.75,-9.17442,5.75,0.00829261,5.75,0.00753451,5.75,0.0110782
5.752,-9.11198,5.752,0.00831019,5.752,0.00754912,5.752,0.0111023
5.754,-9.04735,5.754,0.00832337,5.754,0.00756373,5.754,0.0111263
5.756,-8.98054,5.756,0.00833436,5.756,0.00757834,5.756,0.0111503
5.758,-8.91157,5.758,0.00834754,5.758,0.00759295,5.758,0.011165
5.76,-8.84045,5.76,0.00835853,5.76,0.00760756,5.76,0.011189
5.762,-8.76721,5.762,0.00838929,5.762,0.00764166,5.762,0.0112231
5.764,-8.69184,5.764,0.00840467,5.764,0.00766114,5.764,0.0112426
5.766,-8.61438,5.766,0.00842225,5.766,0.00768062,5.766,0.011262
5.768,-8.53484,5.768,0.00843763,5.768,0.0077001,5.768,0.0112815
5.77,-8.45322,5.77,0.00845301,5.77,0.00771471,5.77,0.0112961
5.772,-8.36956,5.772,0.00848597,5.772,0.00774881,5.772,0.0113302
5.774,-8.28387,5.774,0.00853871,5.774,0.00780238,5.774,0.0113838
5.776,-8.19617,5.776,0.00855409,5.776,0.00781699,5.776,0.0113984
5.778,-8.10647,5.778,0.00856508,5.778,0.00783647,5.778,0.0114179
5.78,-8.0148,5.78,0.00856947,5.78,0.00785108,5.78,0.0114325
5.782,-7.92117,5.782,0.00858485,5.782,0.00788031,5.782,0.0114617
5.784,-7.82562,5.784,0.00859364,5.784,0.00789005,5.784,0.0114715
5.786,-7.72815,5.786,0.00860682,5.786,0.00790466,5.786,0.0114861
5.788,-7.62879,5.788,0.00862001,5.788,0.00791927,5.788,0.0115007
5.79,-7.52757,5.79,0.00863319,5.79,0.00793388,5.79,0.0115153
5.792,-7.4245,5.792,0.00866615,5.792,0.00795336,5.792,0.0115348
5.794,-7.31961,5.794,0.00869911,5.794,0.00797772,5.794,0.0115591
5.796,-7.21292,5.796,0.00871449,5.796,0.00798746,5.796,0.0115689
5.798,-7.10445,5.798,0.00872548,5.798,0.00799233,5.798,0.0115738
5.8,-6.99424,5.8,0.00873427,5.8,0.00800207,5.8,0.0115835
5.802,-6.8823,5.802,0.00874306,5.802,0.00801181,5.802,0.0115838
5.804,-6.76866,5.804,0.00875404,5.804,0.00801668,5.804,0.0115887
5.806,-6.65335,5.806,0.00877821,5.806,0.00803129,5.806,0.0116033
5.808,-6.53639,5.808,0.00879359,5.808,0.00804103,5.808,0.0116036
5.81,-6.41782,5.81,0.00880458,5.81,0.00805564,5.81,0.0116182
5.812,-6.29764,5.812,0.00881776,5.812,0.00806538,5.812,0.0116185
5.814,-6.17591,5.814,0.00882875,5.814,0.00807512,5.814,0.0116188
5.816,-6.05263,5.816,0.00885072,5.816,0.0080946,5.816,0.0116195
5.818,-5.92785,5.818,0.00888368,5.818,0.00813357,5.818,0.0116207
5.82,-5.80159,5.82,0.00889467,5.82,0.00814818,5.82,0.0116165
5.822,-5.67388,5.822,0.00890126,5.822,0.00816279,5.822,0.0116123
5.824,-5.54474,5.824,0.00890785,5.824,0.00817253,5.824,0.0116032
5.826,-5.41422,5.826,0.00891884,5.826,0.00820175,5.826,0.0115947
5.828,-5.28234,5.828,0.00892763,5.828,0.00821636,5.828,0.0115904
5.83,-5.14913,5.83,0.00893642,5.83,0.00823098,5.83,0.0115862
5.832,-5.01461,5.832,0.00894741,5.832,0.00824559,5.832,0.0115725
5.834,-4.87884,5.834,0.00896059,5.834,0.0082602,5.834,0.0115683
5.836,-4.74183,5.836,0.00898476,5.836,0.00828942,5.836,0.0115504
5.838,-4.60361,5.838,0.00901113,5.838,0.00831864,5.838,0.0115231
5.84,-4.46423,5.84,0.00902211,5.84,0.00833325,5.84,0.0115188
5.842,-4.32371,5.842,0.0090331,5.842,0.00834787,5.842,0.0115052
5.844,-4.18209,5.844,0.00903969,5.844,0.00835761,5.844,0.0114866
5.846,-4.0394,5.846,0.00904848,5.846,0.00837222,5.846,0.0114824
5.848,-3.89568,5.848,0.00907045,5.848,0.0083917,5.848,0.0114453
5.85,-3.75095,5.85,0.00909462,5.85,0.00841605,5.85,0.0114226
5.852,-3.60526,5.852,0.00910561,5.852,0.00843066,5.852,0.0114089
5.854,-3.45864,5.854,0.0091144,5.854,0.0084404,5.854,0.0113904
5.856,-3.31112,5.856,0.00912319,5.856,0.00845014,5.856,0.0113813
5.858,-3.16274,5.858,0.00912978,5.858,0.00845988,5.858,0.0113627
5.86,-3.01353,5.86,0.00914956,5.86,0.00847937,5.86,0.0113257
5.862,-2.86354,5.862,0.00917153,5.862,0.00849885,5.862,0.011298
5.864,-2.7128,5.864,0.00918032,5.864,0.00850859,5.864,0.0112795
5.866,-2.56133,5.866,0.00918911,5.866,0.00851833,5.866,0.0112704
5.868,-2.40919,5.868,0.0091957,5.868,0.0085232,5.868,0.011247
5.87,-2.25641,5.87,0.00920229,5.87,0.00852807,5.87,0.0112236
5.872,-2.10302,5.872,0.00921108,5.872,0.00853294,5.872,0.0112002
5.874,-1.94906,5.874,0.00922866,5.874,0.00854268,5.874,0.0111534
5.876,-1.79458,5.876,0.00923745,5.876,0.00854755,5.876,0.0111299
5.878,-1.6396,5.878,0.00924844,5.878,0.00855242,5.878,0.0111065
5.88,-1.48416,5.88,0.00925722,5.88,0.00855729,5.88,0.0110831
5.882,-1.32831,5.882,0.00926601,5.882,0.00856216,5.882,0.0110597
5.884,-1.17209,5.884,0.00928359,5.884,0.0085719,5.884,0.0110035
5.886,-1.01552,5.886,0.00931216,5.886,0.00859139,5.886,0.0109099
5.888,-0.85865,5.888,0.00931875,5.888,0.00860113,5.888,0.0108819
5.89,-0.701519,5.89,0.00932534,5.89,0.00861087,5.89,0.010854
5.892,-0.544165,5.892,0.00932974,5.892,0.00861574,5.892,0.0108211
5.894,-0.386626,5.894,0.00933413,5.894,0.00862548,5.894,0.0107838
5.896,-0.228941,5.896,0.00933853,5.896,0.00863522,5.896,0.0107464
5.898,-0.0711507,5.898,0.00935391,5.898,0.0086547,5.898,0.0106622
5.9,0.0867069,5.9,0.0093605,5.9,0.00866444,5.9,0.0106154
5.902,0.244592,5.902,0.00937148,5.902,0.00867905,5.902,0.010564
5.904,0.402466,5.904,0.00937808,5.904,0.00868879,5.904,0.0105172
5.906,0.560288,5.906,0.00938687,5.906,0.0087034,5.906,0.0104564
5.908,0.718019,5.908,0.00940225,5.908,0.00873263,5.908,0.0103348
5.91,0.87562,5.91,0.00942422,5.91,0.00877159,5.91,0.0101099
5.912,1.03305,5.912,0.00943081,5.912,0.0087862,5.912,0.0100209
5.914,1.19027,5.914,0.00943521,5.914,0.00880081,5.914,0.00993179
5.916,1.34725,5.916,0.0094374,5.916,0.00881055,5.916,0.00982843
5.918,1.50393,5.918,0.009444,5.918,0.00883004,5.918,0.00959344
5.92,1.66029,5.92,0.00944839,5.92,0.00883491,5.92,0.00946637
5.922,1.81627,5.922,0.00945278,5.922,0.00883978,5.922,0.00932044
5.924,1.97185,5.924,0.00945938,5.924,0.00883978,5.924,0.00916022
5.926,2.12699,5.926,0.00946597,5.926,0.00884465,5.926,0.00900487
5.928,2.28163,5.928,0.00948135,5.928,0.00885439,5.928,0.00876014
5.93,2.43576,5.93,0.00949453,5.93,0.00890309,5.93,0.00866747
5.932,2.58931,5.932,0.00950113,5.932,0.00892744,5.932,0.0086447
5.934,2.74226,5.934,0.00950552,5.934,0.00894205,5.934,0.00860276
5.936,2.89457,5.936,0.00950772,5.936,0.00895667,5.936,0.0085514
5.938,3.0462,5.938,0.00951431,5.938,0.00895667,5.938,0.00839118
5.94,3.1971,5.94,0.0095231,5.94,0.00895667,5.94,0.00829693
5.942,3.34725,5.942,0.00952969,5.942,0.00895667,5.942,0.00825923
5.944,3.49659,5.944,0.00953408,5.944,0.00894692,5.944,0.00821179
5.946,3.6451,5.946,0.00953628,5.946,0.00893231,5.946,0.00815006
5.948,3.79273,5.948,0.00954068,5.948,0.0089177,5.948,0.00809774
5.95,3.93945,5.95,0.00955386,5.95,0.00885926,5.95,0.00798275
5.952,4.08522,5.952,0.00955825,5.952,0.00883491,5.952,0.00793012
5.954,4.22999,5.954,0.00956265,5.954,0.00881055,5.954,0.00788692
5.956,4.37374,5.956,0.00956485,5.956,0.0087862,5.956,0.00785315
5.958,4.51642,5.958,0.00956704,5.958,0.00875698,5.958,0.0078145
5.96,4.65801,5.96,0.00957364,5.96,0.00866931,5.96,0.00769856
5.962,4.79845,5.962,0.00957583,5.962,0.00864009,5.962,0.00765991
5.964,4.93771,5.964,0.00957803,5.964,0.00861574,5.964,0.00762613
5.966,5.07577,5.966,0.00958023,5.966,0.00859139,5.966,0.00759236
5.968,5.21257,5.968,0.00958023,5.968,0.00856703,5.968,0.00755858
5.97,5.34809,5.97,0.00958682,5.97,0.00850859,5.97,0.00744359
5.972,5.48229,5.972,0.00958682,5.972,0.00849398,5.972,0.00741013
5.974,5.61513,5.974,0.00958902,5.974,0.00848424,5.974,0.00737211
5.976,5.74658,5.976,0.00959121,5.976,0.00847937,5.976,0.00733897
5.978,5.8766,5.978,0.00959121,5.978,0.00847937,5.978,0.00731069
5.98,6.00517,5.98,0.00959341,5.98,0.0084745,5.98,0.00726812
5.982,6.13224,5.982,0.00959561,5.982,0.00847937,5.982,0.00718817
5.984,6.25777,5.984,0.00959781,5.984,0.00848424,5.984,0.00714592
5.986,6.38175,5.986,0.00959781,5.986,0.00849398,5.986,0.00710853
5.988,6.50413,5.988,0.0096,5.988,0.00850859,5.988,0.00706659
5.99,6.62488,5.99,0.0096022,5.99,0.00851833,5.99,0.00702921
5.992,6.74397,5.992,0.0096044,5.992,0.00854755,5.992,0.00694534
5.994,6.86137,5.994,0.0096044,5.994,0.00859626,5.994,0.00682439
5.996,6.97704,5.996,0.0096066,5.996,0.00861087,5.996,0.00678246
5.998,7.09096,5.998,0.0096066,5.998,0.00862548,5.998,0.00674994
6,7.20309,6,0.00960879,6,0.00864496,6,0.00671288
6.002,7.3134,6.002,0.00960879,6.002,0.00865957,6.002,0.00668036
6.004,7.42186,6.004,0.00961099,6.004,0.00869366,6.004,0.00659193
6.006,7.52845,6.006,0.00961099,6.006,0.00869853,6.006,0.0065591
