Time - Fc (N),Amplitude - Fc (N),"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
17.284,0.288502,17.284,0.005535,17.284,0.0057422,17.284,0.00771198
17.286,0.7262,17.286,0.00559872,17.286,0.00576655,17.286,0.00756669
17.288,1.16255,17.288,0.00566024,17.288,0.00578604,17.288,0.00739768
17.29,1.59672,17.29,0.00570859,17.29,0.00579578,17.29,0.00721892
17.292,2.02787,17.292,0.00580307,17.292,0.00582013,17.292,0.00682858
17.294,2.45516,17.294,0.00584042,17.294,0.005825,17.294,0.00660726
17.296,2.87779,17.296,0.00588217,17.296,0.005825,17.296,0.00635279
17.298,3.29492,17.298,0.00592172,17.298,0.005825,17.298,0.00607947
17.3,3.70577,17.3,0.00596347,17.3,0.00582013,17.3,0.00578243
17.302,4.10953,17.302,0.00606235,17.302,0.00581039,17.302,0.00517893
17.304,4.50543,17.304,0.0061832,17.304,0.00584935,17.304,0.00481262
17.306,4.8927,17.306,0.00624692,17.306,0.00589318,17.306,0.00472451
17.308,5.27059,17.308,0.00630186,17.308,0.00592728,17.308,0.0046078
17.31,5.63838,17.31,0.0063502,17.31,0.00595163,17.31,0.00445309
17.312,5.99534,17.312,0.00639414,17.312,0.00596137,17.312,0.00426491
17.314,6.3408,17.314,0.00652818,17.314,0.00598085,17.314,0.00380372
17.316,6.67407,17.316,0.00657872,17.316,0.00598085,17.316,0.00365293
17.318,6.99452,17.318,0.00661827,17.318,0.00597598,17.318,0.00349726
17.32,7.30151,17.32,0.00665123,17.32,0.00597111,17.32,0.00336987
17.322,7.59446,17.322,0.00668858,17.322,0.00596137,17.322,0.00324703
17.324,7.8728,17.324,0.00681383,17.324,0.00587857,17.324,0.00287206
17.326,8.13598,17.326,0.00686437,17.326,0.00584448,17.326,0.002772
17.328,8.38348,17.328,0.00691271,17.328,0.00581039,17.328,0.00267193
17.33,8.61484,17.33,0.00695006,17.33,0.00577142,17.33,0.00257642
17.332,8.82959,17.332,0.00702916,17.332,0.0056594,17.332,0.00237957
17.334,9.02731,17.334,0.00706652,17.334,0.00562044,17.334,0.00232176
17.336,9.20762,17.336,0.00710607,17.336,0.005562,17.336,0.00223504
17.338,9.37016,17.338,0.00714342,17.338,0.00550355,17.338,0.00215775
17.34,9.51461,17.34,0.00718078,17.34,0.00544511,17.34,0.00208988
17.342,9.64069,17.342,0.00726427,17.342,0.00533796,17.342,0.00196388
17.344,9.74815,17.344,0.00735217,17.344,0.00524055,17.344,0.00186647
17.346,9.83677,17.346,0.00739611,17.346,0.00521133,17.346,0.00182782
17.348,9.90637,17.348,0.00742907,17.348,0.00517236,17.348,0.00178886
17.35,9.95682,17.35,0.00745983,17.35,0.00513827,17.35,0.00174534
17.352,9.98801,17.352,0.0074906,17.352,0.00510905,17.352,0.0017067
17.354,9.99988,17.354,0.00759167,17.354,0.00507496,17.354,0.00161606
17.356,9.99238,17.356,0.00763342,17.356,0.00507983,17.356,0.00159265
17.358,9.96554,17.358,0.00767077,17.358,0.00509444,17.358,0.00157899
17.36,9.9194,17.36,0.00770373,17.36,0.00510905,17.36,0.00156532
17.362,9.85404,17.362,0.00773669,17.362,0.00512853,17.362,0.00154711
17.364,9.76957,17.364,0.00785315,17.364,0.00523568,17.364,0.00153173
17.366,9.66617,17.366,0.0078949,17.366,0.00527464,17.366,0.001533
17.368,9.54401,17.368,0.00793445,17.368,0.00532822,17.368,0.00154887
17.37,9.40334,17.37,0.00796961,17.37,0.00538666,17.37,0.00156962
17.372,9.24442,17.372,0.00803553,17.372,0.00550842,17.372,0.00161598
17.374,9.06755,17.374,0.00806629,17.374,0.00557174,17.374,0.0016416
17.376,8.87307,17.376,0.00809925,17.376,0.00563018,17.376,0.00167177
17.378,8.66134,17.378,0.00813001,17.378,0.0056935,17.378,0.00171623
17.38,8.43279,17.38,0.00816297,17.38,0.00576168,17.38,0.00176557
17.382,8.18783,17.382,0.00823988,17.382,0.00588344,17.382,0.0018779
17.384,7.92695,17.384,0.00832118,17.384,0.00601007,17.384,0.00201396
17.386,7.65064,17.386,0.00836292,17.386,0.00607826,17.386,0.00209157
17.388,7.35944,17.388,0.00839588,17.388,0.00614644,17.388,0.0021786
17.39,7.05391,17.39,0.00842225,17.39,0.00620489,17.39,0.0022559
17.392,6.73463,17.392,0.00845082,17.392,0.00626333,17.392,0.00233319
17.394,6.40222,17.394,0.00847718,17.394,0.00632665,17.394,0.00242478
17.396,6.05733,17.396,0.0085453,17.396,0.00646302,17.396,0.00263655
17.398,5.70062,17.398,0.00858265,17.398,0.00652634,17.398,0.00273757
17.4,5.33278,17.4,0.00862001,17.4,0.00659452,17.4,0.0028623
17.402,4.95452,17.402,0.00865736,17.402,0.00665784,17.402,0.00298216
17.404,4.56658,17.404,0.00869472,17.404,0.00672115,17.404,0.00310203
17.406,4.1697,17.406,0.00876503,17.406,0.00684291,17.406,0.00335574
17.408,3.76467,17.408,0.00883315,17.408,0.0069598,17.408,0.00362342
17.41,3.35225,17.41,0.00886391,17.41,0.00701825,17.41,0.00376669
17.412,2.93326,17.412,0.00888588,17.412,0.00708156,17.412,0.00392425
17.414,2.50851,17.414,0.00890346,17.414,0.00714488,17.414,0.00408182
17.416,2.07882,17.416,0.00892104,17.416,0.00720332,17.416,0.00423451
17.418,1.64503,17.418,0.00896279,17.418,0.00732021,17.418,0.00455874
17.42,1.20799,17.42,0.00901772,17.42,0.00744197,17.42,0.00489728
17.422,0.76854,17.422,0.00904628,17.422,0.00750529,17.422,0.00507369
17.424,0.327544,17.424,0.00907265,17.424,0.00756373,17.424,0.00525466
17.426,-0.114141,17.426,0.00909682,17.426,0.00762705,17.426,0.00544049
17.428,-0.555652,17.428,0.00912099,17.428,0.00768549,17.428,0.00563088
17.43,-0.996128,17.43,0.0091957,17.43,0.00788031,17.43,0.00624982
17.432,-1.43471,17.432,0.00922207,17.432,0.00794362,17.432,0.00646393
17.434,-1.87054,17.434,0.00924404,17.434,0.00801181,17.434,0.00670176
17.436,-2.30276,17.436,0.00925942,17.436,0.00807512,17.436,0.0069253
17.438,-2.73053,17.438,0.0092748,17.438,0.00813844,17.438,0.00717711
17.44,-3.15301,17.44,0.00933193,17.44,0.00833325,17.44,0.00805994
17.442,-3.56938,17.442,0.00935391,17.442,0.00840631,17.442,0.00839689
17.444,-3.97882,17.444,0.00937368,17.444,0.00847937,17.444,0.00875269
17.446,-4.38052,17.446,0.00938906,17.446,0.00854755,17.446,0.00909419
17.448,-4.7737,17.448,0.00942202,17.448,0.00864009,17.448,0.00962969
17.45,-5.15759,17.45,0.0094374,17.45,0.0086547,17.45,0.00976683
17.452,-5.53143,17.452,0.00945498,17.452,0.00866931,17.452,0.00991339
17.454,-5.89448,17.454,0.00946817,17.454,0.00868879,17.454,0.0100931
17.456,-6.24604,17.456,0.00948355,17.456,0.00872289,17.456,0.0103157
17.458,-6.5854,17.458,0.00951431,17.458,0.00880081,17.458,0.0107706
17.46,-6.91191,17.46,0.00954507,17.46,0.00886413,17.46,0.0111449
17.462,-7.22491,17.462,0.00955825,17.462,0.00889822,17.462,0.0113298
17.464,-7.5238,17.464,0.00956704,17.464,0.00893718,17.464,0.011529
17.466,-7.80797,17.466,0.00957364,17.466,0.00897128,17.466,0.0117139
17.468,-8.07687,17.468,0.00958023,17.468,0.00901024,17.468,0.0118848
17.47,-8.32996,17.47,0.0096044,17.47,0.00916609,17.47,0.0124082
17.472,-8.56675,17.472,0.00961538,17.472,0.00922454,17.472,0.0125798
17.474,-8.78676,17.474,0.00962198,17.474,0.00928298,17.474,0.0127325
17.476,-8.98956,17.476,0.00962857,17.476,0.00935117,17.476,0.0128855
17.478,-9.17473,17.478,0.00963516,17.478,0.00941448,17.478,0.0130242
17.48,-9.34193,17.48,0.00965054,17.48,0.00963365,17.48,0.0134318
17.482,-9.4908,17.482,0.00965713,17.482,0.00972132,17.482,0.0135761
17.484,-9.62105,17.484,0.00965933,17.484,0.00980899,17.484,0.0137014
17.486,-9.73242,17.486,0.00966373,17.486,0.00988691,17.486,0.0138171
17.488,-9.82468,17.488,0.00966812,17.488,0.00995997,17.488,0.0139184
17.49,-9.89765,17.49,0.00967251,17.49,0.0100476,17.49,0.0140249
17.492,-9.95118,17.492,0.00967911,17.492,0.010223,17.492,0.0142285
17.494,-9.98514,17.494,0.0096813,17.494,0.0103106,17.494,0.0143256
17.496,-9.99948,17.496,0.0096857,17.496,0.0103886,17.496,0.014413
17.498,-9.99416,17.498,0.0096879,17.498,0.0104714,17.498,0.0145052
17.5,-9.96917,17.5,0.0096879,17.5,0.0105493,17.5,0.0145925
17.502,-9.92457,17.502,0.00969009,17.502,0.0106759,17.502,0.0147192
17.504,-9.86043,17.504,0.00969229,17.504,0.0108415,17.504,0.0149036
17.506,-9.77688,17.506,0.00969229,17.506,0.0108902,17.506,0.0149617
17.508,-9.67406,17.508,0.00969229,17.508,0.0109292,17.508,0.0150101
17.51,-9.55219,17.51,0.00969229,17.51,0.0109535,17.51,0.0150439
17.512,-9.41148,17.512,0.00969229,17.512,0.0109925,17.512,0.0151111
17.514,-9.25222,17.514,0.00969229,17.514,0.0110022,17.514,0.0151303
17.516,-9.07471,17.516,0.00969229,17.516,0.0110071,17.516,0.0151446
17.518,-8.87929,17.518,0.00969229,17.518,0.011012,17.518,0.0151683
17.52,-8.66635,17.52,0.00969229,17.52,0.011012,17.52,0.0151872
17.522,-8.43629,17.522,0.00969229,17.522,0.0109925,17.522,0.015196
17.524,-8.18957,17.524,0.00969229,17.524,0.0109535,17.524,0.0151664
17.526,-7.92666,17.526,0.00969009,17.526,0.0109292,17.526,0.0151515
17.528,-7.64808,17.528,0.00969009,17.528,0.0109097,17.528,0.015132
17.53,-7.35438,17.53,0.00969009,17.53,0.0108853,17.53,0.0151077
17.532,-7.04613,17.532,0.00969009,17.532,0.010861,17.532,0.0150833
17.534,-6.72393,17.534,0.0096879,17.534,0.0107587,17.534,0.0149622
17.536,-6.38841,17.536,0.0096879,17.536,0.0107149,17.536,0.0148995
17.538,-6.04024,17.538,0.0096857,17.538,0.010671,17.538,0.0148368
17.54,-5.6801,17.54,0.0096857,17.54,0.0106272,17.54,0.0147647
17.542,-5.30869,17.542,0.0096835,17.542,0.0105834,17.542,0.0146926
17.544,-4.92674,17.544,0.0096813,17.544,0.0104616,17.544,0.0144577
17.546,-4.53501,17.546,0.00967911,17.546,0.0104178,17.546,0.0143574
17.548,-4.13427,17.548,0.00967471,17.548,0.0103691,17.548,0.0142521
17.55,-3.72531,17.55,0.00967032,17.55,0.0103252,17.55,0.0141423
17.552,-3.30893,17.552,0.00965494,17.552,0.0102473,17.552,0.0139041
17.554,-2.88596,17.554,0.00964615,17.554,0.0102181,17.554,0.0137901
17.556,-2.45723,17.556,0.00963736,17.556,0.010184,17.556,0.0136618
17.558,-2.02359,17.558,0.00963077,17.558,0.0101499,17.558,0.0135146
17.56,-1.58589,17.56,0.00962417,17.56,0.0101158,17.56,0.0133674
17.562,-1.145,17.562,0.0096022,17.562,0.0100476,17.562,0.0130447
17.564,-0.701794,17.564,0.00957144,17.564,0.00999893,17.564,0.0127133
17.566,-0.257149,17.566,0.00955386,17.566,0.00997458,17.566,0.0125475
17.568,0.188054,17.568,0.00953848,17.568,0.00995023,17.568,0.0123724
17.57,0.632934,17.57,0.0095231,17.57,0.00992588,17.57,0.0121973
17.572,1.07661,17.572,0.00950552,17.572,0.00989178,17.572,0.0119935
17.574,1.5182,17.574,0.00943521,17.574,0.00977976,17.574,0.0112972
17.576,1.95682,17.576,0.00940664,17.576,0.00973593,17.576,0.0110366
17.578,2.39161,17.578,0.00938027,17.578,0.00968723,17.578,0.0107617
17.58,2.82171,17.58,0.0093605,17.58,0.00963365,17.58,0.0104725
17.582,3.24624,17.582,0.00934072,17.582,0.00957034,17.582,0.0101358
17.584,3.66438,17.584,0.00926601,17.584,0.00937065,17.584,0.00904078
17.586,4.07529,17.586,0.00923525,17.586,0.00932195,17.586,0.00874703
17.588,4.47815,17.588,0.00920669,17.588,0.00928298,17.588,0.00855727
17.59,4.87216,17.59,0.00918032,17.59,0.0092635,17.59,0.00840584
17.592,5.25653,17.592,0.00915615,17.592,0.00922941,17.592,0.00823038
17.594,5.63049,17.594,0.00906167,17.594,0.00908817,17.594,0.00752365
17.596,5.9933,17.596,0.00902651,17.596,0.00903459,17.596,0.00731928
17.598,6.34423,17.598,0.00899355,17.598,0.00897128,17.598,0.00712402
17.6,6.68259,17.6,0.00896718,17.6,0.00890309,17.6,0.00690503
17.602,7.00768,17.602,0.00891445,17.602,0.00876185,17.602,0.00648105
17.604,7.31887,17.604,0.00888588,17.604,0.00867905,17.604,0.00628515
17.606,7.61552,17.606,0.00885951,17.606,0.00859139,17.606,0.00610324
17.608,7.89705,17.608,0.00883095,17.608,0.00848424,17.608,0.00589242
17.61,8.16288,17.61,0.00879579,17.61,0.00837222,17.61,0.00567672
17.612,8.41248,17.612,0.00871229,17.612,0.00813844,17.612,0.00529215
17.614,8.64535,17.614,0.00861342,17.614,0.00790466,17.614,0.00494527
17.616,8.86103,17.616,0.00856508,17.616,0.00777316,17.616,0.00477607
17.618,9.05906,17.618,0.00852333,17.618,0.00764166,17.618,0.00460687
17.62,9.23906,17.62,0.00849476,17.62,0.00749555,17.62,0.00443249
17.622,9.40066,17.622,0.00846839,17.622,0.00734456,17.622,0.00425323
17.624,9.54353,17.624,0.00836732,17.624,0.00692571,17.624,0.00379668
17.626,9.66738,17.626,0.00832118,17.626,0.00677473,17.626,0.00362684
17.628,9.77196,17.628,0.00827943,17.628,0.00663836,17.628,0.00349047
17.63,9.85704,17.63,0.00824207,17.63,0.00650198,17.63,0.00334468
17.632,9.92246,17.632,0.00820252,17.632,0.00636561,17.632,0.00319888
17.634,9.96808,17.634,0.00806409,17.634,0.00599546,17.634,0.00277218
17.636,9.99379,17.636,0.00801136,17.636,0.00588344,17.636,0.00264131
17.638,9.99955,17.638,0.00796302,17.638,0.00578116,17.638,0.00251076
17.64,9.98533,17.64,0.00792786,17.64,0.00568376,17.64,0.00238508
17.642,9.95116,17.642,0.0078971,17.642,0.0056107,17.642,0.00227432
17.644,9.89709,17.644,0.00779163,17.644,0.00537692,17.644,0.0019086
17.646,9.82324,17.646,0.00774768,17.646,0.00530387,17.646,0.00177899
17.648,9.72973,17.648,0.00770373,17.648,0.00524055,17.648,0.00165913
17.65,9.61675,17.65,0.00766638,17.65,0.00519672,17.65,0.00155874
17.652,9.48453,17.652,0.00758069,17.652,0.00513827,17.652,0.00139663
17.654,9.33331,17.654,0.00753015,17.654,0.00510905,17.654,0.00131086
17.656,9.16339,17.656,0.00747741,17.656,0.00507496,17.656,0.00122021
17.658,8.97512,17.658,0.00742687,17.658,0.00504086,17.658,0.00112957
17.66,8.76885,17.66,0.00737414,17.66,0.00500677,17.66,0.00104836
17.662,8.545,17.662,0.00725548,17.662,0.0049532,17.662,0.000928807
17.664,8.30401,17.664,0.00712584,17.664,0.00491423,17.664,0.00084272
17.666,8.04635,17.666,0.00706212,17.666,0.00488988,17.666,0.000808943
17.668,7.77254,17.668,0.00701818,17.668,0.00485579,17.668,0.00077485
17.67,7.48312,17.67,0.00698961,17.67,0.0048217,17.67,0.000740758
17.672,7.17867,17.672,0.00696544,17.672,0.00479734,17.672,0.00072583
17.674,6.85979,17.674,0.00685338,17.674,0.00472429,17.674,0.000728173
17.676,6.52712,17.676,0.00679845,17.676,0.00469507,17.676,0.00073665
17.678,6.18131,17.678,0.00673912,17.678,0.00466584,17.678,0.000745126
17.68,5.82306,17.68,0.00668419,17.68,0.00464149,17.68,0.000767898
17.682,5.45309,17.682,0.00662925,17.682,0.00462201,17.682,0.000786116
17.684,5.07213,17.684,0.00644248,17.684,0.00455869,17.684,0.000892447
17.686,4.68094,17.686,0.00637876,17.686,0.00453434,17.686,0.000934069
17.688,4.28031,17.688,0.00632383,17.688,0.00451486,17.688,0.000980561
17.69,3.87104,17.69,0.00629087,17.69,0.00450512,17.69,0.00104622
17.692,3.45394,17.692,0.00626231,17.692,0.00450512,17.692,0.00112162
17.694,3.02985,17.694,0.00614585,17.694,0.00445642,17.694,0.00130853
17.696,2.59963,17.696,0.00609092,17.696,0.00443693,17.696,0.0013833
17.698,2.16414,17.698,0.00603598,17.698,0.00442719,17.698,0.00146781
17.7,1.72424,17.7,0.00598325,17.7,0.00442719,17.7,0.00156205
17.702,1.28083,17.702,0.00593051,17.702,0.00443206,17.702,0.00166117
17.704,0.834794,17.704,0.00573056,17.704,0.00441745,17.704,0.001967
17.706,0.387027,17.706,0.00565146,17.706,0.00441258,17.706,0.00206581
17.708,-0.0615668,17.708,0.00558554,17.708,0.00441258,17.708,0.00216948
17.71,-0.510086,17.71,0.00554159,17.71,0.00441258,17.71,0.00227315
17.712,-0.957628,17.712,0.00547347,17.712,0.0044418,17.712,0.00254742
17.714,-1.40329,17.714,0.00544051,17.714,0.00444668,17.714,0.00269366
17.716,-1.84617,17.716,0.00540756,17.716,0.00445642,17.716,0.00284478
17.718,-2.28539,17.718,0.00536581,17.718,0.00445642,17.718,0.003005
17.72,-2.72004,17.72,0.00531087,17.72,0.00445642,17.72,0.00318407
17.722,-3.14926,17.722,0.00515706,17.722,0.0044759,17.722,0.00360882
17.724,-3.57217,17.724,0.00494832,17.724,0.00449538,17.724,0.00413724
17.726,-3.98793,17.726,0.00484065,17.726,0.00449538,17.726,0.00441998
17.728,-4.39569,17.728,0.00475496,17.728,0.00450025,17.728,0.00472644
17.73,-4.79463,17.73,0.00470222,17.73,0.00450025,17.73,0.00499976
17.732,-5.18393,17.732,0.00466707,17.732,0.00449051,17.732,0.00519737
17.734,-5.56281,17.734,0.00458577,17.734,0.00434927,17.734,0.00553679
17.736,-5.9305,17.736,0.00455281,17.736,0.00428108,17.736,0.00567595
17.738,-6.28626,17.738,0.00451545,17.738,0.00423725,17.738,0.00583946
17.74,-6.62935,17.74,0.00446931,17.74,0.00420803,17.74,0.00602701
17.742,-6.9591,17.742,0.00441438,17.742,0.00416419,17.742,0.00617167
17.744,-7.27481,17.744,0.00414411,17.744,0.00402295,17.744,0.00656765
17.746,-7.57586,17.746,0.00402106,17.746,0.00398886,17.746,0.00671262
17.748,-7.86162,17.748,0.00391559,17.748,0.00394989,17.748,0.00682446
17.75,-8.13152,17.75,0.00384088,17.75,0.00393041,17.75,0.00694635
17.752,-8.385,17.752,0.00379034,17.752,0.00393528,17.752,0.00709259
17.754,-8.62154,17.754,0.00370025,17.754,0.0039158,17.754,0.00745953
17.756,-8.84067,17.756,0.00367608,17.756,0.00389632,17.756,0.00754372
17.758,-9.04193,17.758,0.00364972,17.758,0.00390119,17.758,0.00763341
17.76,-9.2249,17.76,0.00361895,17.76,0.00392067,17.76,0.00772829
17.762,-9.38922,17.762,0.00357281,17.762,0.00394015,17.762,0.00782317
17.764,-9.53455,17.764,0.00329595,17.764,0.00401808,17.764,0.00805189
17.766,-9.66057,17.766,0.00315972,17.766,0.00405217,17.766,0.00811426
17.768,-9.76704,17.768,0.00303008,17.768,0.00406191,17.768,0.00814285
17.77,-9.85372,17.77,0.00293779,17.77,0.00409601,17.77,0.00819579
17.772,-9.92044,17.772,0.00286748,17.772,0.00413984,17.772,0.00824905
17.774,-9.96706,17.774,0.00276201,17.774,0.00429082,17.774,0.00840946
17.776,-9.99346,17.776,0.00274882,17.776,0.00430543,17.776,0.00842407
17.778,-9.99961,17.778,0.00273784,17.778,0.00430543,17.778,0.00842407
17.78,-9.98546,17.78,0.00272245,17.78,0.00433466,17.78,0.00845329
17.782,-9.95105,17.782,0.0026895,17.782,0.00435414,17.782,0.00847278
17.784,-9.89645,17.784,0.00241703,17.784,0.00437362,17.784,0.00850168
17.786,-9.82174,17.786,0.00226322,17.786,0.00436388,17.786,0.00849194
17.788,-9.72708,17.788,0.002116,17.788,0.0043444,17.788,0.00847246
17.79,-9.61266,17.79,0.00200613,17.79,0.0043103,17.79,0.00844779
17.792,-9.4787,17.792,0.00192483,17.792,0.00429082,17.792,0.00843773
17.794,-9.32547,17.794,0.00180398,17.794,0.00418854,17.794,0.00837316
17.796,-9.15326,17.796,0.0017864,17.796,0.00415445,17.796,0.00835791
17.798,-8.96243,17.798,0.00177542,17.798,0.00410088,17.798,0.00832319
17.8,-8.75336,17.8,0.00176883,17.8,0.0040473,17.8,0.00828846
17.802,-8.52647,17.802,0.00170291,17.802,0.0038671,17.802,0.00814596
17.804,-8.2822,17.804,0.00163479,17.804,0.00378917,17.804,0.00808688
17.806,-8.02106,17.806,0.00153811,17.806,0.00370637,17.806,0.00801351
17.808,-7.74357,17.808,0.00143044,17.808,0.00362358,17.808,0.00794014
17.81,-7.45029,17.81,0.0013052,17.81,0.00354565,17.81,0.00786221
17.812,-7.14181,17.812,0.0010547,17.812,0.00336058,17.812,0.00767713
17.814,-6.81875,17.814,0.000828382,17.814,0.00315115,17.814,0.00744886
17.816,-6.48177,17.816,0.000744885,17.816,0.00305374,17.816,0.00735145
17.818,-6.13155,17.818,0.000709728,17.818,0.00295146,17.818,0.00723975
17.82,-5.76879,17.82,0.000707531,17.82,0.00281509,17.82,0.00708453
17.822,-5.39424,17.822,0.000700939,17.822,0.00275178,17.822,0.00700236
17.824,-5.00865,17.824,0.000566903,17.824,0.00245468,17.824,0.00662044
17.826,-4.61281,17.826,0.000487801,17.826,0.00230857,17.826,0.00642721
17.828,-4.20751,17.828,0.000406501,17.828,0.00215272,17.828,0.00622423
17.83,-3.79359,17.83,0.000331792,17.83,0.00208453,17.83,0.00609007
17.832,-3.37189,17.832,0.000261479,17.832,0.00196764,17.832,0.00591663
17.834,-2.94326,17.834,2.20E-05,17.834,0.00163645,17.834,0.00531213
17.836,-2.50857,17.836,-6.81E-05,17.836,0.00155853,17.836,0.00513053
17.838,-2.06871,17.838,-0.000145022,17.838,0.00148547,17.838,0.00494437
17.84,-1.62459,17.84,-0.000193362,17.84,0.00136858,17.84,0.00471439
17.842,-1.17709,17.842,-0.000259281,17.842,0.00122734,17.842,0.0043281
17.844,-0.727144,17.844,-0.000290044,17.844,0.00110071,17.844,0.00406952
17.846,-0.275661,17.846,-0.000327398,17.846,0.00102278,17.846,0.0038408
17.848,0.176435,17.848,-0.000375738,17.848,0.000920506,17.848,0.00358772
17.85,0.628219,17.85,-0.000441657,17.85,0.000798746,17.85,0.00329632
17.852,1.07877,17.852,-0.000637217,17.852,0.000628282,17.852,0.00274886
17.854,1.52716,17.854,-0.000894301,17.854,0.000467558,17.854,0.00217345
17.856,1.97247,17.856,-0.00102174,17.856,0.00036041,17.856,0.0018401
17.858,2.4138,17.858,-0.00110964,17.858,0.000228909,17.858,0.00147298
17.86,2.85024,17.86,-0.00116017,17.86,0.00012663,17.86,0.00111623
17.862,3.28089,17.862,-0.00118874,17.862,-9.74E-06,17.862,0.000706544
17.864,3.70487,17.864,-0.00130739,17.864,-0.000297094,17.864,-0.00052329
17.866,4.12131,17.866,-0.00135793,17.866,-0.000404243,17.866,-0.000903758
17.868,4.52935,17.868,-0.00141067,17.868,-0.000506522,17.868,-0.00120396
17.87,4.92816,17.87,-0.0014612,17.87,-0.000628282,17.87,-0.00147651
17.872,5.31691,17.872,-0.00151833,17.872,-0.000711078,17.872,-0.00172896
17.874,5.69481,17.874,-0.00177102,17.874,-0.000944858,17.874,-0.0025942
17.876,6.06107,17.876,-0.00187869,17.876,-0.00104714,17.876,-0.00287555
17.878,6.41494,17.878,-0.00198196,17.878,-0.00114454,17.878,-0.00313318
17.88,6.7557,17.88,-0.00205887,17.88,-0.00125656,17.88,-0.00342427
17.882,7.08263,17.882,-0.00216434,17.882,-0.00151956,17.882,-0.00400771
17.884,7.39507,17.884,-0.00220389,17.884,-0.00162671,17.884,-0.00423738
17.886,7.69237,17.886,-0.00224125,17.886,-0.00178257,17.886,-0.00451576
17.888,7.9739,17.888,-0.0022764,17.888,-0.00187997,17.888,-0.00472626
17.89,8.2391,17.89,-0.00232255,17.89,-0.00205044,17.89,-0.0050004
17.892,8.4874,17.892,-0.00246757,17.892,-0.00241572,17.892,-0.0055259
17.894,8.71829,17.894,-0.00267192,17.894,-0.00279561,17.894,-0.00603774
17.896,8.9313,17.896,-0.00278178,17.896,-0.00294659,17.896,-0.00622642
17.898,9.12598,17.898,-0.00286967,17.898,-0.00313654,17.898,-0.00644464
17.9,9.30192,17.9,-0.0029312,17.9,-0.003307,17.9,-0.00665281
17.902,9.45876,17.902,-0.00297954,17.902,-0.00349695,17.902,-0.00687103
17.904,9.59616,17.904,-0.00314434,17.904,-0.00405217,17.904,-0.00745453
17.906,9.71384,17.906,-0.00320586,17.906,-0.00425186,17.906,-0.00765421
17.908,9.81155,17.908,-0.00326299,17.908,-0.00442232,17.908,-0.00782468
17.91,9.88909,17.91,-0.00330474,17.91,-0.00464149,17.91,-0.00805327
17.912,9.94628,17.912,-0.00334869,17.912,-0.00482657,17.912,-0.00823834
17.914,9.98299,17.914,-0.00354644,17.914,-0.00526977,17.914,-0.00872867
17.916,9.99916,17.916,-0.00363433,17.916,-0.00539153,17.916,-0.00886928
17.918,9.99474,17.918,-0.00372223,17.918,-0.00554739,17.918,-0.00905341
17.92,9.96973,17.92,-0.00379034,17.92,-0.00566915,17.92,-0.00920345
17.922,9.92417,17.922,-0.00384528,17.922,-0.00577629,17.922,-0.00934829
17.924,9.85816,17.924,-0.00401886,17.924,-0.0060393,17.924,-0.00974324
17.926,9.77182,17.926,-0.00408478,17.926,-0.00614157,17.926,-0.00990207
17.928,9.66532,17.928,-0.00413752,17.928,-0.00620976,17.928,-0.0100268
17.93,9.53889,17.93,-0.00417707,17.93,-0.00627795,17.93,-0.0101515
17.932,9.39276,17.932,-0.00421662,17.932,-0.00634126,17.932,-0.0102714
17.934,9.22724,17.934,-0.0043924,17.934,-0.00645328,17.934,-0.0105625
17.936,9.04266,17.936,-0.00446931,17.936,-0.00647276,17.936,-0.0106291
17.938,8.8394,17.938,-0.00454621,17.938,-0.00650198,17.938,-0.0107149
17.94,8.61787,17.94,-0.00460554,17.94,-0.00652634,17.94,-0.0107863
17.942,8.37852,17.942,-0.00466047,17.942,-0.0065653,17.942,-0.010863
17.944,8.12184,17.944,-0.00484505,17.944,-0.00662861,17.944,-0.0109923
17.946,7.84835,17.946,-0.00491536,17.946,-0.00664323,17.946,-0.0110163
17.948,7.55862,17.948,-0.00497469,17.948,-0.00666271,17.948,-0.0110358
17.95,7.25324,17.95,-0.00501424,17.95,-0.0066968,17.95,-0.0110699
17.952,6.93283,17.952,-0.00509114,17.952,-0.00673089,17.952,-0.0110569
17.954,6.59805,17.954,-0.0051307,17.954,-0.00673576,17.954,-0.0110429
17.956,6.2496,17.956,-0.00518123,17.956,-0.00674063,17.956,-0.0110101
17.958,5.88817,17.958,-0.00523397,17.958,-0.0067455,17.958,-0.0109678
17.96,5.51453,17.96,-0.0052933,17.96,-0.00675037,17.96,-0.0109256
17.962,5.12944,17.962,-0.00544271,17.962,-0.00678447,17.962,-0.0108654
17.964,4.73368,17.964,-0.00562289,17.964,-0.00679908,17.964,-0.0107481
17.966,4.32809,17.966,-0.00571298,17.966,-0.00680882,17.966,-0.0106824
17.968,3.91349,17.968,-0.0057811,17.968,-0.00681369,17.968,-0.0106025
17.97,3.49073,17.97,-0.00582285,17.97,-0.00682343,17.97,-0.0105274
17.972,3.06071,17.972,-0.005858,17.972,-0.0068283,17.972,-0.010438
17.974,2.62429,17.974,-0.00597446,17.974,-0.00681856,17.974,-0.0101172
17.976,2.18239,17.976,-0.0060206,17.976,-0.00680882,17.976,-0.0099944
