Time - Fc (N),Amplitude - Fc (N),"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
6.078,-2.1286,6.078,-0.00389142,6.078,-0.00504086,6.078,-0.00215688
6.08,-2.09078,6.08,-0.0035816,6.08,-0.00480708,6.08,-0.00193252
6.082,-2.05292,6.082,-0.00348712,6.082,-0.00469994,6.082,-0.00182537
6.084,-2.01502,6.084,-0.00342779,6.084,-0.00459279,6.084,-0.00171822
6.086,-1.97707,6.086,-0.00340801,6.086,-0.00450512,6.086,-0.00163056
6.088,-1.93909,6.088,-0.00336187,6.088,-0.00432492,6.088,-0.0014692
6.09,-1.90106,6.09,-0.00331353,6.09,-0.00422751,6.09,-0.00138122
6.092,-1.86299,6.092,-0.00324102,6.092,-0.00411062,6.092,-0.00127375
6.094,-1.82488,6.094,-0.00314653,6.094,-0.0039986,6.094,-0.00116173
6.096,-1.78673,6.096,-0.00305205,6.096,-0.0038671,6.096,-0.00103023
6.098,-1.74854,6.098,-0.00283012,6.098,-0.00358461,6.098,-0.00074775
6.1,-1.71032,6.1,-0.00253129,6.1,-0.00333135,6.1,-0.000494489
6.102,-1.67205,6.102,-0.00236649,6.102,-0.00323882,6.102,-0.000401951
6.104,-1.63375,6.104,-0.00223246,6.104,-0.00311706,6.104,-0.000280191
6.106,-1.59541,6.106,-0.00214456,6.106,-0.00297581,6.106,-0.00013895
6.108,-1.55704,6.108,-0.00207425,6.108,-0.00284918,6.108,-1.23E-05
6.11,-1.51863,6.11,-0.00182376,6.11,-0.00247416,6.11,0.000362702
6.112,-1.48018,6.112,-0.00172708,6.112,-0.00234753,6.112,0.000479907
6.114,-1.4417,6.114,-0.00164138,6.114,-0.00221603,6.114,0.000611408
6.116,-1.40319,6.116,-0.00157986,6.116,-0.00206505,6.116,0.000752966
6.118,-1.36464,6.118,-0.00150955,6.118,-0.0019092,6.118,0.000908818
6.12,-1.32606,6.12,-0.00112282,6.12,-0.00152931,6.12,0.00128871
6.122,-1.28744,6.122,-0.00096022,6.122,-0.00141242,6.122,0.0014056
6.124,-1.2488,6.124,-0.000823988,6.124,-0.00124682,6.124,0.00157119
6.126,-1.21012,6.126,-0.000725109,6.126,-0.00107636,6.126,0.00174166
6.128,-1.17142,6.128,-0.000632822,6.128,-0.000930246,6.128,0.00188777
6.13,-1.13268,6.13,-0.000285649,6.13,-0.000521133,6.13,0.00229688
6.132,-1.09392,6.132,-0.00013843,6.132,-0.00036528,6.132,0.00245274
6.134,-1.05512,6.134,-2.64E-05,6.134,-0.000209427,6.134,0.00260859
6.136,-1.0163,6.136,3.08E-05,6.136,-5.84E-05,6.136,0.00275957
6.138,-0.977446,6.138,7.69E-05,6.138,0.00012176,6.138,0.00293978
6.14,-0.938568,6.14,0.000364752,6.14,0.000506522,6.14,0.00332454
6.142,-0.899664,6.142,0.000505379,6.142,0.00060393,6.142,0.00342194
6.144,-0.860733,6.144,0.000619639,6.144,0.000750042,6.144,0.00356806
6.146,-0.821777,6.146,0.000707531,6.146,0.000935117,6.146,0.00375313
6.148,-0.782796,6.148,0.000799817,6.148,0.00110558,6.148,0.0039236
6.15,-0.743791,6.15,0.00121071,6.15,0.00141242,6.15,0.00423043
6.152,-0.704763,6.152,0.00135573,6.152,0.00150982,6.152,0.00432784
6.154,-0.665711,6.154,0.0014634,6.154,0.00167055,6.154,0.00448856
6.156,-0.626636,6.156,0.00152932,6.156,0.00185075,6.156,0.00466877
6.158,-0.58754,6.158,0.00165457,6.158,0.00214785,6.158,0.00496586
6.16,-0.548423,6.16,0.00173367,6.16,0.00222577,6.16,0.00504379
6.162,-0.509284,6.162,0.00183255,6.162,0.00226961,6.162,0.00508762
6.164,-0.470126,6.164,0.0019556,6.164,0.00237676,6.164,0.00519477
6.166,-0.430948,6.166,0.00207425,6.166,0.00250339,6.166,0.0053214
6.168,-0.391751,6.168,0.00226322,6.168,0.00281509,6.168,0.00563311
6.17,-0.352536,6.17,0.00249394,6.17,0.00308783,6.17,0.00590585
6.172,-0.313303,6.172,0.00262577,6.172,0.00314628,6.172,0.00596429
6.174,-0.274053,6.174,0.00272905,6.174,0.00319985,6.174,0.00601787
6.176,-0.234787,6.176,0.00280156,6.176,0.00329239,6.176,0.00611041
6.178,-0.195504,6.178,0.00286088,6.178,0.00344337,6.178,0.00626139
6.18,-0.156206,6.18,0.0029334,6.18,0.00359923,6.18,0.00641724
6.182,-0.116894,6.182,0.00310698,6.182,0.00376969,6.182,0.0065877
6.184,-0.0775669,6.184,0.00319268,6.184,0.003833,6.184,0.00665102
6.186,-0.0382267,6.186,0.00327837,6.186,0.00390119,6.186,0.00671921
6.188,0.00112645,6.188,0.00335967,6.188,0.00401321,6.188,0.00683122
6.19,0.0404919,6.19,0.00344756,6.19,0.00412036,6.19,0.00693837
6.192,0.079869,6.192,0.00364312,6.192,0.00425186,6.192,0.00706987
6.194,0.119257,6.194,0.00389801,6.194,0.00447103,6.194,0.00728904
6.196,0.158656,6.196,0.00397492,6.196,0.00451973,6.196,0.00733775
6.198,0.198064,6.198,0.00401886,6.198,0.00455382,6.198,0.00737184
6.2,0.237482,6.2,0.00402985,6.2,0.00461227,6.2,0.00743028
6.202,0.276908,6.202,0.00405402,6.202,0.00476325,6.202,0.00758127
6.204,0.316343,6.204,0.00407819,6.204,0.00481196,6.204,0.00762997
6.206,0.355785,6.206,0.00410456,6.206,0.00486553,6.206,0.00768354
6.208,0.395233,6.208,0.00413971,6.208,0.0049191,6.208,0.00772769
6.21,0.434688,6.21,0.00418805,6.21,0.00497268,6.21,0.00777184
6.212,0.474148,6.212,0.00431989,6.212,0.0050506,6.212,0.00784035
6.214,0.513613,6.214,0.00446052,6.214,0.00512366,6.214,0.00788513
6.216,0.553082,6.216,0.00452644,6.216,0.00518698,6.216,0.00793902
6.218,0.592555,6.218,0.00457258,6.218,0.00522594,6.218,0.00795913
6.22,0.632031,6.22,0.00459675,6.22,0.00523568,6.22,0.00795945
6.222,0.67151,6.222,0.00462092,6.222,0.00521133,6.222,0.00788797
6.224,0.71099,6.224,0.00462971,6.224,0.0052649,6.224,0.007885
6.226,0.750471,6.226,0.00463191,6.226,0.005299,6.226,0.00789082
6.228,0.789953,6.228,0.0046363,6.228,0.00531361,6.228,0.00787715
6.23,0.829435,6.23,0.00464289,6.23,0.00530874,6.23,0.00783458
6.232,0.868916,6.232,0.00465388,6.232,0.00528925,6.232,0.0077774
6.234,0.908396,6.234,0.00468684,6.234,0.00528925,6.234,0.00763603
6.236,0.947873,6.236,0.00469783,6.236,0.00528438,6.236,0.00757461
6.238,0.987348,6.238,0.00470442,6.238,0.00526977,6.238,0.00751288
6.24,1.02682,6.24,0.00470442,6.24,0.00525516,6.24,0.00744172
6.242,1.06629,6.242,0.00470442,6.242,0.00525516,6.242,0.00739459
6.244,1.10575,6.244,0.00470442,6.244,0.00525516,6.244,0.00727207
6.246,1.14521,6.246,0.00470442,6.246,0.00524542,6.246,0.00723405
6.248,1.18466,6.248,0.00470222,6.248,0.00524055,6.248,0.00720091
6.25,1.22411,6.25,0.00470002,6.25,0.00525029,6.25,0.0071918
6.252,1.26355,6.252,0.00469563,6.252,0.00523568,6.252,0.00714891
6.254,1.30298,6.254,0.00466487,6.254,0.00516262,6.254,0.00698161
6.256,1.3424,6.256,0.00465168,6.256,0.00514314,6.256,0.00692443
6.258,1.38181,6.258,0.0046363,6.258,0.00511879,6.258,0.00686238
6.26,1.42122,6.26,0.00462312,6.26,0.0050847,6.26,0.00679059
6.262,1.46061,6.262,0.00458357,6.262,0.00502138,6.262,0.00668015
6.264,1.49999,6.264,0.00455281,6.264,0.00498729,6.264,0.00661778
6.266,1.53936,6.266,0.00451545,6.266,0.00494346,6.266,0.0065551
6.268,1.57872,6.268,0.00446931,6.268,0.00488501,6.268,0.0064778
6.27,1.61807,6.27,0.00441657,6.27,0.00483144,6.27,0.00640538
6.272,1.6574,6.272,0.00427595,6.272,0.00473403,6.272,0.00626085
6.274,1.69672,6.274,0.00410016,6.274,0.00461227,6.274,0.00610139
6.276,1.73602,6.276,0.00401007,6.276,0.00454408,6.276,0.00602378
6.278,1.77531,6.278,0.00393317,6.278,0.00447103,6.278,0.0059413
6.28,1.81458,6.28,0.00388043,6.28,0.00442232,6.28,0.00588317
6.282,1.85383,6.282,0.00383209,6.282,0.00437362,6.282,0.00582504
6.284,1.89307,6.284,0.00372003,6.284,0.00423725,6.284,0.00567924
6.286,1.93229,6.286,0.00356182,6.286,0.00407165,6.286,0.00550422
6.288,1.97149,6.288,0.00346734,6.288,0.00397425,6.288,0.00540682
6.29,2.01067,6.29,0.00337725,6.29,0.00389632,6.29,0.00532889
6.292,2.04983,6.292,0.00329156,6.292,0.00380865,6.292,0.00524122
6.294,2.08897,6.294,0.00311357,6.294,0.00367228,6.294,0.00510485
6.296,2.12809,6.296,0.00290703,6.296,0.00349208,6.296,0.00491522
6.298,2.16719,6.298,0.00279936,6.298,0.00338006,6.298,0.0048032
6.3,2.20626,6.3,0.00271147,6.3,0.00325343,6.3,0.00467657
6.302,2.24531,6.302,0.00264115,6.302,0.00317063,6.302,0.00459378
6.304,2.28434,6.304,0.00257084,6.304,0.00307809,6.304,0.00449181
6.306,2.32334,6.306,0.0022764,6.306,0.00279561,6.306,0.00419048
6.308,2.36231,6.308,0.00214017,6.308,0.00266898,6.308,0.00405442
6.31,2.40126,6.31,0.00200833,6.31,0.00255696,6.31,0.00392356
6.312,2.44019,6.312,0.00189407,6.312,0.00245468,6.312,0.00381185
6.314,2.47908,6.314,0.00169192,6.314,0.00226474,6.314,0.00358421
6.316,2.51795,6.316,0.00160183,6.316,0.00217707,6.316,0.00346827
6.318,2.55679,6.318,0.00150735,6.318,0.0020894,6.318,0.00336175
6.32,2.5956,6.32,0.00141726,6.32,0.00201635,6.32,0.00326984
6.322,2.63438,6.322,0.00131838,6.322,0.0019092,6.322,0.00313442
6.324,2.67313,6.324,0.00106789,6.324,0.00170951,6.324,0.00287819
6.326,2.71185,6.326,0.00074049,6.326,0.00148547,6.326,0.0025976
6.328,2.75054,6.328,0.000575693,6.328,0.0013978,6.328,0.00248166
6.33,2.78919,6.33,0.000446052,6.33,0.00128579,6.33,0.00235079
6.332,2.82781,6.332,0.000353765,6.332,0.00117377,6.332,0.00220107
6.334,2.8664,6.334,0.000283452,6.334,0.00105688,6.334,0.00205591
6.336,2.90495,6.336,0.000202152,6.336,0.000959469,6.336,0.0019208
6.338,2.94346,6.338,-1.32E-05,6.338,0.000798746,6.338,0.00170353
6.34,2.98194,6.34,-0.000147219,6.34,0.000720819,6.34,0.00160675
6.342,3.02039,6.342,-0.000287846,6.342,0.000564966,6.342,0.00143205
6.344,3.05879,6.344,-0.000408698,6.344,0.000394502,6.344,0.00123331
6.346,3.09716,6.346,-0.000527352,6.346,0.000267872,6.346,0.00108783
6.348,3.13549,6.348,-0.000791028,6.348,1.46E-05,6.348,0.00077802
6.35,3.17378,6.35,-0.00126564,6.35,-0.00037015,6.35,0.00033671
6.352,3.21203,6.352,-0.00142385,6.352,-0.000477299,6.352,0.000210711
6.354,3.25024,6.354,-0.00152932,6.354,-0.000589318,6.354,8.93E-05
6.356,3.28841,6.356,-0.00156008,6.356,-0.000706208,6.356,-3.70E-05
6.358,3.32654,6.358,-0.00156667,6.358,-0.00102278,6.358,-0.000372473
6.36,3.36462,6.36,-0.00158206,6.36,-0.00112019,6.36,-0.00048873
6.362,3.40266,6.362,-0.0016304,6.362,-0.00125656,6.362,-0.000634526
6.364,3.44066,6.364,-0.0017117,6.364,-0.00137345,6.364,-0.000760841
6.366,3.47861,6.366,-0.00183255,6.366,-0.00150982,6.366,-0.000906637
6.368,3.51651,6.368,-0.00212039,6.368,-0.00181666,6.368,-0.00127002
6.37,3.55437,6.37,-0.00247636,6.37,-0.00206018,6.37,-0.00156066
6.372,3.59219,6.372,-0.00265873,6.372,-0.00219655,6.372,-0.00172531
6.374,3.62995,6.374,-0.00280595,6.374,-0.0023524,6.374,-0.00190944
6.376,3.66767,6.376,-0.00290044,6.376,-0.00246442,6.376,-0.00205916
6.378,3.70534,6.378,-0.00296855,6.378,-0.00255696,6.378,-0.00218939
6.38,3.74296,6.38,-0.00306963,6.38,-0.00276152,6.38,-0.0024505
6.382,3.78053,6.382,-0.00315972,6.382,-0.00302452,6.382,-0.00277005
6.384,3.81805,6.384,-0.00320586,6.384,-0.00316089,6.384,-0.00296297
6.386,3.85552,6.386,-0.0032542,6.386,-0.00326804,6.386,-0.00310782
6.388,3.89293,6.388,-0.00330694,6.388,-0.00336058,6.388,-0.00324748
6.39,3.93029,6.39,-0.00337505,6.39,-0.00346772,6.39,-0.0033829
6.392,3.9676,6.392,-0.00346954,6.392,-0.00357,6.392,-0.00352288
6.394,4.00486,6.394,-0.00371563,6.394,-0.00377456,6.394,-0.00383111
6.396,4.04206,6.396,-0.00386066,6.396,-0.00387197,6.396,-0.00398507
6.398,4.0792,6.398,-0.00399469,6.398,-0.00396938,6.398,-0.0041296
6.4,4.11629,6.4,-0.00409577,6.4,-0.00407165,6.4,-0.004279
6.402,4.15332,6.402,-0.00417048,6.402,-0.00415932,6.402,-0.00441379
6.404,4.19029,6.404,-0.00427375,6.404,-0.0043444,6.404,-0.00469311
6.406,4.22721,6.406,-0.00436604,6.406,-0.00463662,6.406,-0.00509844
6.408,4.26407,6.408,-0.00437702,6.408,-0.00472429,6.408,-0.0052238
6.41,4.30086,6.41,-0.00437702,6.41,-0.0048217,6.41,-0.00535891
6.412,4.3376,6.412,-0.00437702,6.412,-0.00489962,6.412,-0.00546511
6.414,4.37428,6.414,-0.00439021,6.414,-0.00496294,6.414,-0.00556612
6.416,4.41089,6.416,-0.00453962,6.416,-0.00517724,6.416,-0.00586525
6.418,4.44744,6.418,-0.00461872,6.418,-0.00527951,6.418,-0.0059958
6.42,4.48393,6.42,-0.00469124,6.42,-0.00536231,6.42,-0.00610687
6.422,4.52036,6.422,-0.00474397,6.422,-0.00544998,6.422,-0.00623224
6.424,4.55672,6.424,-0.00478572,6.424,-0.00558148,6.424,-0.00642029
6.426,4.59302,6.426,-0.00478792,6.426,-0.00563018,6.426,-0.00648784
6.428,4.62925,6.428,-0.00478792,6.428,-0.00566915,6.428,-0.00655508
6.43,4.66541,6.43,-0.00479011,6.43,-0.00571785,6.43,-0.00662263
6.432,4.70151,6.432,-0.00479451,6.432,-0.00577629,6.432,-0.00670935
6.434,4.73754,6.434,-0.0048055,6.434,-0.00590292,6.434,-0.00689253
6.436,4.7735,6.436,-0.00481209,6.436,-0.00594189,6.436,-0.00697862
6.438,4.8094,6.438,-0.00481209,6.438,-0.00596137,6.438,-0.00701695
6.44,4.84522,6.44,-0.00481209,6.44,-0.00596137,6.44,-0.00704522
6.442,4.88097,6.442,-0.00481209,6.442,-0.00598572,6.442,-0.00709785
6.444,4.91665,6.444,-0.00481209,6.444,-0.00601494,6.444,-0.00715534
6.446,4.95226,6.446,-0.00480989,6.446,-0.00602468,6.446,-0.00718394
6.448,4.9878,6.448,-0.0048033,6.448,-0.00604904,6.448,-0.00726484
6.45,5.02327,6.45,-0.00479671,6.45,-0.00604417,6.45,-0.00728824
6.452,5.05866,6.452,-0.00479011,6.452,-0.00603443,6.452,-0.00730677
6.454,5.09397,6.454,-0.00477693,6.454,-0.00601007,6.454,-0.00730127
6.456,5.12922,6.456,-0.00475935,6.456,-0.00599059,6.456,-0.00731006
6.458,5.16438,6.458,-0.00471101,6.458,-0.00598572,6.458,-0.00735232
6.46,5.19947,6.46,-0.00460554,6.46,-0.00592728,6.46,-0.00735985
6.462,5.23449,6.462,-0.00456379,6.462,-0.00588344,6.462,-0.00732544
6.464,5.26942,6.464,-0.00452644,6.464,-0.00583961,6.464,-0.00729103
6.466,5.30428,6.466,-0.00449787,6.466,-0.00579578,6.466,-0.00726604
6.468,5.33905,6.468,-0.00442756,6.468,-0.00573733,6.468,-0.00722645
6.47,5.37375,6.47,-0.00438361,6.47,-0.00570811,6.47,-0.00720665
6.472,5.40837,6.472,-0.00433088,6.472,-0.00566428,6.472,-0.00717224
6.474,5.44291,6.474,-0.00427814,6.474,-0.0056107,6.474,-0.00712809
6.476,5.47736,6.476,-0.00421662,6.476,-0.00554252,6.476,-0.00706933
6.478,5.51173,6.478,-0.00405182,6.478,-0.00538179,6.478,-0.00691803
6.48,5.54602,6.48,-0.00383868,6.48,-0.00524542,6.48,-0.00679109
6.482,5.58023,6.482,-0.00372882,6.482,-0.00518211,6.482,-0.0067372
6.484,5.61435,6.484,-0.00363653,6.484,-0.00510418,6.484,-0.0066687
6.486,5.64839,6.486,-0.00356842,6.486,-0.00502138,6.486,-0.0065859
6.488,5.68234,6.488,-0.00350689,6.488,-0.00493859,6.488,-0.00651253
6.49,5.7162,6.49,-0.00324541,6.49,-0.00465123,6.49,-0.00626287
6.492,5.74998,6.492,-0.00314873,6.492,-0.00453921,6.492,-0.00616028
6.494,5.78367,6.494,-0.00306523,6.494,-0.00441745,6.494,-0.00604794
6.496,5.81727,6.496,-0.00300371,6.496,-0.00430056,6.496,-0.0059499
6.498,5.85078,6.498,-0.00293559,6.498,-0.00418854,6.498,-0.00584731
6.5,5.8842,6.5,-0.00259281,6.5,-0.0038671,6.5,-0.00557299
6.502,5.91754,6.502,-0.00245878,6.502,-0.00372586,6.502,-0.00544117
6.504,5.95078,6.504,-0.00235111,6.504,-0.00357,6.504,-0.00529474
6.506,5.98393,6.506,-0.00227201,6.506,-0.00341415,6.506,-0.00514831
6.508,6.01699,6.508,-0.00210941,6.508,-0.0031268,6.508,-0.00487981
6.51,6.04995,6.51,-0.00200833,6.51,-0.00302939,6.51,-0.00480125
6.512,6.08282,6.512,-0.00189188,6.512,-0.00291737,6.512,-0.00470808
6.514,6.1156,6.514,-0.00177542,6.514,-0.00277126,6.514,-0.00457139
6.516,6.14828,6.516,-0.00166775,6.516,-0.00259105,6.516,-0.00439119
6.518,6.18087,6.518,-0.00145022,6.518,-0.00222577,6.518,-0.00402591
6.52,6.21336,6.52,-0.00116457,6.52,-0.00193842,6.52,-0.00373856
6.522,6.24575,6.522,-0.00100197,6.522,-0.00184588,6.522,-0.00365544
6.524,6.27804,6.524,-0.000872328,6.524,-0.00170951,6.524,-0.00351907
6.526,6.31024,6.526,-0.000771252,6.526,-0.00151956,6.526,-0.00332913
6.528,6.34234,6.528,-0.000681163,6.528,-0.00134423,6.528,-0.00315379
6.53,6.37434,6.53,-0.000336187,6.53,-0.000896154,6.53,-0.00270572
6.532,6.40624,6.532,-0.000208744,6.532,-0.000745171,6.532,-0.00255473
6.534,6.43804,6.534,-0.000103273,6.534,-0.000599059,6.534,-0.00240862
6.536,6.46973,6.536,-2.64E-05,6.536,-0.000433466,6.536,-0.00224303
6.538,6.50133,6.538,5.93E-05,6.538,-0.000228909,6.538,-0.00202905
6.54,6.53282,6.54,0.000479011,6.54,0.000214298,6.54,-0.00158584
6.542,6.56421,6.542,0.000628428,6.542,0.000350669,6.542,-0.00144947
6.544,6.59549,6.544,0.000749279,6.544,0.000550355,6.544,-0.00124036
6.546,6.62667,6.546,0.000837171,6.546,0.000740301,6.546,-0.00105041
6.548,6.65775,6.548,0.000916274,6.548,0.000886413,6.548,-0.000904299
6.55,6.68872,6.55,0.00129641,6.55,0.0013004,6.55,-0.000490315
6.552,6.71958,6.552,0.0014612,6.552,0.00146599,6.552,-0.000324722
6.554,6.75034,6.554,0.00157327,6.554,0.00165594,6.554,-0.000125351
6.556,6.78098,6.556,0.00163479,6.556,0.00185075,6.556,6.95E-05
6.558,6.81152,6.558,0.00168533,6.558,0.00201635,6.558,0.000235058
6.56,6.84195,6.56,0.00197537,6.56,0.00237188,6.56,0.000590598
6.562,6.87227,6.562,0.00212699,6.562,0.00250339,6.562,0.000722098
6.564,6.90248,6.564,0.00224125,6.564,0.00267385,6.564,0.000901987
6.566,6.93258,6.566,0.00231376,6.566,0.00288815,6.566,0.00112571
6.568,6.96257,6.568,0.00238187,6.568,0.00304887,6.568,0.00130528
6.57,6.99244,6.57,0.00269609,6.57,0.00331187,6.57,0.00156828
6.572,7.02221,6.572,0.00282353,6.572,0.00340928,6.572,0.00167512
6.574,7.05186,6.574,0.00292021,6.574,0.00361384,6.574,0.00189852
6.576,7.08139,6.576,0.00298393,6.576,0.0037843,6.576,0.00208784
6.578,7.11081,6.578,0.00304326,6.578,0.00394015,6.578,0.00226254
6.58,7.14012,6.58,0.00311577,6.58,0.00406191,6.58,0.0023843
6.582,7.1693,6.582,0.00332232,6.582,0.00413497,6.582,0.00245736
6.584,7.19838,6.584,0.00341021,6.584,0.00420803,6.584,0.00254926
6.586,7.22733,6.586,0.00349151,6.586,0.00436388,6.586,0.00271454
6.588,7.25617,6.588,0.00357061,6.588,0.0045246,6.588,0.00289411
6.59,7.28489,6.59,0.0036607,6.59,0.00463662,6.59,0.00302498
6.592,7.31349,6.592,0.00386505,6.592,0.00478273,6.592,0.00317109
6.594,7.34197,6.594,0.00408698,6.594,0.00498242,6.594,0.00337078
6.596,7.37033,6.596,0.0041507,6.596,0.00510418,6.596,0.00350196
6.598,7.39856,6.598,0.00418805,6.598,0.00520646,6.598,0.00361367
6.6,7.42668,6.6,0.00419904,6.6,0.00526003,6.6,0.00366724
6.602,7.45468,6.602,0.00421882,6.602,0.00535257,6.602,0.00375035
6.604,7.48255,6.604,0.00423639,6.604,0.00538666,6.604,0.00378445
6.606,7.5103,6.606,0.00426496,6.606,0.00545972,6.606,0.0038575
6.608,7.53792,6.608,0.00430012,6.608,0.00551329,6.608,0.00391108
6.61,7.56542,6.61,0.00434406,6.61,0.00558148,6.61,0.00397926
6.612,7.5928,6.612,0.00445832,6.612,0.00566428,6.612,0.00408091
6.614,7.62005,6.614,0.00458137,6.614,0.00571785,6.614,0.00413448
6.616,7.64717,6.616,0.00463411,6.616,0.00574707,6.616,0.00415428
6.618,7.67417,6.618,0.00466707,6.618,0.00577142,6.618,0.00417863
6.62,7.70104,6.62,0.00468025,6.62,0.00578116,6.62,0.00418837
6.622,7.72778,6.622,0.00468904,6.622,0.00578116,6.622,0.00418837
6.624,7.75439,6.624,0.00470662,6.624,0.00579091,6.624,0.00418869
6.626,7.78087,6.626,0.00471541,6.626,0.00581526,6.626,0.00420362
6.628,7.80723,6.628,0.0047198,6.628,0.00580552,6.628,0.00418445
6.63,7.83345,6.63,0.0047198,6.63,0.00578604,6.63,0.00416497
6.632,7.85954,6.632,0.004722,6.632,0.00576655,6.632,0.00414549
6.634,7.8855,6.634,0.004722,6.634,0.00575194,6.634,0.00412145
6.636,7.91133,6.636,0.004722,6.636,0.0056935,6.636,0.00404416
6.638,7.93702,6.638,0.004722,6.638,0.00566428,6.638,0.00400551
6.64,7.96258,6.64,0.0047198,6.64,0.00562531,6.64,0.00395712
6.642,7.98801,6.642,0.00471541,6.642,0.00560096,6.642,0.00391392
6.644,8.0133,6.644,0.00471321,6.644,0.00558635,6.644,0.00388988
6.646,8.03846,6.646,0.00469563,6.646,0.00548894,6.646,0.00374535
6.648,8.06348,6.648,0.00468684,6.648,0.00543537,6.648,0.00367293
6.65,8.08837,6.65,0.00467366,6.65,0.00539153,6.65,0.00361025
6.652,8.11312,6.652,0.00465828,6.652,0.0053477,6.652,0.00353814
6.654,8.13773,6.654,0.00461213,6.654,0.00526003,6.654,0.00340335
6.656,8.1622,6.656,0.00458137,6.656,0.00520646,6.656,0.0033215
6.658,8.18654,6.658,0.00454182,6.658,0.00515775,6.658,0.00323509
6.66,8.21073,6.66,0.00449787,6.66,0.00510905,6.66,0.00315812
6.662,8.23479,6.662,0.00444514,6.662,0.0050506,6.662,0.0030714
6.664,8.25871,6.664,0.00430671,6.664,0.00493372,6.664,0.00288853
6.666,8.28248,6.666,0.00413092,6.666,0.00480708,6.666,0.00270535
6.668,8.30612,6.668,0.00403864,6.668,0.0047389,6.668,0.00259947
6.67,8.32961,6.67,0.00396173,6.67,0.00467071,6.67,0.00251243
6.672,8.35296,6.672,0.0039046,6.672,0.0046074,6.672,0.00242084
6.674,8.37616,6.674,0.00380133,6.674,0.0044759,6.674,0.00224222
6.676,8.39923,6.676,0.00368707,6.676,0.00432492,6.676,0.00204411
6.678,8.42215,6.678,0.00362115,6.678,0.00422751,6.678,0.00192786
6.68,8.44492,6.68,0.00355303,6.68,0.00412523,6.68,0.00180673
6.682,8.46755,6.682,0.00348052,6.682,0.00404243,6.682,0.00170508
6.684,8.49004,6.684,0.00339483,6.684,0.00394989,6.684,0.00160312
6.686,8.51237,6.686,0.0030125,6.686,0.00364793,6.686,0.00127288
6.688,8.53456,6.688,0.00284331,6.688,0.00352617,6.688,0.0011417
6.69,8.55661,6.69,0.0026851,6.69,0.00340441,6.69,0.00101051
6.692,8.5785,6.692,0.00257524,6.692,0.00328752,6.692,0.000884196
6.694,8.60025,6.694,0.00242802,6.694,0.00307809,6.694,0.000674769
6.696,8.62185,6.696,0.00237748,6.696,0.0029953,6.696,0.000591972
6.698,8.6433,6.698,0.00233134,6.698,0.00287841,6.698,0.000475082
6.7,8.6646,6.7,0.00228519,6.7,0.00276639,6.7,0.000363063
6.702,8.68575,6.702,0.00221488,6.702,0.00262028,6.702,0.000207526
6.704,8.70674,6.704,0.00196439,6.704,0.00233779,6.704,-8.44E-05
6.706,8.72759,6.706,0.00156887,6.706,0.00212349,6.706,-0.000317529
6.708,8.74828,6.708,0.00134914,6.708,0.00201148,6.708,-0.000438973
6.71,8.76883,6.71,0.00116457,6.71,0.00186049,6.71,-0.000608805
6.712,8.78921,6.712,0.00103932,6.712,0.00173386,6.712,-0.000754285
6.714,8.80945,6.714,0.000951431,6.714,0.0016121,6.714,-0.000894894
6.716,8.82953,6.716,0.000874525,6.716,0.0014806,6.716,-0.00104524
6.718,8.84946,6.718,0.000703136,6.718,0.00131501,6.718,-0.00122026
6.72,8.86923,6.72,0.00060206,6.72,0.00122247,6.72,-0.00133165
6.722,8.88884,6.722,0.000492195,6.722,0.00109097,6.722,-0.001482
6.724,8.9083,6.724,0.000386725,6.724,0.000920506,6.724,-0.00167131
6.726,8.92761,6.726,0.00027686,6.726,0.000759782,6.726,-0.00186031
6.728,8.94675,6.728,-2.20E-06,6.728,0.000511392,6.728,-0.0021464
6.73,8.96574,6.73,-0.000569101,6.73,0.000185075,6.73,-0.00255754
6.732,8.98458,6.732,-0.000771252,6.732,6.33E-05,6.732,-0.00269815
6.734,9.00325,6.734,-0.000918471,6.734,-7.31E-05,6.734,-0.00285337
6.736,9.02176,6.736,-0.000973404,6.736,-0.000189946,6.736,-0.00299854
6.738,9.04012,6.738,-0.000997574,6.738,-0.000452947,6.738,-0.00328981
6.74,9.05831,6.74,-0.000999772,6.74,-0.000530874,6.74,-0.00338659
6.742,9.07634,6.742,-0.00102614,6.742,-0.000642893,6.742,-0.00351746
6.744,9.09422,6.744,-0.00108766,6.744,-0.000793875,6.744,-0.00368729
6.746,9.11193,6.746,-0.00118874,6.746,-0.000949728,6.746,-0.00386199
6.748,9.12948,6.748,-0.00148537,6.748,-0.00128579,6.748,-0.0042546
6.75,9.14687,6.75,-0.00188748,6.75,-0.0014806,6.75,-0.00448711
6.752,9.16409,6.752,-0.00210721,6.752,-0.0016121,6.752,-0.00465631
6.754,9.18115,6.754,-0.00228299,6.754,-0.00175334,6.754,-0.00483525
6.756,9.19805,6.756,-0.00240165,6.756,-0.00189459,6.756,-0.00500477
6.758,9.21478,6.758,-0.00248295,6.758,-0.00204557,6.758,-0.00518403
6.76,9.23135,6.76,-0.00266752,6.76,-0.00233292,6.76,-0.00552793
