Time - Fc (N),Amplitude - Fc (N),"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
13.668,-9.74001,13.668,0.00378375,13.668,0.0138076,13.668,0.0142129
13.67,-9.759,13.67,0.00367389,13.67,0.0144359,13.67,0.0155197
13.672,-9.77729,13.672,0.00356402,13.672,0.0150252,13.672,0.0168253
13.674,-9.79487,13.674,0.00344317,13.674,0.0155025,13.674,0.0180472
13.676,-9.81173,13.676,0.00330034,13.676,0.0157509,13.676,0.0191061
13.678,-9.82788,13.678,0.00315313,13.678,0.015483,13.678,0.0206855
13.68,-9.84331,13.68,0.00292461,13.68,0.0145966,13.68,0.0234465
13.682,-9.85803,13.682,0.00278178,13.682,0.0140462,13.682,0.0243664
13.684,-9.87203,13.684,0.00261918,13.684,0.0138758,13.684,0.0257699
13.686,-9.8853,13.686,0.00243681,13.686,0.013793,13.686,0.0273553
13.688,-9.89786,13.688,0.0019556,13.688,0.0133205,13.688,0.0298611
13.69,-9.90969,13.69,0.00167215,13.69,0.0131062,13.69,0.0305139
13.692,-9.9208,13.692,0.00136452,13.692,0.0126143,13.692,0.0307759
13.694,-9.93119,13.694,0.00107448,13.694,0.0125315,13.694,0.0314848
13.696,-9.94085,13.696,0.000780042,13.696,0.0123952,13.696,0.0322155
13.698,-9.94978,13.698,0.000169192,13.698,0.0123659,13.698,0.0335717
13.7,-9.95798,13.7,-0.000364752,13.7,0.0125364,13.7,0.0341569
13.702,-9.96546,13.702,-0.000479011,13.702,0.0125559,13.702,0.0340633
13.704,-9.9722,13.704,-0.000457038,13.704,0.0124536,13.704,0.0338008
13.706,-9.97822,13.706,-0.000393317,13.706,0.0121419,13.706,0.0332723
13.708,-9.9835,13.708,-0.000369146,13.708,0.0117766,13.708,0.032596
13.71,-9.98806,13.71,-0.000391119,13.71,0.0115136,13.71,0.0319277
13.712,-9.99188,13.712,-0.000604258,13.712,0.0114162,13.712,0.0308407
13.714,-9.99496,13.714,-0.00076466,13.714,0.0115185,13.714,0.0304718
13.716,-9.99732,13.716,-0.000944839,13.716,0.0114065,13.716,0.0297377
13.718,-9.99893,13.718,-0.00114699,13.718,0.0111581,13.718,0.0287353
13.72,-9.99982,13.72,-0.0013843,13.72,0.0109292,13.72,0.027677
13.722,-9.99997,13.722,-0.00191165,13.722,0.0102522,13.722,0.0254073
13.724,-9.99938,13.724,-0.00283671,13.724,0.00983821,13.724,0.0227313
13.726,-9.99806,13.726,-0.00312236,13.726,0.00942422,13.726,0.0216293
13.728,-9.996,13.728,-0.00332012,13.728,0.00894205,13.728,0.0204686
13.73,-9.99321,13.73,-0.00341241,13.73,0.00849885,13.73,0.0193562
13.732,-9.98968,13.732,-0.0035025,13.732,0.0075199,13.732,0.0169918
13.734,-9.98541,13.734,-0.00354644,13.734,0.00715462,13.734,0.0159668
13.736,-9.98041,13.736,-0.00359478,13.736,0.00665297,13.736,0.0148714
13.738,-9.97467,13.738,-0.00364312,13.738,0.0060393,13.738,0.013664
13.74,-9.9682,13.74,-0.00371563,13.74,0.00523568,13.74,0.01221
13.742,-9.96099,13.742,-0.00394635,13.742,0.00372586,13.742,0.00939016
13.744,-9.95304,13.744,-0.00423639,13.744,0.00216733,13.744,0.00668181
13.746,-9.94436,13.746,-0.00437482,13.746,0.00150008,13.746,0.0054585
13.748,-9.93495,13.748,-0.00447151,13.748,0.000711078,13.748,0.00414171
13.75,-9.9248,13.75,-0.00450886,13.75,-8.28E-05,13.75,0.00284832
13.752,-9.91391,13.752,-0.00450227,13.752,-0.00111532,13.752,0.00131628
13.754,-9.90229,13.754,-0.00443855,13.754,-0.00308296,13.754,-0.00165982
13.756,-9.88994,13.756,-0.00436823,13.756,-0.00491423,13.756,-0.00431105
13.758,-9.87686,13.758,-0.00432648,13.758,-0.00564479,13.758,-0.0054186
13.76,-9.86304,13.76,-0.00428913,13.76,-0.00668219,13.76,-0.00685184
13.762,-9.84849,13.762,-0.00424738,13.762,-0.00772932,13.762,-0.00829481
13.764,-9.83321,13.764,-0.00419684,13.764,-0.00868392,13.764,-0.00960755
13.766,-9.81721,13.766,-0.0039859,13.766,-0.0113724,13.766,-0.0132479
13.768,-9.80047,13.768,-0.00391559,13.768,-0.0122004,13.768,-0.0144152
13.77,-9.78301,13.77,-0.00384088,13.77,-0.012965,13.77,-0.0155191
13.772,-9.76481,13.772,-0.00376617,13.772,-0.0137881,13.772,-0.0166438
13.774,-9.7459,13.774,-0.00369146,13.774,-0.0146891,13.774,-0.0178276
13.776,-9.72626,13.776,-0.00337945,13.776,-0.0171,13.776,-0.0211998
13.778,-9.70589,13.778,-0.00324981,13.778,-0.0176844,13.778,-0.0220575
13.78,-9.6848,13.78,-0.00312017,13.78,-0.018264,13.78,-0.0229293
13.782,-9.66299,13.782,-0.00300151,13.782,-0.0188582,13.782,-0.0238533
13.784,-9.64047,13.784,-0.00274443,13.784,-0.0201099,13.784,-0.0257459
13.786,-9.61722,13.786,-0.002606,13.786,-0.0207528,13.786,-0.0266904
13.788,-9.59325,13.788,-0.00245878,13.788,-0.0212788,13.788,-0.0275086
13.79,-9.56857,13.79,-0.00230936,13.79,-0.0216782,13.79,-0.0281907
13.792,-9.54318,13.792,-0.00215555,13.792,-0.0219899,13.792,-0.0287663
13.794,-9.51707,13.794,-0.00193362,13.794,-0.0224672,13.794,-0.0299127
13.796,-9.49026,13.796,-0.00186111,13.796,-0.0217415,13.796,-0.0306573
13.798,-9.46273,13.798,-0.0017908,13.798,-0.0217317,13.798,-0.031411
13.8,-9.4345,13.8,-0.00172049,13.8,-0.0216197,13.8,-0.0319587
13.802,-9.40556,13.802,-0.00165676,13.802,-0.0212544,13.802,-0.0321306
13.804,-9.37591,13.804,-0.00156448,13.804,-0.0209573,13.804,-0.0322577
13.806,-9.34557,13.806,-0.00146999,13.806,-0.0208112,13.806,-0.032432
13.808,-9.31453,13.808,-0.00126784,13.808,-0.0206602,13.808,-0.0325826
13.81,-9.28278,13.81,-0.00116457,13.81,-0.0204167,13.81,-0.0323108
13.812,-9.25034,13.812,-0.00105031,13.812,-0.0203096,13.812,-0.0320529
13.814,-9.21721,13.814,-0.00093605,13.814,-0.0202316,13.814,-0.0317205
13.816,-9.18339,13.816,-0.000819593,13.816,-0.0199833,13.816,-0.0311234
13.818,-9.14888,13.818,-0.000571298,13.818,-0.0196521,13.818,-0.0298026
13.82,-9.11368,13.82,-0.000171389,13.82,-0.0190043,13.82,-0.0274678
13.822,-9.07779,13.822,-3.08E-05,13.822,-0.0186342,13.822,-0.0266735
13.824,-9.04122,13.824,0.00011426,13.824,-0.0182737,13.824,-0.0258984
13.826,-9.00398,13.826,0.000265873,13.826,-0.0179279,13.826,-0.0250908
13.828,-8.96605,13.828,0.000584482,13.828,-0.0169198,13.828,-0.0231401
13.83,-8.92746,13.83,0.000749279,13.83,-0.016423,13.83,-0.0222569
13.832,-8.88818,13.832,0.000918471,13.832,-0.0157411,13.832,-0.0212546
13.834,-8.84824,13.834,0.00109426,13.834,-0.0150252,13.834,-0.0202182
13.836,-8.80764,13.836,0.00127663,13.836,-0.01428,13.836,-0.0191526
13.838,-8.76636,13.838,0.00165237,13.838,-0.0125949,13.838,-0.0170151
13.84,-8.72443,13.84,0.00206766,13.84,-0.0107051,13.84,-0.0148238
13.842,-8.68184,13.842,0.00228519,13.842,-0.00972619,13.842,-0.0137035
13.844,-8.63859,13.844,0.00250712,13.844,-0.00872776,13.844,-0.0126108
13.846,-8.59469,13.846,0.00274443,13.846,-0.00761731,13.846,-0.0114438
13.848,-8.55015,13.848,0.003252,13.848,-0.00541588,13.848,-0.00911041
13.85,-8.50495,13.85,0.00377276,13.85,-0.00307809,13.85,-0.00670664
13.852,-8.45911,13.852,0.00400128,13.852,-0.00188972,13.852,-0.00551826
13.854,-8.41263,13.854,0.00414191,13.854,-0.000720819,13.854,-0.00432109
13.856,-8.36552,13.856,0.00419684,13.856,0.000384762,13.856,-0.00314954
13.858,-8.31777,13.858,0.00419904,13.858,0.00154879,13.858,-0.00189126
13.86,-8.26939,13.86,0.00408918,13.86,0.00496781,13.86,0.00187647
13.862,-8.22038,13.862,0.00404303,13.862,0.00606365,13.862,0.00316081
13.864,-8.17075,13.864,0.00401227,13.864,0.0071254,13.864,0.00443933
13.866,-8.1205,13.866,0.00400348,13.866,0.00814331,13.866,0.00573056
13.868,-8.06963,13.868,0.00399469,13.868,0.009132,13.868,0.00702084
13.87,-8.01815,13.87,0.00386725,13.87,0.0119374,13.87,0.0110797
13.872,-7.96606,13.872,0.00378595,13.872,0.0127556,13.872,0.0124351
13.874,-7.91336,13.874,0.00372662,13.874,0.0134569,13.874,0.0136831
13.876,-7.86006,13.876,0.00367828,13.876,0.0141388,13.876,0.0149587
13.878,-7.80616,13.878,0.00360797,13.878,0.0147719,13.878,0.0162233
13.88,-7.75167,13.88,0.0032564,13.88,0.0156778,13.88,0.0193629
13.882,-7.69659,13.882,0.00319707,13.882,0.015483,13.882,0.0200635
13.884,-7.64092,13.884,0.0031729,13.884,0.0153223,13.884,0.0208735
13.886,-7.58467,13.886,0.00315532,13.886,0.014845,13.886,0.0214989
13.888,-7.52784,13.888,0.0030894,13.888,0.0145771,13.888,0.0225222
13.89,-7.47043,13.89,0.00264115,13.89,0.013793,13.89,0.0264882
13.892,-7.41245,13.892,0.00242802,13.892,0.0135884,13.892,0.0279801
13.894,-7.35391,13.894,0.00217313,13.894,0.0133546,13.894,0.029226
13.896,-7.2948,13.896,0.00190066,13.896,0.0131452,13.896,0.030025
13.898,-7.23514,13.898,0.00161941,13.898,0.0127945,13.898,0.0303624
13.9,-7.17492,13.9,0.001303,13.9,0.01259,13.9,0.0308552
13.902,-7.11415,13.902,0.000588876,13.902,0.0122588,13.902,0.0320415
13.904,-7.05284,13.904,0.000215335,13.904,0.0123806,13.904,0.0328512
13.906,-6.99098,13.906,-0.000120852,13.906,0.0123124,13.906,0.0332543
13.908,-6.92859,13.908,-0.000384528,13.908,0.0121419,13.908,0.0334137
13.91,-6.86567,13.91,-0.000562509,13.91,0.0124293,13.91,0.0338801
13.912,-6.80222,13.912,-0.000621836,13.912,0.012025,13.912,0.0334005
13.914,-6.73824,13.914,-0.00068336,13.914,0.0112701,13.914,0.0314769
13.916,-6.67375,13.916,-0.000769055,13.916,0.0113432,13.916,0.0310033
13.918,-6.60875,13.918,-0.000900893,13.918,0.0111045,13.918,0.030218
13.92,-6.54323,13.92,-0.0010591,13.92,0.0113967,13.92,0.0299447
13.922,-6.47721,13.922,-0.00143044,13.922,0.011012,13.922,0.028118
13.924,-6.41069,13.924,-0.00164578,13.924,0.0107928,13.924,0.0270317
13.926,-6.34368,13.926,-0.00187869,13.926,0.0105055,13.926,0.0258962
13.928,-6.27618,13.928,-0.002116,13.928,0.0100915,13.928,0.0246811
13.93,-6.20819,13.93,-0.0023621,13.93,0.00998919,13.93,0.0238059
13.932,-6.13972,13.932,-0.00288066,13.932,0.00968236,13.932,0.0219534
13.934,-6.07078,13.934,-0.00335528,13.934,0.00899076,13.934,0.0197068
13.936,-6.00137,13.936,-0.00355743,13.936,0.00861087,13.936,0.0185163
13.938,-5.93149,13.938,-0.00369146,13.938,0.00805564,13.938,0.017094
13.94,-5.86116,13.94,-0.00375958,13.94,0.0075686,13.94,0.0157965
13.942,-5.79037,13.942,-0.00380792,13.942,0.00721306,13.942,0.0146681
13.944,-5.71913,13.944,-0.00391119,13.944,0.0062682,13.944,0.0123095
13.946,-5.64744,13.946,-0.00400128,13.946,0.00480708,13.946,0.00943466
13.948,-5.57532,13.948,-0.00405841,13.948,0.00412523,13.948,0.0080271
13.95,-5.50276,13.95,-0.00411994,13.95,0.00332648,13.95,0.00651207
13.952,-5.42977,13.952,-0.00417048,13.952,0.00254722,13.952,0.00508249
13.954,-5.35637,13.954,-0.00421662,13.954,0.00188972,13.954,0.00380295
13.956,-5.28254,13.956,-0.00425397,13.956,0.00109584,13.956,0.00243416
13.958,-5.2083,13.958,-0.00429133,13.958,-0.000623411,13.958,-0.000293543
13.96,-5.13366,13.96,-0.00428913,13.96,-0.00184588,13.96,-0.00198725
13.962,-5.05861,13.962,-0.00427375,13.962,-0.00279074,13.962,-0.00339393
13.964,-4.98317,13.964,-0.00423859,13.964,-0.00369663,13.964,-0.00474279
13.966,-4.90734,13.966,-0.00419245,13.966,-0.00474377,13.966,-0.00618576
13.968,-4.83113,13.968,-0.00406281,13.968,-0.00658478,13.968,-0.00873364
13.97,-4.75453,13.97,-0.0038233,13.97,-0.00966774,13.97,-0.0126837
13.972,-4.67757,13.972,-0.0037442,13.972,-0.01071,13.972,-0.0140087
13.974,-4.60023,13.974,-0.00368267,13.974,-0.0115964,13.974,-0.0151684
13.976,-4.52254,13.976,-0.00363653,13.976,-0.0125559,13.976,-0.0163729
13.978,-4.44448,13.978,-0.00350689,13.978,-0.0142021,13.978,-0.0184809
13.98,-4.36608,13.98,-0.00344537,13.98,-0.0150982,13.98,-0.0195939
13.982,-4.28734,13.982,-0.00336407,13.982,-0.0159798,13.982,-0.0207205
13.984,-4.20825,13.984,-0.00326299,13.984,-0.0168321,13.984,-0.021799
13.986,-4.12884,13.986,-0.00314434,13.986,-0.0176357,13.986,-0.0228194
13.988,-4.04909,13.988,-0.00286528,13.988,-0.0190092,13.988,-0.0246641
13.99,-3.96903,13.99,-0.00254887,13.99,-0.0201732,13.99,-0.0263464
13.992,-3.88865,13.992,-0.00238627,13.992,-0.0207869,13.992,-0.0272146
13.994,-3.80797,13.994,-0.00223246,13.994,-0.0213713,13.994,-0.0280535
13.996,-3.72698,13.996,-0.00208304,13.996,-0.0219558,13.996,-0.0289113
13.998,-3.64569,13.998,-0.00193582,13.998,-0.0224428,13.998,-0.029681
14,-3.56412,14,-0.00186111,14,-0.0226133,14,-0.0302379
14.002,-3.48226,14.002,-0.00182596,14.002,-0.021571,14.002,-0.0307508
14.004,-3.40012,14.004,-0.00176223,14.004,-0.0215661,14.004,-0.0316884
14.006,-3.31771,14.006,-0.00169851,14.006,-0.0214687,14.006,-0.0325052
14.008,-3.23504,14.008,-0.00164578,14.008,-0.0211814,14.008,-0.0330755
14.01,-3.1521,14.01,-0.00156228,14.01,-0.0211181,14.01,-0.0338133
14.012,-3.06892,14.012,-0.0013799,14.012,-0.020933,14.012,-0.0346743
14.014,-2.98548,14.014,-0.0010591,14.014,-0.0202463,14.014,-0.0338274
14.016,-2.90181,14.016,-0.000947036,14.016,-0.0202706,14.016,-0.0336727
14.018,-2.8179,14.018,-0.000830579,14.018,-0.0200466,14.018,-0.0332413
14.02,-2.73376,14.02,-0.000709728,14.02,-0.0200514,14.02,-0.0329823
14.022,-2.6494,14.022,-0.000459236,14.022,-0.0197202,14.022,-0.0318123
14.024,-2.56483,14.024,-0.000329595,14.024,-0.0195936,14.024,-0.0311861
14.026,-2.48005,14.026,-0.000193362,14.026,-0.0194524,14.026,-0.0305171
14.028,-2.39506,14.028,-5.93E-05,14.028,-0.0190335,14.028,-0.0295516
14.03,-2.30988,14.03,8.13E-05,14.03,-0.0187462,14.03,-0.0286893
14.032,-2.22451,14.032,0.000369146,14.032,-0.018001,14.032,-0.0267566
14.034,-2.13896,14.034,0.000674571,14.034,-0.0169441,14.034,-0.0244745
14.036,-2.05323,14.036,0.000826185,14.036,-0.0161649,14.036,-0.0232052
14.038,-1.96733,14.038,0.000988785,14.038,-0.0154781,14.038,-0.0221792
14.04,-1.88127,14.04,0.00114699,14.04,-0.0148206,14.04,-0.0213426
14.042,-1.79505,14.042,0.00131399,14.042,-0.0140852,14.042,-0.0204846
14.044,-1.70868,14.044,0.00166555,14.044,-0.0125072,14.044,-0.0186804
14.046,-1.62217,14.046,0.00204788,14.046,-0.0104811,14.046,-0.0164281
14.048,-1.53552,14.048,0.00225223,14.048,-0.00941448,14.048,-0.0152861
14.05,-1.44873,14.05,0.00246977,14.05,-0.00827968,14.05,-0.0141325
14.052,-1.36183,14.052,0.00269609,14.052,-0.00723741,14.052,-0.0131373
14.054,-1.27481,14.054,0.00294438,14.054,-0.00611722,14.054,-0.0120925
14.056,-1.18768,14.056,0.00320147,14.056,-0.00494346,14.056,-0.0110036
14.058,-1.10044,14.058,0.00369146,14.058,-0.00257157,14.058,-0.00877309
14.06,-1.01311,14.06,0.0039046,14.06,-0.00138319,14.06,-0.00764126
14.062,-0.925683,14.062,0.0040694,14.062,-0.000175334,14.062,-0.0064711
14.064,-0.838176,14.064,0.00414191,14.064,0.00104714,14.064,-0.0052769
14.066,-0.750591,14.066,0.00414631,14.066,0.00216733,14.066,-0.00417556
14.068,-0.662937,14.068,0.00402106,14.068,0.00439797,14.068,-0.00195434
14.07,-0.575219,14.07,0.00367389,14.07,0.00759782,14.07,0.00128321
14.072,-0.487444,14.072,0.00356182,14.072,0.00854755,14.072,0.00228948
14.074,-0.39962,14.074,0.00348931,14.074,0.0095265,14.074,0.00344751
14.076,-0.311752,14.076,0.00347173,14.076,0.0104178,14.076,0.00469693
14.078,-0.223848,14.078,0.00346954,14.078,0.012176,14.078,0.00748245
14.08,-0.135914,14.08,0.00345196,14.08,0.0128871,14.08,0.00873074
14.082,-0.047957,14.082,0.00338824,14.082,0.0136079,14.082,0.010017
14.084,0.0400157,14.084,0.00326958,14.084,0.0142557,14.084,0.0112586
14.086,0.127998,14.086,0.00313994,14.086,0.0148401,14.086,0.0124933
14.088,0.215982,14.088,0.00287187,14.088,0.0154294,14.088,0.0146377
14.09,0.303962,14.09,0.00270488,14.09,0.0150836,14.09,0.0165822
14.092,0.391931,14.092,0.00266532,14.092,0.0146063,14.092,0.0176034
14.094,0.479881,14.094,0.0026016,14.094,0.0142654,14.094,0.0189213
14.096,0.567807,14.096,0.00248075,14.096,0.0140998,14.096,0.0203767
14.098,0.655701,14.098,0.00231376,14.098,0.0134764,14.098,0.0213461
14.1,0.743556,14.1,0.00193582,14.1,0.0130234,14.1,0.0239751
14.102,0.831366,14.102,0.00139089,14.102,0.0122588,14.102,0.0256986
14.104,0.919124,14.104,0.00107887,14.104,0.0119861,14.104,0.0263023
14.106,1.00682,14.106,0.00076466,14.106,0.0116792,14.106,0.0267589
14.108,1.09446,14.108,0.000457038,14.108,0.0115136,14.108,0.0273096
14.11,1.18202,14.11,0.000142825,14.11,0.0112993,14.11,0.0277645
14.112,1.2695,14.112,-0.000191165,14.112,0.0113042,14.112,0.0284008
14.114,1.35689,14.114,-0.000867934,14.114,0.0112409,14.114,0.0291574
14.116,1.44419,14.116,-0.00120852,14.116,0.0113286,14.116,0.0294242
14.118,1.53139,14.118,-0.00149636,14.118,0.0110607,14.118,0.0292788
14.12,1.61849,14.12,-0.00166336,14.12,0.0108561,14.12,0.0291497
14.122,1.70547,14.122,-0.00177102,14.122,0.0107831,14.122,0.0291332
14.124,1.79232,14.124,-0.00192923,14.124,0.0101548,14.124,0.0285331
14.126,1.87906,14.126,-0.0023621,14.126,0.00981386,14.126,0.0281262
14.128,1.96565,14.128,-0.00253788,14.128,0.00967748,14.128,0.027905
14.13,2.05211,14.13,-0.00271367,14.13,0.00966287,14.13,0.0276548
14.132,2.13842,14.132,-0.00287187,14.132,0.00965313,14.132,0.0271267
14.134,2.22457,14.134,-0.00315313,14.134,0.00927811,14.134,0.0251777
14.136,2.31057,14.136,-0.00326739,14.136,0.00922454,14.136,0.0243042
14.138,2.39639,14.138,-0.00337505,14.138,0.00901511,14.138,0.0232466
14.14,2.48204,14.14,-0.00346075,14.14,0.00902485,14.14,0.0223704
14.142,2.56751,14.142,-0.00353985,14.142,0.00890309,14.142,0.0213438
14.144,2.65279,14.144,-0.00368487,14.144,0.00880568,14.144,0.0193992
14.146,2.73787,14.146,-0.00382989,14.146,0.00857677,14.146,0.0172005
14.148,2.82276,14.148,-0.00389581,14.148,0.00845988,14.148,0.0160657
14.15,2.90743,14.15,-0.00394196,14.15,0.00827481,14.15,0.0148345
14.152,2.99189,14.152,-0.00397052,14.152,0.00814818,14.152,0.0136428
14.154,3.07613,14.154,-0.00399689,14.154,0.00785108,14.154,0.0122525
14.156,3.16013,14.156,-0.00403644,14.156,0.00684778,14.156,0.00795991
14.158,3.24391,14.158,-0.00404523,14.158,0.00647763,14.158,0.00655303
14.16,3.32744,14.16,-0.00404743,14.16,0.00605391,14.16,0.00523395
14.162,3.41072,14.162,-0.00404303,14.162,0.00553277,14.162,0.00389286
14.164,3.49375,14.164,-0.00403644,14.164,0.00509931,14.164,0.00263944
14.166,3.57651,14.166,-0.00399249,14.166,0.003044,14.166,-0.00157415
14.168,3.65901,14.168,-0.00397272,14.168,0.00216733,14.168,-0.00302574
14.17,3.74123,14.17,-0.00394196,14.17,0.00133936,14.17,-0.00439092
14.172,3.82317,14.172,-0.00390021,14.172,0.00049191,14.172,-0.00570018
14.174,3.90482,14.174,-0.00372882,14.174,-0.00151469,14.174,-0.00840422
14.176,3.98617,14.176,-0.00360577,14.176,-0.00253261,14.176,-0.00966718
14.178,4.06723,14.178,-0.00345855,14.178,-0.00368202,14.178,-0.0110051
14.18,4.14798,14.18,-0.00332012,14.18,-0.00467558,14.18,-0.0121212
14.182,4.22841,14.182,-0.0031773,14.182,-0.00578604,14.182,-0.013307
14.184,4.30852,14.184,-0.00282793,14.184,-0.0080459,14.184,-0.0155952
14.186,4.38831,14.186,-0.00242142,14.186,-0.0103399,14.186,-0.0178232
14.188,4.46776,14.188,-0.00224784,14.188,-0.0113529,14.188,-0.0187985
14.19,4.54687,14.19,-0.0021138,14.19,-0.0124487,14.19,-0.0198661
14.192,4.62564,14.192,-0.00201273,14.192,-0.0134569,14.192,-0.0208554
14.194,4.70405,14.194,-0.00190726,14.194,-0.0144359,14.194,-0.0218343
14.196,4.7821,14.196,-0.00167654,14.196,-0.0162817,14.196,-0.0237556
14.198,4.85979,14.198,-0.00139529,14.198,-0.0177818,14.198,-0.0254442
14.2,4.93711,14.2,-0.00124147,14.2,-0.0184442,14.2,-0.0262574
14.202,5.01405,14.202,-0.00108766,14.202,-0.0191066,14.202,-0.0271082
14.204,5.09061,14.204,-0.000938247,14.204,-0.0197202,14.204,-0.0279575
14.206,5.16677,14.206,-0.000791028,14.206,-0.020256,14.206,-0.0287666
14.208,5.24254,14.208,-0.00049659,14.208,-0.0210353,14.208,-0.0302339
14.21,5.31791,14.21,-0.000417487,14.21,-0.0205969,14.21,-0.0306909
14.212,5.39287,14.212,-0.000349371,14.212,-0.0201342,14.212,-0.0307654
14.214,5.46742,14.214,-0.000230717,14.214,-0.0202463,14.214,-0.0314995
14.216,5.54154,14.216,-0.000136233,14.216,-0.0202365,14.216,-0.0321966
14.218,5.61524,14.218,4.61E-05,14.218,-0.0198079,14.218,-0.0333514
14.22,5.6885,14.22,0.000268071,14.22,-0.0199297,14.22,-0.0348586
14.222,5.76133,14.222,0.000377936,14.222,-0.0196959,14.222,-0.0347473
14.224,5.83371,14.224,0.000492195,14.224,-0.019355,14.224,-0.034331
14.226,5.90564,14.226,0.000606455,14.226,-0.0193696,14.226,-0.0342702
14.228,5.97712,14.228,0.000718517,14.228,-0.0193745,14.228,-0.0342468
14.23,6.04813,14.23,0.00107668,14.23,-0.0190579,14.23,-0.033261
14.232,6.11867,14.232,0.00119753,14.232,-0.0187997,14.232,-0.0326636
14.234,6.18874,14.234,0.00131399,14.234,-0.0187803,14.234,-0.032352
14.236,6.25834,14.236,0.00143923,14.236,-0.0185221,14.236,-0.031764
14.238,6.32744,14.238,0.00155569,14.238,-0.0180692,14.238,-0.0309152
14.24,6.39606,14.24,0.00191824,14.24,-0.0171097,14.24,-0.0289473
14.242,6.46418,14.242,0.00203909,14.242,-0.0166373,14.242,-0.0281827
14.244,6.53179,14.244,0.00215775,14.244,-0.0160187,14.244,-0.0273097
14.246,6.5989,14.246,0.0022786,14.246,-0.0153466,14.246,-0.0264302
14.248,6.6655,14.248,0.00239725,14.248,-0.0147281,14.248,-0.0256326
14.25,6.73158,14.25,0.00251811,14.25,-0.013944,14.25,-0.0247165
14.252,6.79713,14.252,0.00277299,14.252,-0.0123367,14.252,-0.0229773
14.254,6.86215,14.254,0.00290483,14.254,-0.011387,14.254,-0.0220087
14.256,6.92664,14.256,0.00304546,14.256,-0.0103788,14.256,-0.02101
14.258,6.99059,14.258,0.00317949,14.258,-0.00944858,14.258,-0.0201269
14.26,7.054,14.26,0.00330694,14.26,-0.00835274,14.26,-0.0190782
14.262,7.11685,14.262,0.00352667,14.262,-0.00620976,14.262,-0.0170954
14.264,7.17914,14.264,0.00371783,14.264,-0.00287841,14.264,-0.0139243
14.266,7.24088,14.266,0.00373761,14.266,-0.00171438,14.266,-0.0127885
14.268,7.30205,14.268,0.00371563,14.268,-0.000652634,14.268,-0.0117173
14.27,7.36265,14.27,0.00367169,14.27,0.000448077,14.27,-0.0105695
14.272,7.42267,14.272,0.00362335,14.272,0.00159749,14.272,-0.00935413
14.274,7.48211,14.274,0.00349151,14.274,0.00472429,14.274,-0.00573724
14.276,7.54096,14.276,0.00344976,14.276,0.0056935,14.276,-0.00453241
14.278,7.59922,14.278,0.0034146,14.278,0.00668706,14.278,-0.00323726
14.28,7.65689,14.28,0.00337286,14.28,0.0076514,14.28,-0.00191477
14.282,7.71395,14.282,0.00330694,14.282,0.00852807,14.282,-0.00066111
14.284,7.77041,14.284,0.00318828,14.284,0.00939013,14.284,0.000615642
14.286,7.82626,14.286,0.00284331,14.286,0.0108805,14.286,0.00309559
14.288,7.88149,14.288,0.00266313,14.288,0.0115867,14.288,0.00433901
14.29,7.9361,14.29,0.00246098,14.29,0.0122198,14.29,0.00558477
14.292,7.99009,14.292,0.00225443,14.292,0.0128238,14.292,0.00682017
14.294,8.04345,14.294,0.00202811,14.294,0.0133303,14.294,0.007977
14.296,8.09617,14.296,0.0015469,14.296,0.0140998,14.296,0.0101791
14.298,8.14826,14.298,0.00120852,14.298,0.0136128,14.298,0.0130661
14.3,8.1997,14.3,0.00120632,14.3,0.0130819,14.3,0.0140244
14.302,8.2505,14.302,0.00122609,14.302,0.0128238,14.302,0.0152271
14.304,8.30064,14.304,0.00120632,14.304,0.0124487,14.304,0.0162092
14.306,8.35013,14.306,0.00101515,14.306,0.0117425,14.306,0.0179912
14.308,8.39896,14.308,0.000896498,14.308,0.0113821,14.308,0.0186863
14.31,8.44713,14.31,0.000720714,14.31,0.0109292,14.31,0.0192136
14.312,8.49463,14.312,0.000494393,14.312,0.0108513,14.312,0.0200216
14.314,8.54145,14.314,0.000232914,14.314,0.0106029,14.314,0.0205554
14.316,8.5876,14.316,-0.000369146,14.316,0.0103983,14.316,0.0215855
14.318,8.63307,14.318,-0.00112941,14.318,0.0103886,14.318,0.0223863
14.32,8.67786,14.32,-0.00152712,14.32,0.0104373,14.32,0.0226801
14.322,8.72196,14.322,-0.0018699,14.322,0.0105201,14.322,0.0229043
14.324,8.76536,14.324,-0.00212259,14.324,0.0105736,14.324,0.0229861
14.326,8.80807,14.326,-0.00231595,14.326,0.0101353,14.326,0.0224912
14.328,8.85009,14.328,-0.00246977,14.328,0.0100184,14.328,0.022167
14.33,8.89139,14.33,-0.00257743,14.33,0.0096921,14.33,0.021982
14.332,8.932,14.332,-0.00265214,14.332,0.00934143,14.332,0.0216125
14.334,8.97189,14.334,-0.00274443,14.334,0.00920993,14.334,0.0213585
14.336,9.01107,14.336,-0.00285649,14.336,0.00935604,14.336,0.0212878
14.338,9.04953,14.338,-0.00299931,14.338,0.00912226,14.338,0.020743
14.34,9.08727,14.34,-0.0031773,14.34,0.00910765,14.34,0.0202949
14.342,9.12429,14.342,-0.00356842,14.342,0.00888848,14.342,0.0188316
