Time - Fc (N),Amplitude - Fc (N),"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
3.234,0,3.234,-0.000384528,3.234,3.90E-05,3.234,3.90E-05
3.236,0,3.236,-0.000424079,3.236,9.74E-06,3.236,9.74E-06
3.238,0,3.238,-0.00047242,3.238,-2.92E-05,3.238,-2.92E-05
3.24,0,3.24,-0.00049659,3.24,-4.38E-05,3.24,-4.38E-05
3.242,0,3.242,-0.000518563,3.242,-5.36E-05,3.242,-5.36E-05
3.244,0,3.244,-0.000536141,3.244,-6.33E-05,3.244,-6.33E-05
3.246,0,3.246,-0.00055372,3.246,-7.31E-05,3.246,-7.31E-05
3.248,0,3.248,-0.000593271,3.248,-0.000107149,3.248,-0.000107149
3.25,0,3.25,-0.000639414,3.25,-0.000141242,3.25,-0.000141242
3.252,0,3.252,-0.000663585,3.252,-0.000150982,3.252,-0.000150982
3.254,0,3.254,-0.000685558,3.254,-0.000165594,3.254,-0.000165594
3.256,0,3.256,-0.000700939,3.256,-0.000175334,3.256,-0.000175334
3.258,0,3.258,-0.00071632,3.258,-0.000180205,3.258,-0.000180205
3.26,0,3.26,-0.000755871,3.26,-0.000209427,3.26,-0.000209427
3.262,0,3.262,-0.000802015,3.262,-0.00024352,3.262,-0.00024352
3.264,0,3.264,-0.000828382,3.264,-0.000258131,3.264,-0.000258131
3.266,0,3.266,-0.000848158,3.266,-0.000272742,3.266,-0.000272742
3.268,0,3.268,-0.000863539,3.268,-0.000282483,3.268,-0.000282483
3.27,0,3.27,-0.00087892,3.27,-0.000292224,3.27,-0.000292224
3.272,0,3.272,-0.000916274,3.272,-0.000316576,3.272,-0.000316576
3.274,0,3.274,-0.000958023,3.274,-0.000350669,3.274,-0.000350669
3.276,0,3.276,-0.000979996,3.276,-0.00036528,3.276,-0.00036528
3.278,0,3.278,-0.000999772,3.278,-0.000379891,3.278,-0.000379891
3.28,0,3.28,-0.00101735,3.28,-0.000394502,3.28,-0.000394502
3.282,0,3.282,-0.00103273,3.282,-0.000404243,3.282,-0.000404243
3.284,0,3.284,-0.00107228,3.284,-0.000438336,3.284,-0.000438336
3.286,0,3.286,-0.00111843,3.286,-0.00048704,3.286,-0.00048704
3.288,0,3.288,-0.0011426,3.288,-0.000506522,3.288,-0.000506522
3.29,0,3.29,-0.00116237,3.29,-0.000526003,3.29,-0.000526003
3.292,0,3.292,-0.00117995,3.292,-0.000540614,3.292,-0.000540614
3.294,0,3.294,-0.00119753,3.294,-0.000555226,3.294,-0.000555226
3.296,0,3.296,-0.00123928,3.296,-0.000599059,3.296,-0.000599059
3.298,0,3.298,-0.00128982,3.298,-0.000657504,3.298,-0.000657504
3.3,0,3.3,-0.00131618,3.3,-0.000686726,3.3,-0.000686726
3.302,0,3.302,-0.00133816,3.302,-0.000706208,3.302,-0.000706208
3.304,0,3.304,-0.00135793,3.304,-0.00072569,3.304,-0.00072569
3.306,0,3.306,-0.00137331,3.306,-0.000745171,3.306,-0.000745171
3.308,0,3.308,-0.00141286,3.308,-0.000793875,3.308,-0.000793875
3.31,0,3.31,-0.0014612,3.31,-0.00085719,3.31,-0.00085719
3.312,0,3.312,-0.00148537,3.312,-0.000886413,3.312,-0.000886413
3.314,0,3.314,-0.00150515,3.314,-0.000910765,3.314,-0.000910765
3.316,0,3.316,-0.00152053,3.316,-0.000939987,3.316,-0.000939987
3.318,0,3.318,-0.00153811,3.318,-0.000964339,3.318,-0.000964339
3.32,0,3.32,-0.00157327,3.32,-0.00101791,3.32,-0.00101791
3.322,0,3.322,-0.00161721,3.322,-0.00107636,3.322,-0.00107636
3.324,0,3.324,-0.00164138,3.324,-0.00111045,3.324,-0.00111045
3.326,0,3.326,-0.00165896,3.326,-0.0011348,3.326,-0.0011348
3.328,0,3.328,-0.00167434,3.328,-0.00115916,3.328,-0.00115916
3.33,0,3.33,-0.00168972,3.33,-0.00119325,3.33,-0.00119325
3.332,0,3.332,-0.00172708,3.332,-0.00124682,3.332,-0.00124682
3.334,0,3.334,-0.00177102,3.334,-0.00130527,3.334,-0.00130527
3.336,0,3.336,-0.00179519,3.336,-0.00133449,3.336,-0.00133449
3.338,0,3.338,-0.00181497,3.338,-0.00136371,3.338,-0.00136371
3.34,0,3.34,-0.00183255,3.34,-0.00139293,3.34,-0.00139293
3.342,0,3.342,-0.00184793,3.342,-0.00141729,3.342,-0.00141729
3.344,0,3.344,-0.00188528,3.344,-0.00146599,3.344,-0.00146599
3.346,0,3.346,-0.00193143,3.346,-0.00151956,3.346,-0.00151956
3.348,0,3.348,-0.0019534,3.348,-0.00154879,3.348,-0.00154879
3.35,0,3.35,-0.00197537,3.35,-0.00157801,3.35,-0.00157801
3.352,0,3.352,-0.00199295,3.352,-0.00159749,3.352,-0.00159749
3.354,0,3.354,-0.00201053,3.354,-0.00161697,3.354,-0.00161697
3.356,0,3.356,-0.00205008,3.356,-0.00166081,3.356,-0.00166081
3.358,0,3.358,-0.00210062,3.358,-0.00172412,3.358,-0.00172412
3.36,0,3.36,-0.00212699,3.36,-0.00175334,3.36,-0.00175334
3.362,0,3.362,-0.00215116,3.362,-0.0017777,3.362,-0.0017777
3.364,0,3.364,-0.00216874,3.364,-0.00180205,3.364,-0.00180205
3.366,0,3.366,-0.00218412,3.366,-0.0018264,3.366,-0.0018264
3.368,0,3.368,-0.00222367,3.368,-0.0018751,3.368,-0.0018751
3.37,0,3.37,-0.00226981,3.37,-0.00193355,3.37,-0.00193355
3.372,0,3.372,-0.00229178,3.372,-0.00196277,3.372,-0.00196277
3.374,0,3.374,-0.00231156,3.374,-0.00199199,3.374,-0.00199199
3.376,0,3.376,-0.00232914,3.376,-0.00201635,3.376,-0.00201635
3.378,0,3.378,-0.00234452,3.378,-0.0020407,3.378,-0.0020407
3.38,0,3.38,-0.00238187,3.38,-0.0020894,3.38,-0.0020894
3.382,0,3.382,-0.00242582,3.382,-0.00212836,3.382,-0.00212836
3.384,0,3.384,-0.00244779,3.384,-0.00214785,3.384,-0.00214785
3.386,0,3.386,-0.00246537,3.386,-0.00216733,3.386,-0.00216733
3.388,0,3.388,-0.00248075,3.388,-0.00218681,3.388,-0.00218681
3.39,0,3.39,-0.00249613,3.39,-0.00220629,3.39,-0.00220629
3.392,0,3.392,-0.00253568,3.392,-0.00223551,3.392,-0.00223551
3.394,0,3.394,-0.00257963,3.394,-0.00226474,3.394,-0.00226474
3.396,0,3.396,-0.0026016,3.396,-0.00228422,3.396,-0.00228422
3.398,0,3.398,-0.00261918,3.398,-0.0023037,3.398,-0.0023037
3.4,0,3.4,-0.00263456,3.4,-0.00231344,3.4,-0.00231344
3.402,0,3.402,-0.00264994,3.402,-0.00231831,3.402,-0.00231831
3.404,0,3.404,-0.0026873,3.404,-0.00232805,3.404,-0.00232805
3.406,0,3.406,-0.00273344,3.406,-0.0023524,3.406,-0.0023524
3.408,0,3.408,-0.00275541,3.408,-0.00236214,3.408,-0.00236214
3.41,0,3.41,-0.00277739,3.41,-0.00236214,3.41,-0.00236214
3.412,0,3.412,-0.00279277,3.412,-0.00236701,3.412,-0.00236701
3.414,0,3.414,-0.00281035,3.414,-0.00236701,3.414,-0.00236701
3.416,0,3.416,-0.0028477,3.416,-0.00236701,3.416,-0.00236701
3.418,0,3.418,-0.00289384,3.418,-0.00238163,3.418,-0.00238163
3.42,0,3.42,-0.00291801,3.42,-0.0023865,3.42,-0.0023865
3.422,0,3.422,-0.00293999,3.422,-0.0023865,3.422,-0.0023865
3.424,0,3.424,-0.00295757,3.424,-0.0023865,3.424,-0.0023865
3.426,0,3.426,-0.00297514,3.426,-0.00238163,3.426,-0.00238163
3.428,0,3.428,-0.00301689,3.428,-0.0023865,3.428,-0.0023865
3.43,0,3.43,-0.00306523,3.43,-0.00239624,3.43,-0.00239624
3.432,0,3.432,-0.00308721,3.432,-0.00240111,3.432,-0.00240111
3.434,0,3.434,-0.00310698,3.434,-0.00240111,3.434,-0.00240111
3.436,0,3.436,-0.00312236,3.436,-0.00240111,3.436,-0.00240111
3.438,0,3.438,-0.00313774,3.438,-0.00240111,3.438,-0.00240111
3.44,0,3.44,-0.0031707,3.44,-0.00240598,3.44,-0.00240598
3.442,0,3.442,-0.00321465,3.442,-0.00242059,3.442,-0.00242059
3.444,0,3.444,-0.00323882,3.444,-0.00243033,3.444,-0.00243033
3.446,0,3.446,-0.0032586,3.446,-0.00244007,3.446,-0.00244007
3.448,0,3.448,-0.00327398,3.448,-0.00244494,3.448,-0.00244494
3.45,0,3.45,-0.00328936,3.45,-0.00244494,3.45,-0.00244494
3.452,0,3.452,-0.00332671,3.452,-0.00245468,3.452,-0.00245468
3.454,0,3.454,-0.00336846,3.454,-0.00247903,3.454,-0.00247903
3.456,0,3.456,-0.00339043,3.456,-0.00249364,3.456,-0.00249364
3.458,0,3.458,-0.00341021,3.458,-0.00250339,3.458,-0.00250339
3.46,0,3.46,-0.00342559,3.46,-0.00251313,3.46,-0.00251313
3.462,0,3.462,-0.00343877,3.462,-0.002518,3.462,-0.002518
3.464,0,3.464,-0.00347393,3.464,-0.00253261,3.464,-0.00253261
3.466,0,3.466,-0.00351788,3.466,-0.00255696,3.466,-0.00253811
3.468,0,3.468,-0.00354205,3.468,-0.00257157,3.468,-0.0025433
3.47,0,3.47,-0.00356182,3.47,-0.00258131,3.47,-0.00255304
3.472,0,3.472,-0.0035794,3.472,-0.00259105,3.472,-0.00255335
3.474,0,3.474,-0.00359698,3.474,-0.00260079,3.474,-0.00256309
3.476,0,3.476,-0.00363653,3.476,-0.00262515,3.476,-0.00258745
3.478,0,3.478,-0.00368267,3.478,-0.00266411,3.478,-0.00262641
3.48,0,3.48,-0.00370685,3.48,-0.00268359,3.48,-0.00264589
3.482,0,3.482,-0.00372662,3.482,-0.0026982,3.482,-0.0026605
3.484,0,3.484,-0.003742,3.484,-0.00271281,3.484,-0.00267511
3.486,0,3.486,-0.00375958,3.486,-0.00272255,3.486,-0.00268485
3.488,0,3.488,-0.00379913,3.488,-0.00276152,3.488,-0.00272382
3.49,0,3.49,-0.00384747,3.49,-0.00281509,3.49,-0.00277739
3.492,0,3.492,-0.00386945,3.492,-0.00284431,3.492,-0.00280661
3.494,0,3.494,-0.00389142,3.494,-0.00286867,3.494,-0.00283097
3.496,0,3.496,-0.0039068,3.496,-0.00289302,3.496,-0.00285532
3.498,0,3.498,-0.00391998,3.498,-0.00291737,3.498,-0.00287967
3.5,0,3.5,-0.00395514,3.5,-0.00297094,3.5,-0.00293324
3.502,0,3.502,-0.00399689,3.502,-0.00303913,3.502,-0.00300143
3.504,0,3.504,-0.00401886,3.504,-0.00308296,3.504,-0.00304526
3.506,0,3.506,-0.00403864,3.506,-0.00311706,3.506,-0.00307936
3.508,0,3.508,-0.00405402,3.508,-0.00315602,3.508,-0.00311832
3.51,0,3.51,-0.0040694,3.51,-0.00318524,3.51,-0.00314754
3.512,0,3.512,-0.00410675,3.512,-0.00324856,3.512,-0.00321086
3.514,0,3.514,-0.0041507,3.514,-0.00332161,3.514,-0.00328391
3.516,0,3.516,-0.00417267,3.516,-0.00337032,3.516,-0.00333262
3.518,0,3.518,-0.00419025,3.518,-0.00340441,3.518,-0.00336671
3.52,0,3.52,-0.00420343,3.52,-0.00344337,3.52,-0.00340567
3.522,0,3.522,-0.00421882,3.522,-0.00347747,3.522,-0.00343977
3.524,0,3.524,-0.00425178,3.524,-0.00354078,3.524,-0.00350308
3.526,0,3.526,-0.00429572,3.526,-0.00361871,3.526,-0.00358101
3.528,0,3.528,-0.00431769,3.528,-0.00365767,3.528,-0.00361997
3.53,0,3.53,-0.00433747,3.53,-0.0037015,3.53,-0.0036638
3.532,0,3.532,-0.00435285,3.532,-0.00373073,3.532,-0.00369303
3.534,0,3.534,-0.00437043,3.534,-0.00376969,3.534,-0.00373199
3.536,0,3.536,-0.00440778,3.536,-0.00382813,3.536,-0.00379044
3.538,0,3.538,-0.00445393,3.538,-0.00390119,3.538,-0.00386349
3.54,0,3.54,-0.0044759,3.54,-0.00393528,3.54,-0.00389758
3.542,0,3.542,-0.00449568,3.542,-0.00397912,3.542,-0.00394142
3.544,0,3.544,-0.00451106,3.544,-0.00401321,3.544,-0.00397551
3.546,0,3.546,-0.00452644,3.546,-0.00404243,3.546,-0.00400473
3.548,0,3.548,-0.00456379,3.548,-0.00410575,3.548,-0.00406805
3.55,0,3.55,-0.00461213,3.55,-0.00416906,3.55,-0.00413136
3.552,0,3.552,-0.0046363,3.552,-0.00420316,3.552,-0.00416546
3.554,0,3.554,-0.00465828,3.554,-0.00423725,3.554,-0.00419955
3.556,0,3.556,-0.00467366,3.556,-0.00427621,3.556,-0.00423851
3.558,0,3.558,-0.00468904,3.558,-0.00430056,3.558,-0.00426286
3.56,0,3.56,-0.0047242,3.56,-0.00434927,3.56,-0.00431157
3.562,0,3.562,-0.00476594,3.562,-0.00441258,3.562,-0.00437488
3.564,0,3.564,-0.00479011,3.564,-0.00445155,3.564,-0.00441385
3.566,0,3.566,-0.00480769,3.566,-0.00448564,3.566,-0.00444794
3.568,0,3.568,-0.00482088,3.568,-0.00451486,3.568,-0.00447716
3.57,0,3.57,-0.00483406,3.57,-0.00453921,3.57,-0.00450151
3.572,0,3.572,-0.00486922,3.572,-0.00458305,3.572,-0.00454535
3.574,0,3.574,-0.00491316,3.574,-0.00463662,3.574,-0.00459892
3.576,0,3.576,-0.00493294,3.576,-0.00467071,3.576,-0.00463301
3.578,0,3.578,-0.00495271,3.578,-0.00469994,3.578,-0.00466224
3.58,0,3.58,-0.0049659,3.58,-0.00471942,3.58,-0.00468172
3.582,0,3.582,-0.00498128,3.582,-0.0047389,3.582,-0.0047012
3.584,0,3.584,-0.00501424,3.584,-0.00477299,3.584,-0.00473529
3.586,0,3.586,-0.00505379,3.586,-0.00480708,3.586,-0.00476939
3.588,0,3.588,-0.00507357,3.588,-0.00482657,3.588,-0.00478887
3.59,0,3.59,-0.00509114,3.59,-0.00484605,3.59,-0.00480835
3.592,0,3.592,-0.00510433,3.592,-0.00486066,3.592,-0.00482296
3.594,0,3.594,-0.00511971,3.594,-0.0048704,3.594,-0.0048327
3.596,0,3.596,-0.00515487,3.596,-0.00488501,3.596,-0.00484731
3.598,0,3.598,-0.00519661,3.598,-0.00490449,3.598,-0.00486679
3.6,0,3.6,-0.00521859,3.6,-0.0049191,3.6,-0.0048814
3.602,0,3.602,-0.00523617,3.602,-0.00492884,3.602,-0.00489115
3.604,0,3.604,-0.00525155,3.604,-0.00493372,3.604,-0.00489602
3.606,0,3.606,-0.00526693,3.606,-0.00493859,3.606,-0.00490089
3.608,0,3.608,-0.00530208,3.608,-0.00493859,3.608,-0.00490089
3.61,0,3.61,-0.00534823,3.61,-0.0049532,3.61,-0.0049155
3.612,0,3.612,-0.0053702,3.612,-0.00495807,3.612,-0.00492037
3.614,0,3.614,-0.00539217,3.614,-0.00496294,3.614,-0.00492524
3.616,0,3.616,-0.00540756,3.616,-0.00496294,3.616,-0.00492524
3.618,0,3.618,-0.00542294,3.618,-0.00496294,3.618,-0.00492524
3.62,0,3.62,-0.00546029,3.62,-0.00496294,3.62,-0.00492524
3.622,0,3.622,-0.00550204,3.622,-0.00496294,3.622,-0.00492524
3.624,0,3.624,-0.00552181,3.624,-0.00496294,3.624,-0.00492524
3.626,0,3.626,-0.00553939,3.626,-0.00496294,3.626,-0.00492524
3.628,0,3.628,-0.00555258,3.628,-0.00496294,3.628,-0.00492524
3.63,0,3.63,-0.00556576,3.63,-0.00496294,3.63,-0.00492524
3.632,0,3.632,-0.00559872,3.632,-0.00495807,3.632,-0.00492037
3.634,0,3.634,-0.00563827,3.634,-0.00495807,3.634,-0.00492037
3.636,0,3.636,-0.00566024,3.636,-0.00495807,3.636,-0.00492037
3.638,0,3.638,-0.00567782,3.638,-0.00495807,3.638,-0.00492037
3.64,0,3.64,-0.00569101,3.64,-0.00495807,3.64,-0.00492037
3.642,0,3.642,-0.00570199,3.642,-0.00495807,3.642,-0.00492037
3.644,0,3.644,-0.00573276,3.644,-0.00495807,3.644,-0.00492037
3.646,0,3.646,-0.00577231,3.646,-0.00496294,3.646,-0.00492524
3.648,0,3.648,-0.00579208,3.648,-0.00496294,3.648,-0.00492524
3.65,0,3.65,-0.00580746,3.65,-0.00496294,3.65,-0.00492524
3.652,0,3.652,-0.00582065,3.652,-0.00496781,3.652,-0.00493011
3.654,0,3.654,-0.00583163,3.654,-0.00497268,3.654,-0.00493498
3.656,0,3.656,-0.0058624,3.656,-0.00497755,3.656,-0.00493985
3.658,0,3.658,-0.00590195,3.658,-0.00498242,3.658,-0.00494472
3.66,0,3.66,-0.00592172,3.66,-0.00498729,3.66,-0.00494959
3.662,0,3.662,-0.0059393,3.662,-0.00499703,3.662,-0.00495933
3.664,0,3.664,-0.00595468,3.664,-0.0050019,3.664,-0.0049642
3.666,0,3.666,-0.00596787,3.666,-0.00501164,3.666,-0.00497394
3.668,0,3.668,-0.00600083,3.668,-0.00502138,3.668,-0.00498368
3.67,0,3.67,-0.00604258,3.67,-0.00504086,3.67,-0.00500316
3.672,0,3.672,-0.00606235,3.672,-0.0050506,3.672,-0.00501291
3.674,0,3.674,-0.00607993,3.674,-0.00506035,3.674,-0.00502265
3.676,0,3.676,-0.00609311,3.676,-0.00507009,3.676,-0.00503239
3.678,0,3.678,-0.0061063,3.678,-0.00507983,3.678,-0.00504213
3.68,0,3.68,-0.00613926,3.68,-0.00510418,3.68,-0.00506648
3.682,0,3.682,-0.006181,3.682,-0.00512853,3.682,-0.00509083
3.684,0,3.684,-0.00620298,3.684,-0.00514314,3.684,-0.00510544
3.686,0,3.686,-0.00622275,3.686,-0.00515775,3.686,-0.00512005
3.688,0,3.688,-0.00623813,3.688,-0.00517236,3.688,-0.00513467
3.69,0,3.69,-0.00625132,3.69,-0.00518698,3.69,-0.00514928
3.692,0,3.692,-0.00628208,3.692,-0.00521133,3.692,-0.00517363
3.694,0,3.694,-0.00631943,3.694,-0.00524055,3.694,-0.00520285
3.696,0,3.696,-0.00633921,3.696,-0.00525516,3.696,-0.00521746
3.698,0,3.698,-0.00635459,3.698,-0.00527464,3.698,-0.00523694
3.7,0,3.7,-0.00636558,3.7,-0.00529412,3.7,-0.00525643
3.702,0,3.702,-0.00639195,3.702,-0.00532822,3.702,-0.00529052
3.704,0,3.704,-0.00642271,3.704,-0.00535744,3.704,-0.00531974
3.706,0,3.706,-0.00643809,3.706,-0.00537692,3.706,-0.00533922
3.708,0,3.708,-0.00645347,3.708,-0.00539153,3.708,-0.00535383
3.71,0,3.71,-0.00646665,3.71,-0.00541588,3.71,-0.00537819
3.712,0,3.712,-0.00647984,3.712,-0.00543537,3.712,-0.00539767
3.714,0,3.714,-0.00649522,3.714,-0.00545485,3.714,-0.00541715
3.716,0,3.716,-0.00653257,3.716,-0.00549868,3.716,-0.00546098
3.718,0,3.718,-0.00655455,3.718,-0.00551816,3.718,-0.00548046
3.72,0,3.72,-0.00657432,3.72,-0.00554252,3.72,-0.00550482
3.722,0,3.722,-0.0065941,3.722,-0.00556687,3.722,-0.00552917
3.724,0,3.724,-0.00660948,3.724,-0.00558635,3.724,-0.00554865
3.726,0,3.726,-0.00664464,3.726,-0.00563992,3.726,-0.00560222
3.728,0,3.728,-0.00669517,3.728,-0.00570811,3.728,-0.00567041
3.73,0,3.73,-0.00670836,3.73,-0.00573246,3.73,-0.00569476
3.732,0,3.732,-0.00671715,3.732,-0.00575681,3.732,-0.00571911
3.734,0,3.734,-0.00672154,3.734,-0.00577629,3.734,-0.0057386
3.736,0,3.736,-0.00672813,3.736,-0.00580552,3.736,-0.00576782
3.738,0,3.738,-0.00673692,3.738,-0.00582987,3.738,-0.00579217
3.74,0,3.74,-0.00676768,3.74,-0.00587857,3.74,-0.00584087
3.742,0,3.742,-0.00679185,3.742,-0.00590292,3.742,-0.00586523
3.744,0,3.744,-0.00681602,3.744,-0.00592241,3.744,-0.00588471
3.746,0,3.746,-0.00684019,3.746,-0.00594676,3.746,-0.00590906
3.748,0,3.748,-0.00686217,3.748,-0.00597111,3.748,-0.00593341
3.75,0,3.75,-0.00690172,3.75,-0.00602468,3.75,-0.00598699
3.752,0,3.752,-0.00695885,3.752,-0.00608313,3.752,-0.00604543
3.754,0,3.754,-0.00697423,3.754,-0.00610261,3.754,-0.00606491
3.756,0,3.756,-0.00698302,3.756,-0.00612209,3.756,-0.00608439
3.758,0,3.758,-0.00698522,3.758,-0.00614644,3.758,-0.00610875
3.76,0,3.76,-0.00698741,3.76,-0.00616593,3.76,-0.00612823
3.762,0,3.762,-0.0069962,3.762,-0.00619028,3.762,-0.00615258
3.764,0,3.764,-0.00702916,3.764,-0.00623411,3.764,-0.00619641
3.766,0,3.766,-0.00705114,3.766,-0.00625359,3.766,-0.00621589
3.768,0,3.768,-0.0070797,3.768,-0.00627795,3.768,-0.00624025
3.77,0,3.77,-0.00710387,3.77,-0.00629743,3.77,-0.00625973
3.772,0,3.772,-0.00712804,3.772,-0.00632178,3.772,-0.00628408
3.774,0,3.774,-0.00716759,3.774,-0.00636561,3.774,-0.00632791
3.776,0,3.776,-0.00721374,3.776,-0.00642406,3.776,-0.00638636
3.778,0,3.778,-0.00722472,3.778,-0.00644354,3.778,-0.00640584
3.78,0,3.78,-0.00722692,3.78,-0.00645815,3.78,-0.00642045
3.782,0,3.782,-0.00722692,3.782,-0.00647763,3.782,-0.00643993
3.784,0,3.784,-0.00722912,3.784,-0.00649224,3.784,-0.00645454
3.786,0,3.786,-0.00723571,3.786,-0.00650685,3.786,-0.00646916
3.788,0,3.788,-0.00726867,3.788,-0.00654095,3.788,-0.00650325
3.79,0,3.79,-0.00729504,3.79,-0.00655556,3.79,-0.00651786
3.792,0,3.792,-0.00731921,3.792,-0.00657017,3.792,-0.00653247
3.794,0,3.794,-0.00733898,3.794,-0.00658478,3.794,-0.00654708
3.796,0,3.796,-0.00735656,3.796,-0.00659939,3.796,-0.00656169
3.798,0,3.798,-0.00738732,3.798,-0.00662861,3.798,-0.00659092
3.8,0,3.8,-0.00742468,3.8,-0.00666271,3.8,-0.00662501
3.802,0,3.802,-0.00743566,3.802,-0.00667245,3.802,-0.00663475
3.804,0,3.804,-0.00744006,3.804,-0.00668706,3.804,-0.00664936
3.806,0,3.806,-0.00744006,3.806,-0.0066968,3.806,-0.0066591
3.808,0,3.808,-0.00744445,3.808,-0.00670654,3.808,-0.00666884
3.81,0,3.81,-0.00745104,3.81,-0.00671628,3.81,-0.00667858
3.812,0,3.812,-0.00748181,3.812,-0.00673089,3.812,-0.00669319
3.814,0,3.814,-0.00750378,3.814,-0.00674063,3.814,-0.00670293
3.816,0,3.816,-0.00752575,3.816,-0.0067455,3.816,-0.0067078
3.818,0,3.818,-0.00754553,3.818,-0.00675524,3.818,-0.00671755
3.82,0,3.82,-0.00756311,3.82,-0.00676499,3.82,-0.00672729
3.822,0,3.822,-0.00759387,3.822,-0.00677473,3.822,-0.00673703
3.824,0,3.824,-0.00764221,3.824,-0.00678447,3.824,-0.00674677
3.826,0,3.826,-0.00765539,3.826,-0.00678934,3.826,-0.00675164
3.828,0,3.828,-0.00766418,3.828,-0.00679421,3.828,-0.00675651
3.83,0,3.83,-0.00766638,3.83,-0.00679908,3.83,-0.00676138
3.832,0,3.832,-0.00767077,3.832,-0.00680395,3.832,-0.00676625
3.834,0,3.834,-0.00767737,3.834,-0.00680882,3.834,-0.00677112
3.836,0,3.836,-0.00770593,3.836,-0.00681369,3.836,-0.00677599
3.838,0,3.838,-0.00772571,3.838,-0.00681856,3.838,-0.00678086
3.84,0,3.84,-0.00774768,3.84,-0.00682343,3.84,-0.00678573
3.842,0,3.842,-0.00776965,3.842,-0.00682343,3.842,-0.00678573
3.844,0,3.844,-0.00778943,3.844,-0.0068283,3.844,-0.0067906
3.846,0,3.846,-0.00782459,3.846,-0.00683317,3.846,-0.00679547
3.848,0,3.848,-0.00787732,3.848,-0.00683804,3.848,-0.00680034
3.85,0,3.85,-0.0078905,3.85,-0.00684291,3.85,-0.00680521
3.852,0,3.852,-0.00789929,3.852,-0.00684291,3.852,-0.00680521
3.854,0,3.854,-0.00790149,3.854,-0.00684778,3.854,-0.00681008
3.856,0,3.856,-0.00791028,3.856,-0.00685265,3.856,-0.00681495
3.858,0,3.858,-0.00791687,3.858,-0.00685265,3.858,-0.00681495
3.86,0,3.86,-0.00792786,3.86,-0.00685752,3.86,-0.00681982
3.862,0,3.862,-0.00794324,3.862,-0.00686239,3.862,-0.00682469
3.864,0,3.864,-0.00796082,3.864,-0.00686726,3.864,-0.00682956
3.866,0,3.866,-0.00800037,3.866,-0.00688188,3.866,-0.00684418
3.868,0,3.868,-0.00803553,3.868,-0.00689162,3.868,-0.00685392
3.87,0,3.87,-0.00805091,3.87,-0.00689649,3.87,-0.00685879
3.872,0,3.872,-0.00806189,3.872,-0.00690136,3.872,-0.00686366
3.874,0,3.874,-0.00806629,3.874,-0.0069111,3.874,-0.0068734
3.876,0,3.876,-0.00807288,3.876,-0.00691597,3.876,-0.00687827
3.878,0,3.878,-0.00809266,3.878,-0.00692571,3.878,-0.00688801
3.88,0,3.88,-0.00812342,3.88,-0.00694519,3.88,-0.00690749
3.882,0,3.882,-0.0081388,3.882,-0.00695493,3.882,-0.00691723
3.884,0,3.884,-0.00815198,3.884,-0.00696467,3.884,-0.00692697
3.886,0,3.886,-0.00816077,3.886,-0.00697441,3.886,-0.00693671
3.888,0,3.888,-0.00816956,3.888,-0.00697928,3.888,-0.00694158
3.89,0,3.89,-0.00818934,3.89,-0.00699389,3.89,-0.0069562
3.892,0,3.892,-0.00821351,3.892,-0.00701338,3.892,-0.00697568
3.894,0,3.894,-0.00822669,3.894,-0.00702312,3.894,-0.00698542
3.896,0,3.896,-0.00823768,3.896,-0.00703286,3.896,-0.00699516
3.898,0,3.898,-0.00824647,3.898,-0.0070426,3.898,-0.0070049
3.9,0,3.9,-0.00825526,3.9,-0.00705234,3.9,-0.00701464
3.902,0,3.902,-0.00827503,3.902,-0.00707182,3.902,-0.00703412
3.904,0,3.904,-0.0083014,3.904,-0.00709617,3.904,-0.00705847
3.906,0,3.906,-0.00831458,3.906,-0.00711078,3.906,-0.00707308
3.908,0,3.908,-0.00832337,3.908,-0.0071254,3.908,-0.0070877
3.91,0,3.91,-0.00833216,3.91,-0.00713514,3.91,-0.00709744
3.912,0,3.912,-0.00833875,3.912,-0.00714975,3.912,-0.00711205
3.914,0,3.914,-0.00836073,3.914,-0.00717897,3.914,-0.00714127
3.916,0,3.916,-0.00838929,3.916,-0.00720819,3.916,-0.00717049
3.918,0,3.918,-0.00840467,3.918,-0.00722767,3.918,-0.00718997
3.92,0,3.92,-0.00841786,3.92,-0.00724228,3.92,-0.00720459
3.922,0,3.922,-0.00842884,3.922,-0.0072569,3.922,-0.0072192
3.924,0,3.924,-0.00843763,3.924,-0.00727151,3.924,-0.00723381
3.926,0,3.926,-0.00845961,3.926,-0.0073056,3.926,-0.0072679
3.928,0,3.928,-0.00848597,3.928,-0.00733482,3.928,-0.00729712
3.93,0,3.93,-0.00850135,3.93,-0.0073543,3.93,-0.0073166
3.932,0,3.932,-0.00851234,3.932,-0.00736892,3.932,-0.00733122
3.934,0,3.934,-0.00852113,3.934,-0.0073884,3.934,-0.0073507
3.936,0,3.936,-0.00853212,3.936,-0.00740301,3.936,-0.00736531
3.938,0,3.938,-0.00855409,3.938,-0.0074371,3.938,-0.0073994
3.94,0,3.94,-0.00858485,3.94,-0.00747119,3.94,-0.00743349
3.942,0,3.942,-0.00860243,3.942,-0.00749068,3.942,-0.00745298
