Time - Fc (N),Amplitude - Fc (N),"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
7.15,10,7.15,-0.00713903,7.15,-0.00634126,7.15,-0.0130988
7.152,10,7.152,-0.007161,7.152,-0.00637048,7.152,-0.0131281
7.154,10,7.154,-0.00722472,7.154,-0.00642406,7.154,-0.0131816
7.156,10,7.156,-0.0072445,7.156,-0.00644354,7.156,-0.0132011
7.158,10,7.158,-0.00726208,7.158,-0.00646302,7.158,-0.0132206
7.16,10,7.16,-0.00727306,7.16,-0.00647763,7.16,-0.0132352
7.162,10,7.162,-0.00728625,7.162,-0.00650198,7.162,-0.013269
7.164,10,7.164,-0.00734338,7.164,-0.00654582,7.164,-0.0133128
7.166,10,7.166,-0.00736974,7.166,-0.00656043,7.166,-0.0133274
7.168,10,7.168,-0.00739391,7.168,-0.00657504,7.168,-0.013342
7.17,10,7.17,-0.00741589,7.17,-0.00659452,7.17,-0.0133615
7.172,10,7.172,-0.00743566,7.172,-0.006614,7.172,-0.013381
7.174,10,7.174,-0.00749279,7.174,-0.00665784,7.174,-0.0134248
7.176,10,7.176,-0.00751477,7.176,-0.00666758,7.176,-0.0134346
7.178,10,7.178,-0.00753234,7.178,-0.00668219,7.178,-0.0134492
7.18,10,7.18,-0.00754333,7.18,-0.0066968,7.18,-0.0134638
7.182,10,7.182,-0.00755651,7.182,-0.00671141,7.182,-0.0134784
7.184,10,7.184,-0.00761364,7.184,-0.0067455,7.184,-0.0135125
7.186,10,7.186,-0.00764001,7.186,-0.00676012,7.186,-0.0135271
7.188,10,7.188,-0.00766418,7.188,-0.00676986,7.188,-0.0135369
7.19,10,7.19,-0.00768396,7.19,-0.00677473,7.19,-0.0135417
7.192,10,7.192,-0.00770154,7.192,-0.00678447,7.192,-0.0135515
7.194,10,7.194,-0.00776965,7.194,-0.00681856,7.194,-0.0135856
7.196,10,7.196,-0.00779382,7.196,-0.0068283,7.196,-0.0135953
7.198,10,7.198,-0.0078158,7.198,-0.00683804,7.198,-0.013605
7.2,10,7.2,-0.00783337,7.2,-0.00684291,7.2,-0.0136099
7.202,10,7.202,-0.00784876,7.202,-0.00685265,7.202,-0.0136197
7.204,10,7.204,-0.00790589,7.204,-0.006877,7.204,-0.013644
7.206,10,7.206,-0.00793006,7.206,-0.00688675,7.206,-0.0136538
7.208,10,7.208,-0.00795203,7.208,-0.00689649,7.208,-0.0136635
7.21,10,7.21,-0.00796741,7.21,-0.00690623,7.21,-0.0136732
7.212,10,7.212,-0.00798059,7.212,-0.00691597,7.212,-0.013683
7.214,10,7.214,-0.00803553,7.214,-0.00694519,7.214,-0.0137122
7.216,10,7.216,-0.0080553,7.216,-0.00695493,7.216,-0.0137219
7.218,10,7.218,-0.00807508,7.218,-0.00696467,7.218,-0.0137317
7.22,10,7.22,-0.00808826,7.22,-0.00697441,7.22,-0.0137414
7.222,10,7.222,-0.00810145,7.222,-0.00698415,7.222,-0.0137512
7.224,10,7.224,-0.00811463,7.224,-0.00699876,7.224,-0.0137658
7.226,10,7.226,-0.00815198,7.226,-0.00701338,7.226,-0.0137804
7.228,10,7.228,-0.00817615,7.228,-0.00702799,7.228,-0.013795
7.23,10,7.23,-0.00819813,7.23,-0.00703773,7.23,-0.0138047
7.232,10,7.232,-0.0082157,7.232,-0.00705234,7.232,-0.0138193
7.234,10,7.234,-0.00823548,7.234,-0.00706208,7.234,-0.0138291
7.236,10,7.236,-0.00827064,7.236,-0.00708156,7.236,-0.0138486
7.238,10,7.238,-0.00832777,7.238,-0.00712052,7.238,-0.0138875
7.24,10,7.24,-0.00834535,7.24,-0.00713027,7.24,-0.0138973
7.242,10,7.242,-0.00835633,7.242,-0.00714488,7.242,-0.0139119
7.244,10,7.244,-0.00836073,7.244,-0.00715949,7.244,-0.0139265
7.246,10,7.246,-0.00837611,7.246,-0.00718384,7.246,-0.0139508
7.248,10,7.248,-0.00838709,7.248,-0.00719845,7.248,-0.0139655
7.25,10,7.25,-0.00840248,7.25,-0.00721306,7.25,-0.0139801
7.252,10,7.252,-0.00842225,7.252,-0.00722767,7.252,-0.0139947
7.254,10,7.254,-0.00844422,7.254,-0.00724716,7.254,-0.0140142
7.256,10,7.256,-0.00849037,7.256,-0.00728612,7.256,-0.0140531
7.258,10,7.258,-0.00853651,7.258,-0.00732021,7.258,-0.0140872
7.26,10,7.26,-0.00855848,7.26,-0.00733969,7.26,-0.0141067
7.262,10,7.262,-0.00857386,7.262,-0.00736404,7.262,-0.0141311
7.264,10,7.264,-0.00858485,7.264,-0.00737866,7.264,-0.0141457
7.266,10,7.266,-0.00859584,7.266,-0.00739814,7.266,-0.0141651
7.268,10,7.268,-0.0086266,7.268,-0.00743223,7.268,-0.0141992
7.27,10,7.27,-0.00866835,7.27,-0.00747119,7.27,-0.0142382
7.272,10,7.272,-0.00869032,7.272,-0.00749068,7.272,-0.0142577
7.274,10,7.274,-0.0087079,7.274,-0.00751503,7.274,-0.014282
7.276,10,7.276,-0.00872108,7.276,-0.00753451,7.276,-0.0143015
7.278,10,7.278,-0.00872987,7.278,-0.00755886,7.278,-0.0143259
7.28,10,7.28,-0.00875844,7.28,-0.00759782,7.28,-0.0143648
7.282,10,7.282,-0.00879359,7.282,-0.00763679,7.282,-0.0144038
7.284,10,7.284,-0.00881337,7.284,-0.00765627,7.284,-0.0144233
7.286,10,7.286,-0.00882875,7.286,-0.00768062,7.286,-0.0144476
7.288,10,7.288,-0.00884194,7.288,-0.00770497,7.288,-0.014472
7.29,10,7.29,-0.00885072,7.29,-0.00772932,7.29,-0.0144963
7.292,10,7.292,-0.00886171,7.292,-0.00774881,7.292,-0.0145158
7.294,10,7.294,-0.00889028,7.294,-0.00779751,7.294,-0.0145645
7.296,10,7.296,-0.00890785,7.296,-0.00782186,7.296,-0.0145889
7.298,10,7.298,-0.00892324,7.298,-0.00784134,7.298,-0.0146084
7.3,10,7.3,-0.00893862,7.3,-0.0078657,7.3,-0.0146327
7.302,10,7.302,-0.0089496,7.302,-0.00789005,7.302,-0.0146571
7.304,10,7.304,-0.00897597,7.304,-0.00793388,7.304,-0.0147009
7.306,10,7.306,-0.00901992,7.306,-0.0079972,7.306,-0.0147642
7.308,10,7.308,-0.0090331,7.308,-0.00801668,7.308,-0.0147837
7.31,10,7.31,-0.00904189,7.31,-0.00803616,7.31,-0.0148032
7.312,10,7.312,-0.00904628,7.312,-0.00805564,7.312,-0.0148226
7.314,10,7.314,-0.00905507,7.314,-0.00808973,7.314,-0.0148662
7.316,10,7.316,-0.00906167,7.316,-0.00810435,7.316,-0.0148808
7.318,10,7.318,-0.00907265,7.318,-0.00811896,7.318,-0.0148954
7.32,10,7.32,-0.00908584,7.32,-0.00813844,7.32,-0.0149149
7.322,10,7.322,-0.00909902,7.322,-0.00815305,7.322,-0.0149389
7.324,10,7.324,-0.00913198,7.324,-0.00818227,7.324,-0.0149681
7.326,10,7.326,-0.00916274,7.326,-0.00821149,7.326,-0.0150068
7.328,10,7.328,-0.00917592,7.328,-0.00822611,7.328,-0.0150214
7.33,10,7.33,-0.00918471,7.33,-0.00824072,7.33,-0.015036
7.332,10,7.332,-0.00919131,7.332,-0.00825046,7.332,-0.0150457
7.334,10,7.334,-0.0091979,7.334,-0.00826507,7.334,-0.0150603
7.336,10,7.336,-0.00920669,7.336,-0.00827481,7.336,-0.0150795
7.338,10,7.338,-0.00923525,7.338,-0.00829429,7.338,-0.015099
7.34,10,7.34,-0.00925063,7.34,-0.0083089,7.34,-0.0151136
7.342,10,7.342,-0.00926601,7.342,-0.00831864,7.342,-0.0151233
7.344,10,7.344,-0.0092792,7.344,-0.00832838,7.344,-0.0151331
7.346,10,7.346,-0.00929018,7.346,-0.00833812,7.346,-0.0151428
7.348,10,7.348,-0.00930996,7.348,-0.00835274,7.348,-0.0151574
7.35,10,7.35,-0.00934512,7.35,-0.00837222,7.35,-0.0151769
7.352,10,7.352,-0.0093583,7.352,-0.00837709,7.352,-0.0151818
7.354,10,7.354,-0.00936489,7.354,-0.00837709,7.354,-0.0151818
7.356,10,7.356,-0.00937148,7.356,-0.00838196,7.356,-0.0151867
7.358,10,7.358,-0.00937588,7.358,-0.00838683,7.358,-0.0151915
7.36,10,7.36,-0.00940225,7.36,-0.00839657,7.36,-0.0152013
7.362,10,7.362,-0.00941323,7.362,-0.00840144,7.362,-0.0152061
7.364,10,7.364,-0.00942642,7.364,-0.00840631,7.364,-0.015211
7.366,10,7.366,-0.00943521,7.366,-0.00840631,7.366,-0.015211
7.368,10,7.368,-0.009444,7.368,-0.00841118,7.368,-0.0152159
7.37,10,7.37,-0.00947256,7.37,-0.00841605,7.37,-0.0152208
7.372,10,7.372,-0.00948135,7.372,-0.00841605,7.372,-0.0152208
7.374,10,7.374,-0.00949014,7.374,-0.00841605,7.374,-0.0152208
7.376,10,7.376,-0.00949673,7.376,-0.00842092,7.376,-0.0152256
7.378,10,7.378,-0.00950332,7.378,-0.00842092,7.378,-0.0152256
7.38,10,7.38,-0.0095253,7.38,-0.00841605,7.38,-0.0152208
7.382,10,7.382,-0.00953189,7.382,-0.00841605,7.382,-0.0152208
7.384,10,7.384,-0.00954068,7.384,-0.00841605,7.384,-0.0152208
7.386,10,7.386,-0.00954727,7.386,-0.00841605,7.386,-0.0152208
7.388,10,7.388,-0.00955166,7.388,-0.00841118,7.388,-0.0152159
7.39,10,7.39,-0.00957144,7.39,-0.00840631,7.39,-0.015211
7.392,10,7.392,-0.00958023,7.392,-0.00840631,7.392,-0.015211
7.394,10,7.394,-0.00958682,7.394,-0.00840631,7.394,-0.015211
7.396,10,7.396,-0.00959341,7.396,-0.00840631,7.396,-0.015211
7.398,10,7.398,-0.00959781,7.398,-0.00840631,7.398,-0.015211
7.4,10,7.4,-0.00961319,7.4,-0.00841118,7.4,-0.0152159
7.402,10,7.402,-0.00961978,7.402,-0.00841118,7.402,-0.0152159
7.404,10,7.404,-0.00962637,7.404,-0.00841118,7.404,-0.0152159
7.406,10,7.406,-0.00963077,7.406,-0.00841605,7.406,-0.0152208
7.408,10,7.408,-0.00963736,7.408,-0.00841605,7.408,-0.0152208
7.41,10,7.41,-0.00964175,7.41,-0.00841605,7.41,-0.0152208
7.412,10,7.412,-0.00964615,7.412,-0.00842092,7.412,-0.0152256
7.414,10,7.414,-0.00965054,7.414,-0.00842092,7.414,-0.0152256
7.416,10,7.416,-0.00965494,7.416,-0.00842092,7.416,-0.0152256
7.418,10,7.418,-0.00966812,7.418,-0.00842579,7.418,-0.0152305
7.42,10,7.42,-0.00967911,7.42,-0.00842579,7.42,-0.0152305
7.422,10,7.422,-0.0096857,7.422,-0.00843066,7.422,-0.0152354
7.424,10,7.424,-0.00969009,7.424,-0.00843066,7.424,-0.0152354
7.426,10,7.426,-0.00969229,7.426,-0.00843066,7.426,-0.0152354
7.428,10,7.428,-0.00969449,7.428,-0.00843066,7.428,-0.0152354
7.43,10,7.43,-0.00970328,7.43,-0.00843553,7.43,-0.0152402
7.432,10,7.432,-0.00970767,7.432,-0.00843553,7.432,-0.0152402
7.434,10,7.434,-0.00971207,7.434,-0.00843553,7.434,-0.0152402
7.436,10,7.436,-0.00971426,7.436,-0.0084404,7.436,-0.0152451
7.438,10,7.438,-0.00971866,7.438,-0.0084404,7.438,-0.0152451
7.44,10,7.44,-0.00972745,7.44,-0.00844527,7.44,-0.01525
7.442,10,7.442,-0.00972964,7.442,-0.00845014,7.442,-0.0152548
7.444,10,7.444,-0.00973184,7.444,-0.00845014,7.444,-0.0152548
7.446,10,7.446,-0.00973184,7.446,-0.00845501,7.446,-0.0152597
7.448,10,7.448,-0.00973404,7.448,-0.00845501,7.448,-0.0152597
7.45,10,7.45,-0.00973843,7.45,-0.00846476,7.45,-0.0152695
7.452,10,7.452,-0.00974063,7.452,-0.00846963,7.452,-0.0152743
7.454,10,7.454,-0.00974503,7.454,-0.00846963,7.454,-0.0152743
7.456,10,7.456,-0.00974503,7.456,-0.0084745,7.456,-0.0152792
7.458,10,7.458,-0.00974722,7.458,-0.0084745,7.458,-0.0152792
7.46,10,7.46,-0.00975162,7.46,-0.00848424,7.46,-0.0152889
7.462,10,7.462,-0.00975162,7.462,-0.00848911,7.462,-0.0152938
7.464,10,7.464,-0.00975381,7.464,-0.00848911,7.464,-0.0152938
7.466,10,7.466,-0.00975381,7.466,-0.00849398,7.466,-0.0152987
7.468,10,7.468,-0.00975381,7.468,-0.00849885,7.468,-0.0153036
7.47,10,7.47,-0.00975601,7.47,-0.00849885,7.47,-0.0153036
7.472,10,7.472,-0.00975601,7.472,-0.00850372,7.472,-0.0153084
7.474,10,7.474,-0.00975601,7.474,-0.00850372,7.474,-0.0153084
7.476,10,7.476,-0.00975601,7.476,-0.00850859,7.476,-0.0153133
7.478,10,7.478,-0.00975821,7.478,-0.00851346,7.478,-0.0153182
7.48,10,7.48,-0.00975821,7.48,-0.0085232,7.48,-0.0153279
7.482,10,7.482,-0.00975821,7.482,-0.0085232,7.482,-0.0153279
7.484,10,7.484,-0.00975821,7.484,-0.00852807,7.484,-0.0153328
7.486,10,7.486,-0.00975821,7.486,-0.00853294,7.486,-0.0153376
7.488,10,7.488,-0.00975821,7.488,-0.00853294,7.488,-0.0153376
7.49,10,7.49,-0.00975821,7.49,-0.00853781,7.49,-0.0153425
7.492,10,7.492,-0.00975821,7.492,-0.00854268,7.492,-0.0153474
7.494,10,7.494,-0.00975821,7.494,-0.00854755,7.494,-0.0153523
7.496,10,7.496,-0.00975821,7.496,-0.00854755,7.496,-0.0153523
7.498,10,7.498,-0.00975821,7.498,-0.00855242,7.498,-0.0153571
7.5,10,7.5,-0.00975821,7.5,-0.00855242,7.5,-0.0153571
7.502,10,7.502,-0.00975821,7.502,-0.00855242,7.502,-0.0153571
7.504,10,7.504,-0.00975821,7.504,-0.00855729,7.504,-0.015362
7.506,10,7.506,-0.00975821,7.506,-0.00855729,7.506,-0.015362
7.508,10,7.508,-0.00975821,7.508,-0.00855729,7.508,-0.015362
7.51,10,7.51,-0.00975821,7.51,-0.00855729,7.51,-0.015362
7.512,10,7.512,-0.00975821,7.512,-0.00855729,7.512,-0.015362
7.514,10,7.514,-0.00975821,7.514,-0.00855729,7.514,-0.015362
7.516,10,7.516,-0.00975821,7.516,-0.00856216,7.516,-0.0153669
7.518,10,7.518,-0.00975821,7.518,-0.00856216,7.518,-0.0153669
7.52,10,7.52,-0.00975821,7.52,-0.00856216,7.52,-0.0153669
7.522,10,7.522,-0.00975821,7.522,-0.00856216,7.522,-0.0153669
7.524,10,7.524,-0.00975821,7.524,-0.00856216,7.524,-0.0153669
7.526,10,7.526,-0.00975821,7.526,-0.00856216,7.526,-0.0153669
7.528,10,7.528,-0.00975821,7.528,-0.00856216,7.528,-0.0153669
7.53,10,7.53,-0.00975821,7.53,-0.00856216,7.53,-0.0153669
7.532,10,7.532,-0.00975601,7.532,-0.00856216,7.532,-0.0153669
7.534,10,7.534,-0.00975601,7.534,-0.00856216,7.534,-0.0153669
7.536,10,7.536,-0.00975601,7.536,-0.00856216,7.536,-0.0153669
7.538,10,7.538,-0.00975601,7.538,-0.00856216,7.538,-0.0153669
7.54,10,7.54,-0.00975601,7.54,-0.00856216,7.54,-0.0153669
7.542,10,7.542,-0.00975601,7.542,-0.00856216,7.542,-0.0153669
7.544,10,7.544,-0.00975381,7.544,-0.00856216,7.544,-0.0153669
7.546,10,7.546,-0.00975381,7.546,-0.00855729,7.546,-0.015362
7.548,10,7.548,-0.00975381,7.548,-0.00855729,7.548,-0.015362
7.55,10,7.55,-0.00975381,7.55,-0.00855729,7.55,-0.015362
7.552,10,7.552,-0.00975381,7.552,-0.00855729,7.552,-0.015362
7.554,10,7.554,-0.00975162,7.554,-0.00856216,7.554,-0.0153669
7.556,10,7.556,-0.00974942,7.556,-0.00856216,7.556,-0.0153669
7.558,10,7.558,-0.00974722,7.558,-0.00856216,7.558,-0.0153669
7.56,10,7.56,-0.00974283,7.56,-0.00856216,7.56,-0.0153669
7.562,10,7.562,-0.00974063,7.562,-0.00856216,7.562,-0.0153669
7.564,10,7.564,-0.00974063,7.564,-0.00856216,7.564,-0.0153669
7.566,10,7.566,-0.00973843,7.566,-0.00856216,7.566,-0.0153669
7.568,10,7.568,-0.00973843,7.568,-0.00856216,7.568,-0.0153669
7.57,10,7.57,-0.00973184,7.57,-0.00856216,7.57,-0.0153669
7.572,10,7.572,-0.00971866,7.572,-0.00856216,7.572,-0.0153669
7.574,10,7.574,-0.00971426,7.574,-0.00856216,7.574,-0.0153669
7.576,10,7.576,-0.00971207,7.576,-0.00856216,7.576,-0.0153669
7.578,10,7.578,-0.00971207,7.578,-0.00856216,7.578,-0.0153669
7.58,10,7.58,-0.00971207,7.58,-0.00856216,7.58,-0.0153669
7.582,10,7.582,-0.00971207,7.582,-0.00856216,7.582,-0.0153669
7.584,10,7.584,-0.00970987,7.584,-0.00856216,7.584,-0.0153669
7.586,10,7.586,-0.00970767,7.586,-0.00856216,7.586,-0.0153669
7.588,10,7.588,-0.00970328,7.588,-0.00856216,7.588,-0.0153669
7.59,10,7.59,-0.00969229,7.59,-0.00856216,7.59,-0.0153669
7.592,10,7.592,-0.0096813,7.592,-0.00856216,7.592,-0.0153669
7.594,10,7.594,-0.00967691,7.594,-0.00856216,7.594,-0.0153669
7.596,10,7.596,-0.00967251,7.596,-0.00856216,7.596,-0.0153669
7.598,10,7.598,-0.00967032,7.598,-0.00856216,7.598,-0.0153669
7.6,10,7.6,-0.00966592,7.6,-0.00856216,7.6,-0.0153669
7.602,10,7.602,-0.00965494,7.602,-0.00856216,7.602,-0.0153669
7.604,10,7.604,-0.00964834,7.604,-0.00856216,7.604,-0.0153669
7.606,10,7.606,-0.00964175,7.606,-0.00856216,7.606,-0.0153669
7.608,10,7.608,-0.00963296,7.608,-0.00855729,7.608,-0.015362
7.61,10,7.61,-0.00962637,7.61,-0.00855729,7.61,-0.015362
7.612,10,7.612,-0.00959341,7.612,-0.00855729,7.612,-0.015362
7.614,10,7.614,-0.00958023,7.614,-0.00855729,7.614,-0.015362
7.616,10,7.616,-0.00956924,7.616,-0.00855729,7.616,-0.015362
7.618,10,7.618,-0.00956045,7.618,-0.00855729,7.618,-0.015362
7.62,10,7.62,-0.00955166,7.62,-0.00855729,7.62,-0.015362
7.622,10,7.622,-0.00951651,7.622,-0.00856216,7.622,-0.0153669
7.624,10,7.624,-0.00950332,7.624,-0.00856216,7.624,-0.0153669
7.626,10,7.626,-0.00949234,7.626,-0.00855729,7.626,-0.015362
7.628,10,7.628,-0.00948355,7.628,-0.00855729,7.628,-0.015362
7.63,10,7.63,-0.00947476,7.63,-0.00855729,7.63,-0.015362
7.632,10,7.632,-0.00946597,7.632,-0.00855729,7.632,-0.015362
7.634,10,7.634,-0.0094396,7.634,-0.00855729,7.634,-0.015362
7.636,10,7.636,-0.00942422,7.636,-0.00855242,7.636,-0.0153571
7.638,10,7.638,-0.00940664,7.638,-0.00855242,7.638,-0.0153571
7.64,10,7.64,-0.00939346,7.64,-0.00854755,7.64,-0.0153523
7.642,10,7.642,-0.00938027,7.642,-0.00854755,7.642,-0.0153523
7.644,10,7.644,-0.00934951,7.644,-0.00854268,7.644,-0.0153474
7.646,10,7.646,-0.00929897,7.646,-0.00853294,7.646,-0.0153471
7.648,10,7.648,-0.0092814,7.648,-0.00852807,7.648,-0.0153422
7.65,10,7.65,-0.00927261,7.65,-0.0085232,7.65,-0.0153373
7.652,10,7.652,-0.00926601,7.652,-0.00851833,7.652,-0.0153325
7.654,10,7.654,-0.00926162,7.654,-0.00851833,7.654,-0.0153325
7.656,10,7.656,-0.00922866,7.656,-0.00850372,7.656,-0.0153273
7.658,10,7.658,-0.00921328,7.658,-0.00849398,7.658,-0.0153175
7.66,10,7.66,-0.0091979,7.66,-0.00848911,7.66,-0.0153127
7.662,10,7.662,-0.00918471,7.662,-0.00847937,7.662,-0.0153123
7.664,10,7.664,-0.00916933,7.664,-0.0084745,7.664,-0.0153075
7.666,10,7.666,-0.0091144,7.666,-0.00845988,7.666,-0.0152929
7.668,10,7.668,-0.00909243,7.668,-0.00845014,7.668,-0.0152831
7.67,10,7.67,-0.00907485,7.67,-0.0084404,7.67,-0.0152734
7.672,10,7.672,-0.00906386,7.672,-0.00843553,7.672,-0.0152779
7.674,10,7.674,-0.00904409,7.674,-0.00842092,7.674,-0.0152633
7.676,10,7.676,-0.0090331,7.676,-0.00841605,7.676,-0.0152585
7.678,10,7.678,-0.00901992,7.678,-0.00841118,7.678,-0.015263
7.68,10,7.68,-0.00900893,7.68,-0.00840144,7.68,-0.0152533
7.682,10,7.682,-0.00899355,7.682,-0.00838683,7.682,-0.0152387
7.684,10,7.684,-0.00895839,7.684,-0.00836735,7.684,-0.0152192
7.686,10,7.686,-0.00891884,7.686,-0.00835274,7.686,-0.015214
7.688,10,7.688,-0.00889907,7.688,-0.008343,7.688,-0.0152042
7.69,10,7.69,-0.00888368,7.69,-0.00832838,7.69,-0.0151896
7.692,10,7.692,-0.0088705,7.692,-0.00831864,7.692,-0.0151799
7.694,10,7.694,-0.00885951,7.694,-0.00830403,7.694,-0.0151653
7.696,10,7.696,-0.00883095,7.696,-0.00828455,7.696,-0.0151552
7.698,10,7.698,-0.00879579,7.698,-0.0082602,7.698,-0.0151309
7.7,10,7.7,-0.00877821,7.7,-0.00824559,7.7,-0.0151163
7.702,10,7.702,-0.00876283,7.702,-0.00823098,7.702,-0.0151017
7.704,10,7.704,-0.00874965,7.704,-0.00821636,7.704,-0.015087
7.706,10,7.706,-0.00873427,7.706,-0.00820662,7.706,-0.0150773
7.708,10,7.708,-0.00871669,7.708,-0.00819201,7.708,-0.0150721
7.71,10,7.71,-0.00867494,7.71,-0.00816279,7.71,-0.0150429
7.712,10,7.712,-0.00865077,7.712,-0.00814818,7.712,-0.0150283
7.714,10,7.714,-0.0086288,7.714,-0.0081287,7.714,-0.0150088
7.716,10,7.716,-0.00860902,7.716,-0.00811409,7.716,-0.0149942
7.718,10,7.718,-0.00858925,7.718,-0.0080946,7.718,-0.0149747
7.72,10,7.72,-0.0085453,7.72,-0.00806051,7.72,-0.0149406
7.722,10,7.722,-0.00847279,7.722,-0.00800694,7.722,-0.014887
7.724,10,7.724,-0.00844862,7.724,-0.00798746,7.724,-0.0148676
7.726,10,7.726,-0.00843543,7.726,-0.00797284,7.726,-0.0148529
7.728,10,7.728,-0.00842665,7.728,-0.00795336,7.728,-0.0148429
7.73,10,7.73,-0.00840907,7.73,-0.0079144,7.73,-0.0148039
7.732,10,7.732,-0.00839588,7.732,-0.00789492,7.732,-0.0147844
7.734,10,7.734,-0.0083783,7.734,-0.00787057,7.734,-0.0147601
7.736,10,7.736,-0.00835853,7.736,-0.00785108,7.736,-0.0147406
7.738,10,7.738,-0.00833656,7.738,-0.00782673,7.738,-0.0147163
7.74,10,7.74,-0.00828382,7.74,-0.0077829,7.74,-0.0146724
7.742,10,7.742,-0.00822449,7.742,-0.0077342,7.742,-0.0146237
7.744,10,7.744,-0.00819813,7.744,-0.00770984,7.744,-0.0145994
7.746,10,7.746,-0.00817615,7.746,-0.00769036,7.746,-0.0145799
7.748,10,7.748,-0.00816297,7.748,-0.00766601,7.748,-0.0145555
7.75,10,7.75,-0.00813221,7.75,-0.00762705,7.75,-0.0145166
7.752,10,7.752,-0.00810145,7.752,-0.00757834,7.752,-0.0144679
7.754,10,7.754,-0.00808387,7.754,-0.00755399,7.754,-0.0144435
7.756,10,7.756,-0.00806849,7.756,-0.00752477,7.756,-0.0144143
7.758,10,7.758,-0.0080531,7.758,-0.00750042,7.758,-0.0143899
7.76,10,7.76,-0.00803553,7.76,-0.00747606,7.76,-0.0143656
7.762,10,7.762,-0.00801355,7.762,-0.00744684,7.762,-0.0143364
7.764,10,7.764,-0.00795642,7.764,-0.00740301,7.764,-0.0142925
7.766,10,7.766,-0.00792786,7.766,-0.00737866,7.766,-0.0142682
7.768,10,7.768,-0.0078971,7.768,-0.00735917,7.768,-0.0142487
7.77,10,7.77,-0.00787293,7.77,-0.00732995,7.77,-0.0142195
7.772,10,7.772,-0.00785095,7.772,-0.00730073,7.772,-0.0141903
7.774,10,7.774,-0.00780042,7.774,-0.00724716,7.774,-0.0141367
7.776,10,7.776,-0.00772571,7.776,-0.0071741,7.776,-0.0140636
7.778,10,7.778,-0.00770373,7.778,-0.00714488,7.778,-0.0140344
7.78,10,7.78,-0.00768835,7.78,-0.00712052,7.78,-0.0140101
7.782,10,7.782,-0.00767956,7.782,-0.00709617,7.782,-0.0139857
7.784,10,7.784,-0.0076532,7.784,-0.00704747,7.784,-0.013937
7.786,10,7.786,-0.00763562,7.786,-0.00702312,7.786,-0.0139126
7.788,10,7.788,-0.00761145,7.788,-0.00699876,7.788,-0.0138883
7.79,10,7.79,-0.00758728,7.79,-0.00697441,7.79,-0.0138639
7.792,10,7.792,-0.00756091,7.792,-0.00694519,7.792,-0.0138347
7.794,10,7.794,-0.00749938,7.794,-0.00689162,7.794,-0.0137811
7.796,10,7.796,-0.00742687,7.796,-0.00684291,7.796,-0.0137324
7.798,10,7.798,-0.00739172,7.798,-0.00681856,7.798,-0.0137081
7.8,10,7.8,-0.00736535,7.8,-0.00679421,7.8,-0.0136837
7.802,10,7.802,-0.00734997,7.802,-0.00677473,7.802,-0.0136643
7.804,10,7.804,-0.00731701,7.804,-0.00673089,7.804,-0.0136204
7.806,10,7.806,-0.00727965,7.806,-0.00668706,7.806,-0.0135766
7.808,10,7.808,-0.00726208,7.808,-0.00666758,7.808,-0.0135571
7.81,10,7.81,-0.0072445,7.81,-0.00664323,7.81,-0.0135328
7.812,10,7.812,-0.00722692,7.812,-0.00661887,7.812,-0.0135084
7.814,10,7.814,-0.00720714,7.814,-0.00659452,7.814,-0.0134841
7.816,10,7.816,-0.00711925,7.816,-0.00653608,7.816,-0.0134256
7.818,10,7.818,-0.0070841,7.818,-0.0065166,7.818,-0.0134061
7.82,10,7.82,-0.00705553,7.82,-0.00649224,7.82,-0.0133818
7.822,10,7.822,-0.00703356,7.822,-0.00646789,7.822,-0.0133574
7.824,10,7.824,-0.00699181,7.824,-0.00642406,7.824,-0.0133136
7.826,10,7.826,-0.00696764,7.826,-0.00640945,7.826,-0.013299
7.828,10,7.828,-0.00694347,7.828,-0.00638996,7.828,-0.0132795
7.83,10,7.83,-0.0069215,7.83,-0.00637535,7.83,-0.0132649
7.832,10,7.832,-0.00689952,7.832,-0.00635587,7.832,-0.0132454
7.834,10,7.834,-0.00684019,7.834,-0.00630717,7.834,-0.0131967
7.836,10,7.836,-0.00676988,7.836,-0.0062682,7.836,-0.0131577
7.838,10,7.838,-0.00673472,7.838,-0.00625359,7.838,-0.0131431
7.84,10,7.84,-0.00670396,7.84,-0.00623411,7.84,-0.0131236
7.842,10,7.842,-0.00667979,7.842,-0.0062195,7.842,-0.013109
7.844,10,7.844,-0.00665562,7.844,-0.00620489,7.844,-0.0130944
7.846,10,7.846,-0.00660069,7.846,-0.0061708,7.846,-0.0130603
7.848,10,7.848,-0.00654136,7.848,-0.00613183,7.848,-0.0130214
7.85,10,7.85,-0.0065128,7.85,-0.00611235,7.85,-0.0130019
7.852,10,7.852,-0.00649302,7.852,-0.006088,7.852,-0.0129775
7.854,10,7.854,-0.00647544,7.854,-0.00606852,7.854,-0.012958
7.856,10,7.856,-0.0064293,7.856,-0.00603443,7.856,-0.012924
7.858,10,7.858,-0.00637437,7.858,-0.00599546,7.858,-0.0128944
7.86,10,7.86,-0.006348,7.86,-0.00597598,7.86,-0.0128749
