Time - Fc (N),Amplitude - Fc (N),"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
1.498,-0.924646,1.498,-0.0095253,1.498,-0.0087034,1.498,-0.00817562
1.5,-0.920845,1.5,-0.00949893,1.5,-0.00869853,1.5,-0.00817075
1.502,-0.916953,1.502,-0.00947256,1.502,-0.00869853,1.502,-0.00817075
1.504,-0.912967,1.504,-0.00944619,1.504,-0.00869853,1.504,-0.00817075
1.506,-0.908889,1.506,-0.00941983,1.506,-0.00869853,1.506,-0.00817075
1.508,-0.904719,1.508,-0.0093605,1.508,-0.00869366,1.508,-0.00816588
1.51,-0.900457,1.51,-0.00925503,1.51,-0.00867905,1.51,-0.00815126
1.512,-0.896103,1.512,-0.00922207,1.512,-0.00867418,1.512,-0.00814639
1.514,-0.891657,1.514,-0.0092001,1.514,-0.00866444,1.514,-0.00813665
1.516,-0.88712,1.516,-0.00919131,1.516,-0.00865957,1.516,-0.00813178
1.518,-0.882491,1.518,-0.00917153,1.518,-0.00864983,1.518,-0.00812204
1.52,-0.877772,1.52,-0.00915395,1.52,-0.00864496,1.52,-0.00811717
1.522,-0.872962,1.522,-0.00912539,1.522,-0.00863522,1.522,-0.00810743
1.524,-0.868061,1.524,-0.00908803,1.524,-0.00862548,1.524,-0.00809769
1.526,-0.86307,1.526,-0.00904409,1.526,-0.00861087,1.526,-0.00808308
1.528,-0.857989,1.528,-0.00894521,1.528,-0.00858164,1.528,-0.00805386
1.53,-0.852819,1.53,-0.00885732,1.53,-0.00854755,1.53,-0.00801976
1.532,-0.847559,1.532,-0.00881996,1.532,-0.00853294,1.532,-0.00800515
1.534,-0.842211,1.534,-0.00879579,1.534,-0.0085232,1.534,-0.00799541
1.536,-0.836774,1.536,-0.00877821,1.536,-0.00851346,1.536,-0.00798567
1.538,-0.831248,1.538,-0.00875844,1.538,-0.00849885,1.538,-0.00797106
1.54,-0.825635,1.54,-0.00868812,1.54,-0.00846963,1.54,-0.00794184
1.542,-0.819933,1.542,-0.00857606,1.542,-0.00842092,1.542,-0.00789313
1.544,-0.814145,1.544,-0.00852113,1.544,-0.00839657,1.544,-0.00786878
1.546,-0.80827,1.546,-0.00847938,1.546,-0.00836248,1.546,-0.00783469
1.548,-0.802308,1.548,-0.00845301,1.548,-0.00833325,1.548,-0.00780547
1.55,-0.796261,1.55,-0.00842884,1.55,-0.00830403,1.55,-0.00777624
1.552,-0.790127,1.552,-0.00835853,1.552,-0.00825533,1.552,-0.00772754
1.554,-0.783909,1.554,-0.00824427,1.554,-0.00820175,1.554,-0.00767396
1.556,-0.777606,1.556,-0.00818055,1.556,-0.00817253,1.556,-0.00764474
1.558,-0.771218,1.558,-0.00812781,1.558,-0.00812383,1.558,-0.00759604
1.56,-0.764747,1.56,-0.00808826,1.56,-0.00807512,1.56,-0.00754733
1.562,-0.758192,1.562,-0.00806189,1.562,-0.00802642,1.562,-0.00749863
1.564,-0.751554,1.564,-0.00800037,1.564,-0.00795336,1.564,-0.00742557
1.566,-0.744834,1.566,-0.00791028,1.566,-0.0078657,1.566,-0.00733791
1.568,-0.738032,1.568,-0.00786194,1.568,-0.00782186,1.568,-0.00729407
1.57,-0.731149,1.57,-0.0078158,1.57,-0.00777316,1.57,-0.00724537
1.572,-0.724185,1.572,-0.00777624,1.572,-0.00772445,1.572,-0.00719667
1.574,-0.717141,1.574,-0.00773889,1.574,-0.00768062,1.574,-0.00715283
1.576,-0.710016,1.576,-0.00764001,1.576,-0.0075686,1.576,-0.00704081
1.578,-0.702813,1.578,-0.00751037,1.578,-0.00745658,1.578,-0.00692879
1.58,-0.695531,1.58,-0.00744445,1.58,-0.00740301,1.58,-0.00687522
1.582,-0.688171,1.582,-0.00738513,1.582,-0.00733482,1.582,-0.00680703
1.584,-0.680733,1.584,-0.00734118,1.584,-0.00727151,1.584,-0.00674372
1.586,-0.673218,1.586,-0.00729943,1.586,-0.00721306,1.586,-0.00668527
1.588,-0.665628,1.588,-0.00719616,1.588,-0.00711565,1.588,-0.00658787
1.59,-0.657961,1.59,-0.00706871,1.59,-0.00699389,1.59,-0.00647553
1.592,-0.65022,1.592,-0.00700719,1.592,-0.0069111,1.592,-0.00639273
1.594,-0.642404,1.594,-0.00696105,1.594,-0.00683317,1.594,-0.00631481
1.596,-0.634515,1.596,-0.00692589,1.596,-0.00676499,1.596,-0.00624662
1.598,-0.626553,1.598,-0.00688634,1.598,-0.00670167,1.598,-0.00618331
1.6,-0.618518,1.6,-0.00676768,1.6,-0.00659452,1.6,-0.00607616
1.602,-0.610412,1.602,-0.00660508,1.602,-0.00645328,1.602,-0.00593492
1.604,-0.602235,1.604,-0.00652598,1.604,-0.00637535,1.604,-0.00585699
1.606,-0.593987,1.606,-0.00646665,1.606,-0.00628769,1.606,-0.00576932
1.608,-0.58567,1.608,-0.00642271,1.608,-0.00620976,1.608,-0.0056914
1.61,-0.577285,1.61,-0.00638096,1.61,-0.00614157,1.61,-0.00562321
1.612,-0.568831,1.612,-0.0062689,1.612,-0.00601007,1.612,-0.00549171
1.614,-0.56031,1.614,-0.00611728,1.614,-0.00585909,1.614,-0.00534073
1.616,-0.551722,1.616,-0.00604477,1.616,-0.00578604,1.616,-0.00526767
1.618,-0.543069,1.618,-0.00598764,1.618,-0.00569837,1.618,-0.00518
1.62,-0.534351,1.62,-0.00595029,1.62,-0.00561557,1.62,-0.00509721
1.622,-0.525569,1.622,-0.00591074,1.622,-0.00554252,1.622,-0.00502415
1.624,-0.516723,1.624,-0.00578769,1.624,-0.00540614,1.624,-0.00488778
1.626,-0.507815,1.626,-0.00560531,1.626,-0.00526003,1.626,-0.00474167
1.628,-0.498846,1.628,-0.00551962,1.628,-0.00518211,1.628,-0.00466374
1.63,-0.489815,1.63,-0.0054537,1.63,-0.0050847,1.63,-0.00456633
1.632,-0.480724,1.632,-0.00540975,1.632,-0.00499216,1.632,-0.0044738
1.634,-0.471575,1.634,-0.0053702,1.634,-0.00492397,1.634,-0.00440561
1.636,-0.462367,1.636,-0.00525594,1.636,-0.00481196,1.636,-0.00429359
1.638,-0.453101,1.638,-0.00508895,1.638,-0.00467071,1.638,-0.00415235
1.64,-0.44378,1.64,-0.00500765,1.64,-0.00457818,1.64,-0.00405981
1.642,-0.434402,1.642,-0.00494393,1.642,-0.00448077,1.642,-0.0039624
1.644,-0.42497,1.644,-0.00490218,1.644,-0.00438336,1.644,-0.003865
1.646,-0.415484,1.646,-0.00485603,1.646,-0.00432492,1.646,-0.00380655
1.648,-0.405945,1.648,-0.004722,1.648,-0.00423238,1.648,-0.00371401
1.65,-0.396355,1.65,-0.00453303,1.65,-0.00410088,1.65,-0.00358251
1.652,-0.386713,1.652,-0.00444514,1.652,-0.00400347,1.652,-0.0034851
1.654,-0.377022,1.654,-0.00438361,1.654,-0.00390119,1.654,-0.00338283
1.656,-0.367281,1.656,-0.00434186,1.656,-0.00381352,1.656,-0.00329516
1.658,-0.357493,1.658,-0.00429792,1.658,-0.00375508,1.658,-0.00323671
1.66,-0.347657,1.66,-0.00416388,1.66,-0.00369176,1.66,-0.0031734
1.662,-0.337775,1.662,-0.00397272,1.662,-0.00356026,1.662,-0.0030419
1.664,-0.327849,1.664,-0.00388702,1.664,-0.00345311,1.664,-0.00293475
1.666,-0.317878,1.666,-0.0038255,1.666,-0.00335084,1.666,-0.00283247
1.668,-0.307864,1.668,-0.00378155,1.668,-0.00327291,1.668,-0.00275454
1.67,-0.297808,1.67,-0.00367389,1.67,-0.00320959,1.67,-0.00269123
1.672,-0.287712,1.672,-0.00350909,1.672,-0.00314628,1.672,-0.00262791
1.674,-0.277575,1.674,-0.00342339,1.674,-0.00306348,1.674,-0.00254512
1.676,-0.2674,1.676,-0.00335747,1.676,-0.00294659,1.676,-0.00242823
1.678,-0.257187,1.678,-0.00331133,1.678,-0.00284431,1.678,-0.00232595
1.68,-0.246937,1.68,-0.00326079,1.68,-0.00276639,1.68,-0.00224802
1.682,-0.236651,1.682,-0.00319707,1.682,-0.00271768,1.682,-0.00219932
1.684,-0.226331,1.684,-0.00300591,1.684,-0.00269333,1.684,-0.00217497
1.686,-0.215978,1.686,-0.00289824,1.686,-0.00263976,1.686,-0.00212139
1.688,-0.205592,1.688,-0.00280375,1.688,-0.00253748,1.688,-0.00201911
1.69,-0.195176,1.69,-0.00272685,1.69,-0.00241085,1.69,-0.00189248
1.692,-0.184729,1.692,-0.00264775,1.692,-0.00232318,1.692,-0.00180482
1.694,-0.174253,1.694,-0.00245219,1.694,-0.00225987,1.694,-0.0017415
1.696,-0.163749,1.696,-0.00216874,1.696,-0.00212836,1.696,-0.00161
1.698,-0.153219,1.698,-0.00209183,1.698,-0.0020066,1.698,-0.00148824
1.7,-0.142663,1.7,-0.00204569,1.7,-0.00190433,1.7,-0.00138596
1.702,-0.132084,1.702,-0.00202811,1.702,-0.00184588,1.702,-0.00132752
1.704,-0.12148,1.704,-0.00201053,1.704,-0.00181666,1.704,-0.0012983
1.706,-0.110855,1.706,-0.00182596,1.706,-0.00173873,1.706,-0.00122037
1.708,-0.10021,1.708,-0.00174905,1.708,-0.0016462,1.708,-0.00112783
1.71,-0.0895441,1.71,-0.00167215,1.71,-0.00151956,1.71,-0.0010012
1.712,-0.0788603,1.712,-0.00159744,1.712,-0.00140755,1.712,-0.000889182
1.714,-0.0681593,1.714,-0.00151174,1.714,-0.00136371,1.714,-0.000845348
1.716,-0.0574424,1.716,-0.00140847,1.716,-0.00134423,1.716,-0.000825866
1.718,-0.0467108,1.718,-0.00120412,1.718,-0.0013004,1.718,-0.000782033
1.72,-0.0359656,1.72,-0.00111183,1.72,-0.00122734,1.72,-0.000708977
1.722,-0.0252081,1.722,-0.00102834,1.722,-0.00111532,1.722,-0.000596958
1.724,-0.0144396,1.724,-0.000953628,1.724,-0.00102765,1.724,-0.00050929
1.726,-0.00366129,1.726,-0.000874525,1.726,-0.000993562,1.726,-0.000475198
1.728,0.00712557,1.728,-0.000709728,1.728,-0.000939987,1.728,-0.000421623
1.73,0.0179197,1.73,-0.00047242,1.73,-0.00072569,1.73,-0.000207326
1.732,0.0287199,1.732,-0.000391119,1.732,-0.000662374,1.732,-0.00014401
1.734,0.0395249,1.734,-0.000336187,1.734,-0.0006088,1.734,-9.04E-05
1.736,0.0503333,1.736,-0.000303227,1.736,-0.000564966,1.736,-4.66E-05
1.738,0.061144,1.738,-0.000224125,1.738,-0.000462688,1.738,4.63E-05
1.74,0.0719556,1.74,-0.000177981,1.74,-0.000428595,1.74,8.03E-05
1.742,0.0827669,1.742,-0.000120852,1.742,-0.00036041,1.742,0.000139105
1.744,0.0935765,1.744,-5.49E-05,1.744,-0.000287354,1.744,0.000202736
1.746,0.104383,1.746,2.64E-05,1.746,-0.000194816,1.746,0.000295274
1.748,0.115186,1.748,0.000241703,1.748,-4.38E-05,1.748,0.000427406
1.75,0.125983,1.75,0.000485603,1.75,4.38E-05,1.75,0.000505649
1.752,0.136773,1.752,0.000608652,1.752,0.000112019,1.752,0.000573834
1.754,0.147554,1.754,0.000709728,1.754,0.000199686,1.754,0.000661502
1.756,0.158327,1.756,0.000780042,1.756,0.000258131,1.756,0.000719946
1.758,0.169088,1.758,0.000841566,1.758,0.000316576,1.758,0.000778391
1.76,0.179838,1.76,0.000905288,1.76,0.000384762,1.76,0.000837152
1.762,0.190574,1.762,0.00103713,1.762,0.000526003,1.762,0.000968969
1.764,0.201295,1.764,0.00110524,1.764,0.00060393,1.764,0.00103747
1.766,0.212,1.766,0.00118654,1.766,0.000662374,1.766,0.00108649
1.768,0.222688,1.768,0.00126784,1.768,0.00073543,1.768,0.0011407
1.77,0.233357,1.77,0.00135573,1.77,0.000798746,1.77,0.00119459
1.772,0.244005,1.772,0.0015469,1.772,0.000959469,1.772,0.00132704
1.774,0.254633,1.774,0.00186771,1.774,0.0011689,1.774,0.00147991
1.776,0.265237,1.776,0.00196878,1.776,0.00122734,1.776,0.00151951
1.778,0.275817,1.778,0.0020325,1.778,0.00131014,1.778,0.00159288
1.78,0.286372,1.78,0.00206326,1.78,0.00140755,1.78,0.00167144
1.782,0.2969,1.782,0.00209183,1.782,0.00148547,1.782,0.00173052
1.784,0.307399,1.784,0.00223685,1.784,0.00172899,1.784,0.00192691
1.786,0.317869,1.786,0.00230497,1.786,0.00182153,1.786,0.0020006
1.788,0.328309,1.788,0.00238627,1.788,0.00189946,1.788,0.00205968
1.79,0.338715,1.79,0.00246537,1.79,0.00198712,1.79,0.00213792
1.792,0.349088,1.792,0.00254667,1.792,0.00205531,1.792,0.00218726
1.794,0.359426,1.794,0.00281914,1.794,0.00230857,1.794,0.00240282
1.796,0.369728,1.796,0.00291362,1.796,0.00238163,1.796,0.00246645
1.798,0.379992,1.798,0.00299712,1.798,0.00245468,1.798,0.00252066
1.8,0.390217,1.8,0.00305644,1.8,0.00249364,1.8,0.00255019
1.802,0.400401,1.802,0.00311797,1.802,0.00255696,1.802,0.00260408
1.804,0.410544,1.804,0.00330034,1.804,0.00279561,1.804,0.00283331
1.806,0.420643,1.806,0.00337286,1.806,0.00286867,1.806,0.00290636
1.808,0.430698,1.808,0.00343877,1.808,0.00294172,1.808,0.00297942
1.81,0.440707,1.81,0.00349371,1.81,0.00301478,1.81,0.00305248
1.812,0.450669,1.812,0.00355303,1.812,0.00306835,1.812,0.00310605
1.814,0.460582,1.814,0.00362335,1.814,0.00313654,1.814,0.00317424
1.816,0.470446,1.816,0.00377936,1.816,0.00327291,1.816,0.00331061
1.818,0.480257,1.818,0.00387384,1.818,0.00336545,1.818,0.00340315
1.82,0.490017,1.82,0.00397052,1.82,0.00345311,1.82,0.00349081
1.822,0.499722,1.822,0.00406281,1.822,0.00354565,1.822,0.00358335
1.824,0.509372,1.824,0.0041529,1.824,0.00362358,1.824,0.00366128
1.826,0.518965,1.826,0.00432868,1.826,0.00377456,1.826,0.00381226
1.828,0.5285,1.828,0.00457917,1.828,0.00402295,1.828,0.00406065
1.83,0.537976,1.83,0.00464949,1.83,0.00410575,1.83,0.00414345
1.832,0.547391,1.832,0.00469343,1.832,0.00418367,1.832,0.00422137
1.834,0.556745,1.834,0.00471541,1.834,0.00425673,1.834,0.00429443
1.836,0.566034,1.836,0.00477693,1.836,0.00437849,1.836,0.00440676
1.838,0.575259,1.838,0.00480769,1.838,0.00445155,1.838,0.00447982
1.84,0.584418,1.84,0.00485823,1.84,0.0045246,1.84,0.00455288
1.842,0.59351,1.842,0.00492195,1.842,0.00460253,1.842,0.0046308
1.844,0.602533,1.844,0.00499886,1.844,0.00468045,1.844,0.00470873
1.846,0.611487,1.846,0.00518563,1.846,0.0048217,1.846,0.00484055
1.848,0.620369,1.848,0.00540316,1.848,0.0049532,1.848,0.00497205
1.85,0.629178,1.85,0.00550643,1.85,0.00501164,1.85,0.00503049
1.852,0.637914,1.852,0.00558773,1.852,0.00507496,1.852,0.00509381
1.854,0.646574,1.854,0.00564706,1.854,0.00513827,1.854,0.00515712
1.856,0.655158,1.856,0.0056998,1.856,0.00520159,1.856,0.00522044
1.858,0.663664,1.858,0.00580527,1.858,0.00531848,1.858,0.00533733
1.86,0.672092,1.86,0.00590634,1.86,0.00545485,1.86,0.0054737
1.862,0.680439,1.862,0.00596567,1.862,0.0055279,1.862,0.00554675
1.864,0.688705,1.864,0.0060184,1.864,0.0056107,1.864,0.00562955
1.866,0.696888,1.866,0.00606894,1.866,0.00567889,1.866,0.00569774
1.868,0.704987,1.868,0.00612388,1.868,0.00573246,1.868,0.00575131
1.87,0.713001,1.87,0.00625132,1.87,0.00584935,1.87,0.0058682
1.872,0.720928,1.872,0.00640733,1.872,0.00598085,1.872,0.0059997
1.874,0.728768,1.874,0.00648643,1.874,0.00604417,1.874,0.00606302
1.876,0.736518,1.876,0.00655235,1.876,0.00611235,1.876,0.0061312
1.878,0.744179,1.878,0.00660508,1.878,0.0061708,1.878,0.00618965
1.88,0.751749,1.88,0.00671715,1.88,0.00627308,1.88,0.00629192
1.882,0.759226,1.882,0.00681602,1.882,0.00638509,1.882,0.00640394
1.884,0.766609,1.884,0.00686437,1.884,0.00644354,1.884,0.00646239
1.886,0.773897,1.886,0.00690611,1.886,0.00649711,1.886,0.00651596
1.888,0.78109,1.888,0.00694786,1.888,0.00654582,1.888,0.00656467
1.89,0.788185,1.89,0.00699401,1.89,0.00658965,1.89,0.0066085
1.892,0.795182,1.892,0.00704454,1.892,0.00663348,1.892,0.00665233
1.894,0.802079,1.894,0.00716759,1.894,0.00673576,1.894,0.00675461
1.896,0.808876,1.896,0.0072445,1.896,0.00678934,1.896,0.00680819
1.898,0.815572,1.898,0.00731921,1.898,0.00684291,1.898,0.00686176
1.9,0.822164,1.9,0.00738513,1.9,0.00689162,1.9,0.00691047
1.902,0.828652,1.902,0.00744885,1.902,0.00693545,1.902,0.0069543
1.904,0.835036,1.904,0.00757629,1.904,0.00701825,1.904,0.0070371
1.906,0.841313,1.906,0.00774548,1.906,0.00716436,1.906,0.00718321
1.908,0.847483,1.908,0.00778943,1.908,0.00720332,1.908,0.00722217
1.91,0.853546,1.91,0.0078158,1.91,0.00724228,1.91,0.00726113
1.912,0.859498,1.912,0.00782678,1.912,0.00727638,1.912,0.0072858
1.914,0.865341,1.914,0.00787073,1.914,0.0073543,1.914,0.0073543
1.916,0.871072,1.916,0.00789929,1.916,0.00739327,1.916,0.00739327
1.918,0.876691,1.918,0.00793445,1.918,0.0074371,1.918,0.00742768
1.92,0.882197,1.92,0.007974,1.92,0.00748093,1.92,0.00746208
1.922,0.887588,1.922,0.00802454,1.922,0.0075199,1.922,0.00750105
1.924,0.892864,1.924,0.00814759,1.924,0.00759782,1.924,0.00757897
1.926,0.898024,1.926,0.00827283,1.926,0.00766601,1.926,0.00764716
1.928,0.903066,1.928,0.00832996,1.928,0.0077001,1.928,0.00768125
1.93,0.907991,1.93,0.00837171,1.93,0.00772932,1.93,0.00771048
1.932,0.912797,1.932,0.00840248,1.932,0.00776342,1.932,0.00774457
1.934,0.917482,1.934,0.00843324,1.934,0.00778777,1.934,0.00776892
1.936,0.922047,1.936,0.00849696,1.936,0.00784134,1.936,0.00782249
1.938,0.92649,1.938,0.00856508,1.938,0.00789979,1.938,0.00787151
1.94,0.930811,1.94,0.00860023,1.94,0.00793388,1.94,0.00790561
1.942,0.935008,1.942,0.00863319,1.942,0.0079631,1.942,0.00793483
1.944,0.939081,1.944,0.00866615,1.944,0.00798746,1.944,0.00795918
1.946,0.943028,1.946,0.00870131,1.946,0.00800694,1.946,0.00796924
1.948,0.94685,1.948,0.00877821,1.948,0.00805077,1.948,0.00801307
1.95,0.950546,1.95,0.00885732,1.95,0.00810922,1.95,0.00806209
1.952,0.954113,1.952,0.00889467,1.952,0.00814331,1.952,0.00809618
1.954,0.957553,1.954,0.00892543,1.954,0.00817253,1.954,0.00812541
1.956,0.960864,1.956,0.00894741,1.956,0.00819688,1.956,0.00814033
1.958,0.964045,1.958,0.00896938,1.958,0.00821636,1.958,0.00815982
1.96,0.967095,1.96,0.00901772,1.96,0.00826507,1.96,0.0081991
1.962,0.970015,1.962,0.00907045,1.962,0.00832351,1.962,0.00824812
1.964,0.972803,1.964,0.00909682,1.964,0.008343,1.964,0.00825817
1.966,0.975458,1.966,0.0091188,1.966,0.00836248,1.966,0.00827765
1.968,0.97798,1.968,0.00913857,1.968,0.00838196,1.968,0.00828771
1.97,0.980369,1.97,0.00918032,1.97,0.00842092,1.97,0.00832667
1.972,0.982623,1.972,0.00922207,1.972,0.00845988,1.972,0.00835621
1.974,0.984743,1.974,0.00924404,1.974,0.00847937,1.974,0.00837569
1.976,0.986727,1.976,0.00926162,1.976,0.00849885,1.976,0.00839518
1.978,0.988574,1.978,0.0092792,1.978,0.00851346,1.978,0.00840979
1.98,0.990286,1.98,0.00929678,1.98,0.0085232,1.98,0.00841953
1.982,0.99186,1.982,0.00935391,1.982,0.00856216,1.982,0.00845849
1.984,0.993297,1.984,0.00937368,1.984,0.00857677,1.984,0.0084731
1.986,0.994595,1.986,0.00939126,1.986,0.00859626,1.986,0.00849258
1.988,0.995755,1.988,0.00940225,1.988,0.008606,1.988,0.00850232
1.99,0.996776,1.99,0.00941323,1.99,0.00862061,1.99,0.00851694
1.992,0.997657,1.992,0.00942642,1.992,0.00863035,1.992,0.00852668
1.994,0.998399,1.994,0.00945278,1.994,0.00864983,1.994,0.00854616
1.996,0.999,1.996,0.00946817,1.996,0.00866444,1.996,0.00856077
1.998,0.999461,1.998,0.00948135,1.998,0.00867905,1.998,0.00857538
2,0.999781,2,0.00949014,2,0.00869366,2,0.00858999
2.002,0.999959,2.002,0.00950113,2.002,0.0087034,2.002,0.00859973
2.004,0.999996,2.004,0.0095187,2.004,0.00871802,2.004,0.00861434
2.006,0.999891,2.006,0.00953848,2.006,0.00874237,2.006,0.0086387
2.008,0.999643,2.008,0.00954287,2.008,0.00875211,2.008,0.00864844
2.01,0.999254,2.01,0.00954507,2.01,0.00875698,2.01,0.00865331
2.012,0.998721,2.012,0.00954727,2.012,0.00876185,2.012,0.00865818
2.014,0.998046,2.014,0.00954947,2.014,0.00876672,2.014,0.00866305
2.016,0.997227,2.016,0.00954947,2.016,0.00877159,2.016,0.00866792
2.018,0.996265,2.018,0.00955166,2.018,0.00877646,2.018,0.00867279
2.02,0.99516,2.02,0.00955166,2.02,0.00878133,2.02,0.00867766
2.022,0.993912,2.022,0.00955386,2.022,0.0087862,2.022,0.00868253
2.024,0.992519,2.024,0.00955386,2.024,0.0087862,2.024,0.00868253
2.026,0.990983,2.026,0.00955386,2.026,0.00879107,2.026,0.0086874
2.028,0.989303,2.028,0.00955386,2.028,0.00879107,2.028,0.0086874
2.03,0.987479,2.03,0.00955386,2.03,0.00879107,2.03,0.0086874
2.032,0.985511,2.032,0.00955386,2.032,0.00879594,2.032,0.00869227
2.034,0.983399,2.034,0.00955166,2.034,0.00879594,2.034,0.00869227
2.036,0.981144,2.036,0.00955166,2.036,0.00879594,2.036,0.00869227
2.038,0.978744,2.038,0.00955166,2.038,0.00879594,2.038,0.00869227
2.04,0.976201,2.04,0.00954947,2.04,0.00879107,2.04,0.0086874
2.042,0.973514,2.042,0.00954947,2.042,0.00879107,2.042,0.0086874
2.044,0.970683,2.044,0.00954947,2.044,0.00879107,2.044,0.0086874
2.046,0.967709,2.046,0.00954727,2.046,0.0087862,2.046,0.00868253
2.048,0.964592,2.048,0.00954507,2.048,0.0087862,2.048,0.00868253
2.05,0.961331,2.05,0.00954507,2.05,0.0087862,2.05,0.00868253
2.052,0.957928,2.052,0.00954287,2.052,0.00877646,2.052,0.00867279
2.054,0.954382,2.054,0.00954068,2.054,0.00877646,2.054,0.00866336
2.056,0.950693,2.056,0.00953628,2.056,0.00877159,2.056,0.00865849
2.058,0.946862,2.058,0.00952969,2.058,0.00877159,2.058,0.00865849
2.06,0.942889,2.06,0.0095187,2.06,0.00877159,2.06,0.00865849
2.062,0.938774,2.062,0.00949234,2.062,0.00876672,2.062,0.00865362
2.064,0.934518,2.064,0.00945059,2.064,0.00876185,2.064,0.00863933
2.066,0.930121,2.066,0.0094374,2.066,0.00876185,2.066,0.00863933
2.068,0.925583,2.068,0.00942861,2.068,0.00876185,2.068,0.0086299
2.07,0.920905,2.07,0.00941983,2.07,0.00876185,2.07,0.0086299
2.072,0.916088,2.072,0.00938906,2.072,0.00876185,2.072,0.0086299
2.074,0.911131,2.074,0.00936489,2.074,0.00876185,2.074,0.0086299
2.076,0.906035,2.076,0.00933633,2.076,0.00875698,2.076,0.00862503
2.078,0.900801,2.078,0.00930557,2.078,0.00875211,2.078,0.00862016
2.08,0.895428,2.08,0.00927041,2.08,0.00874724,2.08,0.00861529
2.082,0.889919,2.082,0.00918471,2.082,0.0087375,2.082,0.00860555
2.084,0.884273,2.084,0.00909023,2.084,0.00872776,2.084,0.00859581
2.086,0.87849,2.086,0.00904409,2.086,0.00871802,2.086,0.00858607
2.088,0.872572,2.088,0.00900893,2.088,0.00871315,2.088,0.0085812
2.09,0.866519,2.09,0.00898476,2.09,0.0087034,2.09,0.00857146
2.092,0.860331,2.092,0.00896279,2.092,0.00869853,2.092,0.00856659
2.094,0.85401,2.094,0.00890126,2.094,0.00867905,2.094,0.00854711
2.096,0.847556,2.096,0.00881776,2.096,0.00864983,2.096,0.00851788
2.098,0.84097,2.098,0.00876942,2.098,0.00863522,2.098,0.00850327
2.1,0.834252,2.1,0.00872108,2.1,0.00861574,2.1,0.00848379
2.102,0.827403,2.102,0.00867933,2.102,0.00860113,2.102,0.00846918
2.104,0.820424,2.104,0.00858485,2.104,0.00857677,2.104,0.00844483
2.106,0.813317,2.106,0.00848378,2.106,0.00854268,2.106,0.00841073
2.108,0.806081,2.108,0.00843324,2.108,0.0085232,2.108,0.00839125
2.11,0.798717,2.11,0.00838929,2.11,0.00849398,2.11,0.00836203
2.112,0.791227,2.112,0.00834974,2.112,0.00846963,2.112,0.00833768
2.114,0.783611,2.114,0.00831239,2.114,0.00844527,2.114,0.00831333
2.116,0.775871,2.116,0.00826405,2.116,0.00842579,2.116,0.00829384
2.118,0.768007,2.118,0.00814319,2.118,0.00837222,2.118,0.00824027
2.12,0.76002,2.12,0.00806849,2.12,0.00832838,2.12,0.00819644
2.122,0.751911,2.122,0.00799597,2.122,0.00828942,2.122,0.00815747
2.124,0.743681,2.124,0.00792786,2.124,0.00824559,2.124,0.00811364
2.126,0.735331,2.126,0.00786194,2.126,0.00821149,2.126,0.00807955
2.128,0.726863,2.128,0.00772131,2.128,0.00814818,2.128,0.00803508
2.13,0.718277,2.13,0.00750817,2.13,0.00798746,2.13,0.00789321
2.132,0.709575,2.132,0.00744445,2.132,0.00792414,2.132,0.00783932
2.134,0.700757,2.134,0.0074049,2.134,0.0078657,2.134,0.0077903
2.136,0.691825,2.136,0.00738952,2.136,0.00781212,2.136,0.00774615
2.138,0.68278,2.138,0.00735436,2.138,0.00770984,2.138,0.00768157
2.14,0.673623,2.14,0.0073236,2.14,0.00764653,2.14,0.0076371
2.142,0.664355,2.142,0.00727526,2.142,0.0075686,2.142,0.0075686
2.144,0.654978,2.144,0.00721154,2.144,0.00748093,2.144,0.00749036
2.146,0.645492,2.146,0.00713024,2.146,0.00739327,2.146,0.00741212
2.148,0.6359,2.148,0.0069193,2.148,0.00723254,2.148,0.00727024
2.15,0.626202,2.15,0.00666441,2.15,0.00707669,2.15,0.00714266
2.152,0.6164,2.152,0.00654356,2.152,0.00699876,2.152,0.00707416
2.154,0.606495,2.154,0.00645786,2.154,0.00691597,2.154,0.00699137
2.156,0.596489,2.156,0.00641392,2.156,0.0068283,2.156,0.00691312
2.158,0.586382,2.158,0.00638755,2.158,0.00675524,2.158,0.00684007
2.16,0.576177,2.16,0.00633482,2.16,0.00660426,2.16,0.00668909
2.162,0.565874,2.162,0.00624473,2.162,0.00644354,2.162,0.00654721
2.164,0.555475,2.164,0.00617881,2.164,0.00634613,2.164,0.0064498
2.166,0.544982,2.166,0.0060997,2.166,0.00626333,2.166,0.00636701
2.168,0.534396,2.168,0.00601621,2.168,0.0061708,2.168,0.00627447
2.17,0.523719,2.17,0.00591953,2.17,0.006088,2.17,0.00619167
2.172,0.512951,2.172,0.0056954,2.172,0.00592241,2.172,0.00602608
2.174,0.502096,2.174,0.00545809,2.174,0.00573733,2.174,0.005841
2.176,0.491153,2.176,0.00535262,2.176,0.00562531,2.176,0.00572898
2.178,0.480125,2.178,0.00527791,2.178,0.00552303,2.178,0.00562671
2.18,0.469014,2.18,0.00523617,2.18,0.00542563,2.18,0.0055293
