Time - Fc (N),Amplitude - Fc (N),"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
8.696,-0.863605,8.696,-0.00958243,8.696,-0.0141339,8.696,-0.0157927
8.698,-0.843233,8.698,-0.0092748,8.698,-0.0138368,8.698,-0.015571
8.7,-0.821567,8.7,-0.00912978,8.7,-0.0137345,8.7,-0.0154781
8.702,-0.79864,8.702,-0.00898915,8.702,-0.0135933,8.702,-0.0153369
8.704,-0.774485,8.704,-0.0088683,8.704,-0.0134326,8.704,-0.0151762
8.706,-0.749139,8.706,-0.00874306,8.706,-0.0132865,8.706,-0.01503
8.708,-0.72264,8.708,-0.00860023,8.708,-0.0131209,8.708,-0.0148644
8.71,-0.695027,8.71,-0.00824207,8.71,-0.012741,8.71,-0.0144846
8.712,-0.666343,8.712,-0.0080531,8.712,-0.0125267,8.712,-0.0142703
8.714,-0.636631,8.714,-0.00785974,8.714,-0.0123124,8.714,-0.014056
8.716,-0.605936,8.716,-0.00766638,8.716,-0.0120835,8.716,-0.0138271
8.718,-0.574304,8.718,-0.00745324,8.718,-0.0118156,8.718,-0.0135592
8.72,-0.541783,8.72,-0.00695006,8.72,-0.0113286,8.72,-0.0130721
8.722,-0.508423,8.722,-0.00614805,8.722,-0.0103837,8.722,-0.0121273
8.724,-0.474275,8.724,-0.00587338,8.724,-0.0100671,8.724,-0.0118107
8.726,-0.43939,8.726,-0.00568442,8.726,-0.00975541,8.726,-0.011499
8.728,-0.403822,8.728,-0.00557894,8.728,-0.00946319,8.728,-0.0112068
8.73,-0.367625,8.73,-0.00539657,8.73,-0.00882029,8.73,-0.0105639
8.732,-0.330854,8.732,-0.00526473,8.732,-0.0084745,8.732,-0.0102181
8.734,-0.293567,8.734,-0.00508895,8.734,-0.00811896,8.734,-0.00986254
8.736,-0.255819,8.736,-0.00491975,8.736,-0.00773907,8.736,-0.00948265
8.738,-0.217668,8.738,-0.004722,8.738,-0.00732021,8.738,-0.0090638
8.74,-0.179174,8.74,-0.00412873,8.74,-0.00657017,8.74,-0.00831376
8.742,-0.140396,8.742,-0.00337505,8.742,-0.00588831,8.742,-0.0076319
8.744,-0.101393,8.744,-0.00298613,8.744,-0.00552303,8.744,-0.00726662
8.746,-0.0622256,8.746,-0.00262797,8.746,-0.00504573,8.746,-0.00678932
8.748,-0.0229537,8.748,-0.00232035,8.748,-0.00461714,8.748,-0.00636073
8.75,0.0163617,8.75,-0.00204129,8.75,-0.00425673,8.75,-0.00600032
8.752,0.05566,8.752,-0.00136233,8.752,-0.00357487,8.752,-0.00529019
8.754,0.0948803,8.754,-0.000687755,8.754,-0.00265437,8.754,-0.00427543
8.756,0.133962,8.756,-0.000404303,8.756,-0.00214785,8.756,-0.00370294
8.758,0.172844,8.758,-0.000175784,8.758,-0.00165594,8.758,-0.00315448
8.76,0.211467,8.76,8.79E-06,8.76,-0.00123708,8.76,-0.00267908
8.762,0.24977,8.762,0.000468025,8.762,-0.000496781,8.762,-0.0018351
8.764,0.287693,8.764,0.00109426,8.764,0.000355539,8.764,-0.000907384
8.766,0.325179,8.766,0.00137112,8.766,0.000837709,8.766,-0.00039694
8.768,0.362167,8.768,0.0016238,8.768,0.0013491,8.768,0.000142726
8.77,0.398601,8.77,0.00185892,8.77,0.00187023,8.77,0.000692134
8.772,0.434424,8.772,0.0021182,8.772,0.00226961,8.772,0.00112921
8.774,0.46958,8.774,0.00320806,8.774,0.00343363,8.774,0.0024723
8.776,0.504013,8.776,0.00356622,8.776,0.00399373,8.776,0.0031078
8.778,0.537669,8.778,0.00388043,8.778,0.00448564,8.778,0.00367511
8.78,0.570497,8.78,0.00410895,8.78,0.00487527,8.78,0.00414956
8.782,0.602443,8.782,0.00430231,8.782,0.00531848,8.782,0.00467759
8.784,0.633459,8.784,0.00449787,8.784,0.00564479,8.784,0.00508873
8.786,0.663494,8.786,0.00501644,8.786,0.00632178,8.786,0.00592594
8.788,0.692503,8.788,0.00529549,8.788,0.00674063,8.788,0.00643904
8.79,0.720438,8.79,0.00550424,8.79,0.00711565,8.79,0.00691773
8.792,0.747255,8.792,0.0056932,8.792,0.00753938,8.792,0.00747341
8.794,0.772913,8.794,0.00590854,8.794,0.00792901,8.794,0.00799498
8.796,0.79737,8.796,0.00646226,8.796,0.00849885,8.796,0.00880044
8.798,0.820587,8.798,0.00740051,8.798,0.00948754,8.798,0.0101567
8.8,0.842528,8.8,0.00765979,8.8,0.00979924,8.8,0.0106098
8.802,0.863157,8.802,0.00784876,8.802,0.0101061,8.802,0.011058
8.804,0.882441,8.804,0.00794544,8.804,0.0104324,8.804,0.0115162
8.806,0.900349,8.806,0.00802234,8.806,0.0108756,8.806,0.0121951
8.808,0.916853,8.808,0.00804212,8.808,0.0111386,8.808,0.0125523
8.81,0.931926,8.81,0.00807727,8.81,0.0113967,8.81,0.0129047
8.812,0.945543,8.812,0.00812562,8.812,0.0116938,8.812,0.0132772
8.814,0.957681,8.814,0.00818934,8.814,0.0119617,8.814,0.0136205
8.816,0.968322,8.816,0.00847499,8.816,0.0125315,8.816,0.0143788
8.818,0.977448,8.818,0.0089496,8.818,0.0129553,8.818,0.0150004
8.82,0.985042,8.82,0.00917812,8.82,0.013189,8.82,0.0153096
8.822,0.991093,8.822,0.00937148,8.822,0.0134326,8.822,0.015638
8.824,0.99559,8.824,0.00948355,8.824,0.0136566,8.824,0.015928
8.826,0.998525,8.826,0.00955606,8.826,0.0138319,8.826,0.0161787
8.828,0.999892,8.828,0.00963956,8.828,0.0140803,8.828,0.0165308
8.83,0.999689,8.83,0.00966373,8.83,0.0143482,8.83,0.016874
8.832,0.997914,8.832,0.00965494,8.832,0.0144797,8.832,0.0170338
8.834,0.994569,8.834,0.00964395,8.834,0.0146502,8.834,0.0172326
8.836,0.989659,8.836,0.00964615,8.836,0.0147865,8.836,0.0174066
8.838,0.983191,8.838,0.00966373,8.838,0.0148791,8.838,0.0175274
8.84,0.975173,8.84,0.00971426,8.84,0.0149424,8.84,0.0176379
8.842,0.965617,8.842,0.00973843,8.842,0.0150447,8.842,0.017759
8.844,0.954539,8.844,0.00973404,8.844,0.0150885,8.844,0.0178028
8.846,0.941953,8.846,0.00971866,8.846,0.0151323,8.846,0.0178655
8.848,0.927879,8.848,0.00969229,8.848,0.0151421,8.848,0.0178941
8.85,0.912338,8.85,0.00965933,8.85,0.0151616,8.85,0.0179324
8.852,0.895354,8.852,0.00956265,8.852,0.0151129,8.852,0.0178932
8.854,0.876953,8.854,0.00941983,8.854,0.0150008,8.854,0.0177811
8.856,0.857163,8.856,0.00933193,8.856,0.0149667,8.856,0.0177565
8.858,0.836015,8.858,0.00924184,8.858,0.0148498,8.858,0.017649
8.86,0.81354,8.86,0.00914736,8.86,0.0147281,8.86,0.0175273
8.862,0.789774,8.862,0.00904409,8.862,0.0146112,8.862,0.0174198
8.864,0.764754,8.864,0.00875404,8.864,0.0142849,8.864,0.0171029
8.866,0.738518,8.866,0.00836732,8.866,0.0139001,8.866,0.0167181
8.868,0.711108,8.868,0.00816077,8.868,0.0137345,8.868,0.0165525
8.87,0.682565,8.87,0.00798059,8.87,0.0135007,8.87,0.0163188
8.872,0.652935,8.872,0.00783997,8.872,0.013267,8.872,0.0160944
8.874,0.622264,8.874,0.00771033,8.874,0.0130283,8.874,0.0158558
8.876,0.590599,8.876,0.00754992,8.876,0.0127458,8.876,0.0155733
8.878,0.557991,8.878,0.00711046,8.878,0.0122198,8.878,0.0150473
8.88,0.52449,8.88,0.00682481,8.88,0.0119227,8.88,0.0147502
8.882,0.49015,8.882,0.00654356,8.882,0.0116354,8.882,0.0144628
8.884,0.455024,8.884,0.00629746,8.884,0.0112847,8.884,0.0141122
8.886,0.419167,8.886,0.00606235,8.886,0.010934,8.886,0.0137615
8.888,0.382637,8.888,0.00551083,8.888,0.0102132,8.888,0.0130407
8.89,0.345491,8.89,0.00448249,8.89,0.00917583,8.89,0.0120033
8.892,0.307788,8.892,0.00411335,8.892,0.0087862,8.892,0.0116136
8.894,0.269587,8.894,0.00384088,8.894,0.00836735,8.894,0.0111948
8.896,0.230948,8.896,0.00367169,8.896,0.00796797,8.896,0.0107954
8.898,0.191934,8.898,0.00357061,8.898,0.00756373,8.898,0.0103912
8.9,0.152606,8.9,0.00346954,8.9,0.0071254,8.9,0.00995284
8.902,0.113027,8.902,0.00310698,8.902,0.00635587,8.902,0.00918331
8.904,0.0732596,8.904,0.00283012,8.904,0.00588344,8.904,0.00871088
8.906,0.033367,8.906,0.00254667,8.906,0.00543537,8.906,0.00826281
8.908,-0.00658691,8.908,0.00225223,8.908,0.00497268,8.908,0.00780012
8.91,-0.0465384,8.91,0.00190945,8.91,0.00445155,8.91,0.00727899
8.912,-0.0864237,8.912,0.00106569,8.912,0.00359923,8.912,0.00642667
8.914,-0.126179,8.914,-0.000476814,8.914,0.00218681,8.914,0.00494828
8.916,-0.165741,8.916,-0.000986588,8.916,0.00171438,8.916,0.00440987
8.918,-0.205045,8.918,-0.00138869,8.918,0.00125656,8.918,0.00385781
8.92,-0.244029,8.92,-0.00168313,8.92,0.00072569,8.92,0.00322326
8.922,-0.282631,8.922,-0.00188309,8.922,0.000267872,8.922,0.00265235
8.924,-0.320788,8.924,-0.00208084,8.924,-0.00101791,8.924,0.00107439
8.926,-0.358438,8.926,-0.00205228,8.926,-0.00151956,8.926,0.000478493
8.928,-0.395522,8.928,-0.0020325,8.928,-0.00202609,8.928,-0.000103427
8.93,-0.431978,8.93,-0.00206766,8.93,-0.00244981,8.93,-0.00060255
8.932,-0.46775,8.932,-0.00219071,8.932,-0.0029125,8.932,-0.00113121
8.934,-0.502777,8.934,-0.00299931,8.934,-0.00423725,8.934,-0.00267273
8.936,-0.537005,8.936,-0.00337505,8.936,-0.00470481,8.936,-0.00326281
8.938,-0.570377,8.938,-0.00377936,8.938,-0.00511879,8.938,-0.00382759
8.94,-0.602839,8.94,-0.00413312,8.94,-0.00561557,8.94,-0.00449402
8.942,-0.634339,8.942,-0.00448908,8.942,-0.00606365,8.942,-0.00513059
8.944,-0.664825,8.944,-0.00550643,8.944,-0.00723741,8.944,-0.00686042
8.946,-0.694248,8.946,-0.00582065,8.946,-0.00759295,8.946,-0.00739503
8.948,-0.722559,8.948,-0.00606675,8.948,-0.0080459,8.948,-0.00802705
8.95,-0.749713,8.95,-0.00620298,8.95,-0.00836735,8.95,-0.00851814
8.952,-0.775664,8.952,-0.00628428,8.952,-0.00874237,8.952,-0.00906281
8.954,-0.800371,8.954,-0.00664244,8.954,-0.00958008,8.954,-0.0104095
8.956,-0.823793,8.956,-0.00680064,8.956,-0.00986743,8.956,-0.0108476
8.958,-0.84589,8.958,-0.00695885,8.958,-0.0101597,8.958,-0.0112906
8.96,-0.866628,8.96,-0.00711046,8.96,-0.010559,8.96,-0.011822
8.962,-0.885971,8.962,-0.00729284,8.962,-0.0109,8.962,-0.0122854
8.964,-0.903887,8.964,-0.00751696,8.964,-0.011163,8.964,-0.0126615
8.966,-0.920347,8.966,-0.00807068,8.966,-0.0118058,8.966,-0.0134929
8.968,-0.935323,8.968,-0.0083827,8.968,-0.0120689,8.968,-0.0138407
8.97,-0.94879,8.97,-0.00867933,8.97,-0.0124439,8.97,-0.0142817
8.972,-0.960725,8.972,-0.00889907,8.972,-0.012814,8.972,-0.0147084
8.974,-0.971108,8.974,-0.00904628,8.974,-0.0131355,8.974,-0.0150676
8.976,-0.979922,8.976,-0.00923965,8.976,-0.0137345,8.976,-0.0157137
8.978,-0.98715,8.978,-0.00929458,8.978,-0.0145041,8.978,-0.0164644
8.98,-0.992781,8.98,-0.0092748,8.98,-0.0147963,8.98,-0.0167472
8.982,-0.996804,8.982,-0.00926162,8.982,-0.0151031,8.982,-0.0170446
8.984,-0.999212,8.984,-0.00928579,8.984,-0.0152784,8.984,-0.0172011
8.986,-1,8.986,-0.0094374,8.986,-0.0155414,8.986,-0.0174264
8.988,-0.999165,8.988,-0.00955166,8.988,-0.0156486,8.988,-0.0175147
8.99,-0.996709,8.99,-0.00967691,8.99,-0.015746,8.99,-0.0176027
8.992,-0.992633,8.992,-0.00977799,8.992,-0.0159165,8.992,-0.0177732
8.994,-0.986944,8.994,-0.0098461,8.994,-0.0160236,8.994,-0.0178803
8.996,-0.979651,8.996,-0.00990543,8.996,-0.0160723,8.996,-0.0179761
8.998,-0.970762,8.998,-0.00986368,8.998,-0.0160577,8.998,-0.0180369
9,-0.960294,9,-0.00980875,9,-0.0160431,9,-0.0180506
9.002,-0.94826,9.002,-0.00975601,9.002,-0.0160139,9.002,-0.0180496
9.004,-0.934681,9.004,-0.00971866,9.004,-0.016009,9.004,-0.018073
9.006,-0.919577,9.006,-0.00969888,9.006,-0.0159457,9.006,-0.0180286
9.008,-0.902972,9.008,-0.00967691,9.008,-0.0158532,9.008,-0.0179643
9.01,-0.884892,9.01,-0.00959121,9.01,-0.0156778,9.01,-0.0178455
9.012,-0.865365,9.012,-0.00953848,9.012,-0.0155512,9.012,-0.0177377
9.014,-0.844423,9.014,-0.00948135,9.014,-0.0154246,9.014,-0.0176205
9.016,-0.822099,9.016,-0.00940225,9.016,-0.0152882,9.016,-0.0174936
9.018,-0.798429,9.018,-0.00929238,9.018,-0.0151616,9.018,-0.0173764
9.02,-0.77345,9.02,-0.00901113,9.02,-0.0147768,9.02,-0.0170199
9.022,-0.747203,9.022,-0.00839808,9.022,-0.0141485,9.022,-0.0163916
9.024,-0.719729,9.024,-0.00817615,9.024,-0.013944,9.024,-0.0161871
9.026,-0.691072,9.026,-0.00800257,9.026,-0.0136712,9.026,-0.0159143
9.028,-0.66128,9.028,-0.00790149,9.028,-0.0133839,9.028,-0.015627
9.03,-0.6304,9.03,-0.0078136,9.03,-0.0131257,9.03,-0.0153688
9.032,-0.598481,9.032,-0.00735217,9.032,-0.0122734,9.032,-0.0145165
9.034,-0.565576,9.034,-0.00719176,9.034,-0.0118789,9.034,-0.014122
9.036,-0.531738,9.036,-0.00702916,9.036,-0.0114893,9.036,-0.0137324
9.038,-0.497022,9.038,-0.00686437,9.038,-0.011124,9.038,-0.0133671
9.04,-0.461484,9.04,-0.00665782,9.04,-0.0107685,9.04,-0.0130116
9.042,-0.425181,9.042,-0.00579208,9.042,-0.00973593,9.042,-0.011979
9.044,-0.388174,9.044,-0.0054537,9.044,-0.0092635,9.044,-0.0115066
9.046,-0.350522,9.046,-0.00514388,9.046,-0.00882516,9.046,-0.0110683
9.048,-0.312287,9.048,-0.00489339,9.048,-0.00841605,9.048,-0.0106592
9.05,-0.273531,9.05,-0.00466926,9.05,-0.00804103,9.05,-0.0102841
9.052,-0.234318,9.052,-0.00442536,9.052,-0.00769523,9.052,-0.00993833
9.054,-0.194712,9.054,-0.00384528,9.054,-0.00690136,9.054,-0.00914446
9.056,-0.154777,9.056,-0.00357281,9.056,-0.00642893,9.056,-0.00867203
9.058,-0.11458,9.058,-0.00329815,9.058,-0.00589805,9.058,-0.00812231
9.06,-0.0741865,9.06,-0.00302348,9.06,-0.0053964,9.06,-0.00759238
9.062,-0.0336624,9.062,-0.00270048,9.062,-0.00496294,9.062,-0.00711179
9.064,0.00692519,9.064,-0.0019512,9.064,-0.0041788,9.064,-0.00620514
9.066,0.0475095,9.066,-0.000775647,9.066,-0.00258618,9.066,-0.00442402
9.068,0.0880236,9.068,-0.000377936,9.068,-0.00210401,9.068,-0.00387588
9.07,0.128401,9.07,-7.69E-05,9.07,-0.0016121,9.07,-0.00333684
9.072,0.168574,9.072,0.000127443,9.072,-0.00118838,9.072,-0.00285657
9.074,0.208477,9.074,0.000384528,9.074,-0.000199686,9.074,-0.0017642
9.076,0.248043,9.076,0.000498787,9.076,0.000258131,9.076,-0.00124984
9.078,0.287208,9.078,0.000656993,9.078,0.000754912,9.078,-0.000705932
9.08,0.325906,9.08,0.00087892,9.08,0.00129066,9.08,-0.000104214
9.082,0.364073,9.082,0.00112502,9.082,0.00176796,9.082,0.000457908
9.084,0.401645,9.084,0.00165017,9.084,0.00275665,9.084,0.00162567
9.086,0.43856,9.086,0.00245219,9.086,0.00369663,9.086,0.00278243
9.088,0.474757,9.088,0.00285649,9.088,0.00413497,9.088,0.00333386
9.09,0.510174,9.09,0.00322344,9.09,0.0046074,9.09,0.00392881
9.092,0.544753,9.092,0.00351568,9.092,0.00503599,9.092,0.00449878
9.094,0.578437,9.094,0.00380133,9.094,0.00546459,9.094,0.00507817
9.096,0.611168,9.096,0.00442536,9.096,0.00620002,9.096,0.00610577
9.098,0.642891,9.098,0.00515047,9.098,0.00694032,9.098,0.00714767
9.1,0.673555,9.1,0.00542294,9.1,0.00729099,9.1,0.00764913
9.102,0.703106,9.102,0.00559652,9.102,0.00768062,9.102,0.00819898
9.104,0.731495,9.104,0.00568661,9.104,0.00810922,9.104,0.0087878
9.106,0.758675,9.106,0.0057811,9.106,0.00845501,9.106,0.00929382
9.108,0.784599,9.108,0.00614145,9.108,0.00900537,9.108,0.0101269
9.11,0.809224,9.11,0.00658751,9.11,0.00961417,9.11,0.0109902
9.112,0.832508,9.112,0.00682701,9.112,0.0100184,9.112,0.011517
9.114,0.854411,9.114,0.00705773,9.114,0.010374,9.114,0.011995
9.116,0.874897,9.116,0.00728844,9.116,0.0107733,9.116,0.0125075
9.118,0.893929,9.118,0.00752795,9.118,0.0110461,9.118,0.0128933
9.12,0.911476,9.12,0.00779163,9.12,0.0113042,9.12,0.0132646
9.122,0.927507,9.122,0.00833216,9.122,0.0119471,9.122,0.0140865
9.124,0.941995,9.124,0.0085431,9.124,0.0123075,9.124,0.0145223
9.126,0.954914,9.126,0.00869252,9.126,0.0126387,9.126,0.0149101
9.128,0.966243,9.128,0.00878041,9.128,0.0129455,9.128,0.0152734
9.13,0.975961,9.13,0.00885292,9.13,0.0132524,9.13,0.0156274
9.132,0.984051,9.132,0.00903749,9.132,0.0136128,9.132,0.0160538
9.134,0.990499,9.134,0.00929458,9.134,0.0143872,9.134,0.0168847
9.136,0.995292,9.136,0.0093605,9.136,0.0146209,9.136,0.0171374
9.138,0.998422,9.138,0.00941323,9.138,0.0148158,9.138,0.017351
9.14,0.999883,9.14,0.00944839,9.14,0.0150057,9.14,0.0175598
9.142,0.999671,9.142,0.00954287,9.142,0.0152054,9.142,0.0177595
9.144,0.997786,9.144,0.0096022,9.144,0.0153807,9.144,0.0179443
9.146,0.99423,9.146,0.00966373,9.146,0.0154927,9.146,0.0180657
9.148,0.989007,9.148,0.00970328,9.148,0.0156194,9.148,0.0182112
9.15,0.982125,9.15,0.00972305,9.15,0.0157217,9.15,0.0183323
9.152,0.973595,9.152,0.00972525,9.152,0.0159116,9.152,0.0185694
9.154,0.963431,9.154,0.00972086,9.154,0.015897,9.154,0.0185831
9.156,0.951648,9.156,0.00972086,9.156,0.0159067,9.156,0.0186116
9.158,0.938266,9.158,0.00971426,9.158,0.0159019,9.158,0.0186445
9.16,0.923305,9.16,0.00970108,9.16,0.0159165,9.16,0.0186968
9.162,0.90679,9.162,0.00967251,9.162,0.0158385,9.162,0.018666
9.164,0.888747,9.164,0.00962857,9.164,0.0158044,9.164,0.0186696
9.166,0.869207,9.166,0.00947256,9.166,0.0155658,9.166,0.0184781
9.168,0.848201,9.168,0.00936709,9.168,0.0154733,9.168,0.0184138
9.17,0.825764,9.17,0.00924404,9.17,0.0153223,9.17,0.0183005
9.172,0.801932,9.172,0.0091188,9.172,0.0151859,9.172,0.0182018
9.174,0.776745,9.174,0.00898256,9.174,0.0150252,9.174,0.0180882
9.176,0.750245,9.176,0.00864638,9.176,0.0146161,9.176,0.0177357
9.178,0.722475,9.178,0.00799158,9.178,0.0138855,9.178,0.0170522
9.18,0.693481,9.18,0.00775647,9.18,0.0136274,9.18,0.0168035
9.182,0.663312,9.182,0.00759167,9.182,0.0133741,9.182,0.0165597
9.184,0.632018,9.184,0.00751257,9.184,0.013116,9.184,0.0163204
9.186,0.599651,9.186,0.00738513,9.186,0.0125656,9.186,0.0157795
9.188,0.566265,9.188,0.00730383,9.188,0.0122831,9.188,0.015497
9.19,0.531916,9.19,0.00718297,9.19,0.0119666,9.19,0.0151804
9.192,0.496661,9.192,0.00701378,9.192,0.0116451,9.192,0.014859
9.194,0.460559,9.194,0.00680724,9.194,0.0113188,9.194,0.0145327
9.196,0.423671,9.196,0.00622275,9.196,0.0106077,9.196,0.0138216
9.198,0.386059,9.198,0.00536581,9.198,0.00987717,9.198,0.0130816
9.2,0.347787,9.2,0.00489998,9.2,0.00949241,9.2,0.0126968
9.202,0.308918,9.202,0.00449348,9.202,0.00912713,9.202,0.0123221
9.204,0.269517,9.204,0.00418146,9.204,0.00872776,9.204,0.0119133
9.206,0.229653,9.206,0.00395514,9.206,0.00832838,9.206,0.0115045
9.208,0.189391,9.208,0.00355084,9.208,0.00758321,9.208,0.0107311
9.21,0.1488,9.21,0.00314434,9.21,0.00672602,9.21,0.00982678
9.212,0.107948,9.212,0.00294878,9.212,0.00625846,9.212,0.00932152
9.214,0.0669056,9.214,0.0027642,9.214,0.00578116,9.214,0.0087971
9.216,0.0257411,9.216,0.00258183,9.216,0.00530387,9.216,0.00826325
9.218,-0.0154752,9.218,0.00235331,9.218,0.00486066,9.218,0.0077635
9.22,-0.0566733,9.22,0.00164578,9.22,0.00395964,9.22,0.00673053
9.222,-0.0977832,9.222,0.000674571,9.222,0.00300504,9.222,0.00563456
9.224,-0.138735,9.224,0.000186771,9.224,0.002518,9.224,0.00507212
9.226,-0.179459,9.226,-0.000246098,9.226,0.00197738,9.226,0.00444668
9.228,-0.219885,9.228,-0.000555917,9.228,0.00148547,9.228,0.00386995
9.23,-0.259945,9.23,-0.000808606,9.23,0.00100817,9.23,0.00330782
9.232,-0.29957,9.232,-0.00124807,9.232,0.000112019,9.232,0.0022326
9.234,-0.338692,9.234,-0.00164358,9.234,-0.000915635,9.234,0.00105415
9.236,-0.377245,9.236,-0.00182156,9.236,-0.00138319,9.236,0.000511191
9.238,-0.415161,9.238,-0.00199295,9.238,-0.00186536,9.238,-5.58E-05
9.24,-0.452377,9.24,-0.00216874,9.24,-0.00241572,9.24,-0.00069098
9.242,-0.488829,9.242,-0.00241044,9.242,-0.002781,9.242,-0.00115051
9.244,-0.524453,9.244,-0.00313335,9.244,-0.00372099,9.244,-0.00230727
9.246,-0.559188,9.246,-0.00406281,9.246,-0.00458792,9.246,-0.00341924
9.248,-0.592974,9.248,-0.00451325,9.248,-0.00510905,9.248,-0.00407232
9.25,-0.625753,9.25,-0.00487581,9.25,-0.0054792,9.25,-0.00458384
9.252,-0.657469,9.252,-0.00513729,9.252,-0.0060052,9.252,-0.00525122
9.254,-0.688066,9.254,-0.00534383,9.254,-0.00645328,9.254,-0.00585009
9.256,-0.717492,9.256,-0.0056932,9.256,-0.00718384,9.256,-0.00687282
9.258,-0.745695,9.258,-0.00596567,9.258,-0.00796797,9.258,-0.00792085
9.26,-0.772626,9.26,-0.00609311,9.26,-0.00843066,9.26,-0.00851549
9.262,-0.798239,9.262,-0.00622495,9.262,-0.00882029,9.262,-0.00904649
9.264,-0.822489,9.264,-0.00637656,9.264,-0.00918557,9.264,-0.00955314
9.266,-0.845333,9.266,-0.00658091,9.266,-0.0095606,9.266,-0.0100695
9.268,-0.866731,9.268,-0.00718078,9.268,-0.0101889,9.268,-0.0109806
9.27,-0.886646,9.27,-0.00788611,9.27,-0.0109876,9.27,-0.0120432
9.272,-0.905043,9.272,-0.00820472,9.272,-0.0113578,9.272,-0.012517
9.274,-0.921889,9.274,-0.00844642,9.274,-0.0117377,9.274,-0.01301
9.276,-0.937154,9.276,-0.00860463,9.276,-0.0120883,9.276,-0.0134549
9.278,-0.950812,9.278,-0.00870131,9.278,-0.0124,9.278,-0.0138609
9.28,-0.962837,9.28,-0.00876942,9.28,-0.0126582,9.28,-0.0142038
9.282,-0.973209,9.282,-0.0088727,9.282,-0.0132865,9.282,-0.0149641
9.284,-0.981908,9.284,-0.00892983,9.284,-0.0135982,9.284,-0.0153135
9.286,-0.988918,9.286,-0.00900014,9.286,-0.0138709,9.286,-0.0156333
9.288,-0.994226,9.288,-0.00909023,9.288,-0.014241,9.288,-0.0160318
9.29,-0.997823,9.29,-0.0091979,9.29,-0.0144943,9.29,-0.0163039
9.292,-0.9997,9.292,-0.00947036,9.292,-0.0149229,9.292,-0.0167702
9.294,-0.999855,9.294,-0.00989884,9.294,-0.0156242,9.294,-0.0175375
9.296,-0.998284,9.296,-0.0100043,9.296,-0.0158142,9.296,-0.0177463
9.298,-0.994991,9.298,-0.0100373,9.298,-0.0159993,9.298,-0.0179408
9.3,-0.989979,9.3,-0.0100131,9.3,-0.0161697,9.3,-0.0181207
9.302,-0.983257,9.302,-0.00997354,9.302,-0.0162233,9.302,-0.0181837
9.304,-0.974835,9.304,-0.00982413,9.304,-0.016496,9.304,-0.0184753
9.306,-0.964727,9.306,-0.00978018,9.306,-0.0166032,9.306,-0.0185918
9.308,-0.952948,9.308,-0.0097648,9.308,-0.016686,9.308,-0.0187029
9.31,-0.939519,9.31,-0.00978018,9.31,-0.0166909,9.31,-0.018736
9.312,-0.924462,9.312,-0.00979117,9.312,-0.016686,9.312,-0.0187594
9.314,-0.907802,9.314,-0.00971646,9.314,-0.016535,9.314,-0.0187121
9.316,-0.889566,9.316,-0.00967471,9.316,-0.0164425,9.316,-0.0186667
9.318,-0.869786,9.318,-0.00961538,9.318,-0.0163499,9.318,-0.0186119
9.32,-0.848495,9.32,-0.00953848,9.32,-0.0162671,9.32,-0.0185762
9.322,-0.825728,9.322,-0.009444,9.322,-0.0161015,9.322,-0.0184577
9.324,-0.801525,9.324,-0.00904848,9.324,-0.0155658,9.324,-0.0180257
9.326,-0.775927,9.326,-0.0088683,9.326,-0.0153466,9.326,-0.0178348
9.328,-0.748977,9.328,-0.00870351,9.328,-0.0151372,9.328,-0.0176536
9.33,-0.720721,9.33,-0.00856508,9.33,-0.0148986,9.33,-0.0174338
9.332,-0.691207,9.332,-0.00842884,9.332,-0.0147037,9.332,-0.0172673
9.334,-0.660487,9.334,-0.00826405,9.334,-0.0144456,9.334,-0.017028
9.336,-0.628613,9.336,-0.00787732,9.336,-0.0139001,9.336,-0.0165014
9.338,-0.595639,9.338,-0.00766418,9.338,-0.0135835,9.338,-0.0161848
9.34,-0.561623,9.34,-0.00742687,9.34,-0.0132426,9.34,-0.0158439
9.342,-0.526622,9.342,-0.00718297,9.342,-0.0129504,9.342,-0.0155516
9.344,-0.490698,9.344,-0.0069193,9.344,-0.0126143,9.344,-0.0152156
9.346,-0.453912,9.346,-0.00635239,9.346,-0.0119714,9.346,-0.0145727
9.348,-0.416328,9.348,-0.00539657,9.348,-0.0108318,9.348,-0.013433
9.35,-0.37801,9.35,-0.00508016,9.35,-0.0103983,9.35,-0.0129995
9.352,-0.339027,9.352,-0.00485384,9.352,-0.0100038,9.352,-0.012605
9.354,-0.299444,9.354,-0.00473079,9.354,-0.00960443,9.354,-0.0122057
9.356,-0.259331,9.356,-0.00452204,9.356,-0.00877159,9.356,-0.0113728
9.358,-0.218757,9.358,-0.00437263,9.358,-0.00834787,9.358,-0.0109491
9.36,-0.177794,9.36,-0.00416608,9.36,-0.00787544,9.36,-0.0104767
9.362,-0.136512,9.362,-0.00397711,9.362,-0.00741762,9.362,-0.0100189
9.364,-0.0949829,9.364,-0.00377276,9.364,-0.00689162,9.364,-0.00949286
9.366,-0.0532799,9.366,-0.00315752,9.366,-0.00588831,9.366,-0.00848956
9.368,-0.0114757,9.368,-0.00236649,9.368,-0.00493859,9.368,-0.00751156
